token	pos	chunk	NER	previous	following	capitals
have	VBP	I-VP	O	officials	unearthed	NC
unearthed	VBD	I-VP	O	have	police-run	NC
police-run	JJ	I-NP	O	unearthed	human	NC
human	JJ	I-NP	O	police-run	cages	NC
cages	NNS	I-NP	O	human	at	NC
at	IN	I-PP	O	cages	Tando	NC
Tando	NNP	I-NP	LOC	at	Allahyar	C
Allahyar	NNP	I-NP	LOC	Tando	near	C
near	IN	I-PP	O	Allahyar	Hyderabad	NC
Hyderabad	NNP	I-NP	LOC	near	.	C
.	.	O	O	Hyderabad	Some	NC
Some	DT	I-NP	O	.	27	C
27	CD	I-NP	O	Some	people	NC
people	NNS	I-NP	O	27	were	NC
were	VBD	I-VP	O	people	rescued	NC
rescued	VBN	I-VP	O	were	from	NC
from	IN	I-PP	O	rescued	the	NC
the	DT	I-NP	O	from	private	NC
private	JJ	I-NP	O	the	jail	NC
jail	NN	I-NP	O	private	set	NC
set	VBD	I-VP	O	jail	up	NC
up	RP	I-PRT	O	set	by	NC
by	IN	I-PP	O	up	the	NC
the	DT	I-NP	O	by	police	NC
police	NN	I-NP	O	the	.	NC
.	.	O	O	police	-	NC
-	:	O	O	.	Opposition	NC
Opposition	NN	I-NP	O	-	leader	C
leader	NN	I-NP	O	Opposition	Nawaz	NC
Nawaz	NNP	I-NP	PER	leader	Sharif	C
Sharif	NNP	I-NP	PER	Nawaz	renewed	C
renewed	VBD	I-VP	O	Sharif	a	NC
a	DT	I-NP	O	renewed	pledge	NC
pledge	NN	I-NP	O	a	to	NC
to	TO	I-VP	O	pledge	oust	NC
oust	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	oust	Pakistan	NC
Pakistan	NNP	I-NP	ORG	the	People	C
People	NNP	I-NP	ORG	Pakistan	's	C
's	POS	B-NP	ORG	People	Party	NC
Party	NNP	I-NP	ORG	's	government	C
government	NN	I-NP	O	Party	headed	NC
headed	VBD	I-VP	O	government	by	NC
by	IN	I-PP	O	headed	Prime	NC
Prime	NNP	I-NP	O	by	Minister	C
Minister	NNP	I-NP	O	Prime	Benazir	C
Benazir	NNP	I-NP	PER	Minister	Bhutto	C
Bhutto	NNP	I-NP	PER	Benazir	.	C
.	.	O	O	Bhutto	BUSINESS	NC
BUSINESS	NNP	I-NP	ORG	.	RECORDER	C
RECORDER	NNP	I-NP	ORG	BUSINESS	-	C
-	:	O	O	RECORDER	Gas	NC
Gas	NNP	I-NP	O	-	prices	C
prices	NNS	I-NP	O	Gas	may	NC
may	MD	I-VP	O	prices	go	NC
go	VB	I-VP	O	may	up	NC
up	RP	I-PRT	O	go	by	NC
by	IN	I-PP	O	up	five	NC
five	CD	I-NP	O	by	percent	NC
percent	NN	I-NP	O	five	to	NC
to	TO	I-VP	O	percent	increase	NC
increase	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	increase	rate	NC
rate	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	rate	return	NC
return	NN	I-NP	O	of	of	NC
of	IN	I-PP	O	return	Sui	NC
Sui	NNP	I-NP	ORG	of	Southern	C
Southern	NNP	I-NP	ORG	Sui	Gas	C
Gas	NNP	I-NP	ORG	Southern	and	C
and	CC	I-NP	O	Gas	Sui	NC
Sui	NNP	I-NP	ORG	and	Northern	C
Northern	NNP	I-NP	ORG	Sui	Gas	C
Gas	NNP	I-NP	ORG	Northern	companies	C
companies	NNS	I-NP	O	Gas	.	NC
.	.	O	O	companies	-	NC
-	:	O	O	.	Japan	NC
Japan	NNP	I-NP	LOC	-	is	C
is	VBZ	I-VP	O	Japan	importing	NC
importing	VBG	I-VP	O	is	80	NC
80	CD	I-NP	O	importing	percent	NC
percent	NN	I-NP	O	80	of	NC
of	IN	I-PP	O	percent	cotton	NC
cotton	NN	I-NP	O	of	yarn	NC
yarn	NN	I-NP	O	cotton	from	NC
from	IN	I-PP	O	yarn	Pakistan	NC
Pakistan	NNP	I-NP	LOC	from	every	C
every	DT	B-NP	O	Pakistan	year	NC
year	NN	I-NP	O	every	.	NC
.	.	O	O	year	-	NC
-	:	O	O	.	The	NC
The	DT	I-NP	O	-	government	C
government	NN	I-NP	O	The	has	NC
has	VBZ	I-VP	O	government	blamed	NC
blamed	VBN	I-VP	O	has	sugar	NC
sugar	NN	I-NP	O	blamed	technologists	NC
technologists	NNS	I-NP	O	sugar	for	NC
for	IN	I-PP	O	technologists	not	NC
not	RB	O	O	for	supporting	NC
supporting	VBG	I-VP	O	not	a	NC
a	DT	I-NP	O	supporting	long-term	NC
long-term	JJ	I-NP	O	a	programme	NC
programme	NN	I-NP	O	long-term	of	NC
of	IN	I-PP	O	programme	research	NC
research	NN	I-NP	O	of	and	NC
and	CC	I-NP	O	research	development	NC
development	NN	I-NP	O	and	to	NC
to	TO	I-VP	O	development	increase	NC
increase	VB	I-VP	O	to	production	NC
production	NN	I-NP	O	increase	of	NC
of	IN	I-PP	O	production	sugarcane	NC
sugarcane	NNS	I-NP	O	of	.	NC
.	.	O	O	sugarcane	FINANCIAL	NC
FINANCIAL	NNP	I-NP	ORG	.	POST	C
POST	NNP	I-NP	ORG	FINANCIAL	-	C
-	:	O	O	POST	Armed	NC
Armed	NNP	I-NP	O	-	robbers	C
robbers	NNS	I-NP	O	Armed	pillaged	NC
pillaged	VBN	I-VP	O	robbers	70	NC
70	CD	I-NP	O	pillaged	barrels	NC
barrels	NNS	I-NP	O	70	of	NC
of	IN	I-PP	O	barrels	crude	NC
crude	NN	I-NP	O	of	oil	NC
oil	NN	I-NP	O	crude	from	NC
from	IN	I-PP	O	oil	a	NC
a	DT	I-NP	O	from	well	NC
well	RB	I-NP	O	a	near	NC
near	IN	I-NP	O	well	Gujar	NC
Gujar	NNP	I-NP	LOC	near	Khan	C
Khan	NNP	I-NP	LOC	Gujar	on	C
on	IN	I-PP	O	Khan	Wednesday	NC
Wednesday	NNP	I-NP	O	on	.	C
.	.	O	O	Wednesday	-	NC
-	:	O	O	.	Pakistan	NC
Pakistan	NNP	I-NP	LOC	-	will	C
will	MD	I-VP	O	Pakistan	pay	NC
pay	VB	I-VP	O	will	an	NC
an	DT	I-NP	O	pay	additional	NC
additional	JJ	I-NP	O	an	bill	NC
bill	NN	I-NP	O	additional	of	NC
of	IN	I-PP	O	bill	$	NC
$	$	I-NP	O	of	244	NC
244	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	244	as	NC
as	IN	I-PP	O	million	private	NC
private	JJ	I-NP	O	as	power	NC
power	NN	I-NP	O	private	projects	NC
projects	NNS	I-NP	O	power	with	NC
with	IN	I-PP	O	projects	capacity	NC
capacity	NN	I-NP	O	with	of	NC
of	IN	I-PP	O	capacity	3,225	NC
3,225	CD	I-NP	O	of	megawatt	NC
megawatt	NN	I-NP	O	3,225	go	NC
go	VB	I-VP	O	megawatt	on-line	NC
on-line	JJ	I-NP	O	go	by	NC
by	IN	I-PP	O	on-line	1998/99	NC
1998/99	CD	I-NP	O	by	.	NC
.	.	O	O	1998/99	THE	NC
THE	DT	I-NP	ORG	.	NATION	C
NATION	NNP	I-NP	ORG	THE	-	C
-	:	O	O	NATION	The	NC
The	DT	I-NP	O	-	government	C
government	NN	I-NP	O	The	is	NC
is	VBZ	I-VP	O	government	facing	NC
facing	VBG	I-VP	O	is	extreme	NC
extreme	JJ	I-NP	O	facing	difficulties	NC
difficulties	NNS	I-NP	O	extreme	in	NC
in	IN	I-PP	O	difficulties	meeting	NC
meeting	VBG	I-VP	O	in	its	NC
its	PRP$	I-NP	O	meeting	revenue	NC
revenue	NN	I-NP	O	its	collections	NC
collections	NNS	I-NP	O	revenue	targets	NC
targets	NNS	I-NP	O	collections	for	NC
for	IN	I-PP	O	targets	1996/97	NC
1996/97	CD	I-NP	O	for	.	NC
.	.	O	O	1996/97	-	NC
-	:	O	O	.	Mohib	NC
Mohib	NNP	I-NP	ORG	-	Textile	C
Textile	NNP	I-NP	ORG	Mohib	Mills	C
Mills	NNP	I-NP	ORG	Textile	has	C
has	VBZ	I-VP	O	Mills	defaulted	NC
defaulted	VBN	I-VP	O	has	to	NC
to	TO	I-PP	O	defaulted	nearly	NC
nearly	RB	I-NP	O	to	23	NC
23	CD	I-NP	O	nearly	development	NC
development	NN	I-NP	O	23	finance	NC
finance	NN	I-NP	O	development	institutions	NC
institutions	NNS	I-NP	O	finance	,	NC
,	,	O	O	institutions	foreign	NC
foreign	JJ	I-ADJP	O	,	and	NC
and	CC	O	O	foreign	local	NC
local	JJ	I-NP	O	and	banks	NC
banks	NNS	I-NP	O	local	,	NC
,	,	I-NP	O	banks	leasing	NC
leasing	NN	I-NP	O	,	companies	NC
companies	NNS	I-NP	O	leasing	and	NC
and	CC	O	O	companies	modarabas	NC
modarabas	NNS	I-NP	O	and	(	NC
(	(	O	O	modarabas	Islamic	NC
Islamic	NNP	I-NP	MISC	(	mutual	C
mutual	JJ	I-NP	O	Islamic	funds	NC
funds	NNS	I-NP	O	mutual	)	NC
)	)	O	O	funds	.	NC
.	.	O	O	)	-	NC
-	:	O	O	.	Investment	NC
Investment	NNP	I-NP	O	-	Minister	C
Minister	NNP	I-NP	O	Investment	Asif	C
Asif	NNP	I-NP	PER	Minister	Ali	C
Ali	NNP	I-NP	PER	Asif	Zardari	C
Zardari	NNP	I-NP	PER	Ali	expressed	C
expressed	VBD	I-VP	O	Zardari	keenness	NC
keenness	NNS	I-NP	O	expressed	for	NC
for	IN	I-PP	O	keenness	a	NC
a	DT	I-NP	O	for	close	NC
close	JJ	I-NP	O	a	working	NC
working	VBG	I-NP	O	close	relationship	NC
relationship	NN	I-NP	O	working	with	NC
with	IN	I-PP	O	relationship	Japanese	NC
Japanese	JJ	I-NP	MISC	with	companies	C
companies	NNS	I-NP	O	Japanese	so	NC
so	IN	I-SBAR	O	companies	that	NC
that	IN	I-SBAR	O	so	investment	NC
investment	NN	I-NP	O	that	from	NC
from	IN	I-PP	O	investment	Japan	NC
Japan	NNP	I-NP	LOC	from	can	C
can	MD	I-VP	O	Japan	multiply.q	NC
multiply.q	VB	I-VP	O	can	-	NC
-	:	O	O	multiply.q	Karachi	NC
Karachi	NNP	I-NP	ORG	-	Stock	C
Stock	NNP	I-NP	ORG	Karachi	Exchange	C
Exchange	NNP	I-NP	ORG	Stock	index	C
index	NN	I-NP	O	Exchange	falls	NC
falls	NNS	I-NP	O	index	by	NC
by	IN	I-PP	O	falls	7.84	NC
7.84	CD	I-NP	O	by	points	NC
points	NNS	I-NP	O	7.84	.	NC
.	.	O	O	points	THE	NC
THE	DT	I-NP	ORG	.	NEWS	C
NEWS	NN	I-NP	ORG	THE	-	C
-	:	O	O	NEWS	The	NC
The	DT	I-NP	O	-	prime	C
prime	JJ	I-NP	O	The	minister	NC
minister	NN	I-NP	O	prime	's	NC
's	POS	B-NP	O	minister	special	NC
special	JJ	I-NP	O	's	economic	NC
economic	JJ	I-NP	O	special	assistant	NC
assistant	NN	I-NP	O	economic	Shahid	NC
Shahid	NNP	I-NP	PER	assistant	Hasan	C
Hasan	NNP	I-NP	PER	Shahid	Khan	C
Khan	NNP	I-NP	PER	Hasan	said	C
said	VBD	I-VP	O	Khan	privatisation	NC
privatisation	NN	I-NP	O	said	of	NC
of	IN	I-PP	O	privatisation	thermal	NC
thermal	JJ	I-NP	O	of	power	NC
power	NN	I-NP	O	thermal	plants	NC
plants	NNS	I-NP	O	power	,	NC
,	,	O	O	plants	power	NC
power	NN	I-NP	O	,	generation	NC
generation	NN	I-NP	O	power	from	NC
from	IN	I-PP	O	generation	private	NC
private	JJ	I-NP	O	from	plants	NC
plants	NNS	I-NP	O	private	and	NC
and	CC	O	O	plants	management	NC
management	NN	I-NP	O	and	contracts	NC
contracts	NNS	I-NP	O	management	of	NC
of	IN	I-PP	O	contracts	Area	NC
Area	NNP	I-NP	MISC	of	Electricity	C
Electricity	NNP	I-NP	MISC	Area	Boards	C
Boards	NNP	I-NP	MISC	Electricity	would	C
would	MD	I-VP	O	Boards	help	NC
help	VB	I-VP	O	would	achieve	NC
achieve	VB	I-VP	O	help	6.5	NC
6.5	CD	I-NP	O	achieve	percent	NC
percent	NN	I-NP	O	6.5	GDP	NC
GDP	NNP	I-NP	O	percent	growth	C
growth	NN	I-NP	O	GDP	.	NC
.	.	O	O	growth	-	NC
-	:	O	O	.	Pakistan	NC
Pakistan	NNP	I-NP	LOC	-	's	C
's	POS	B-NP	O	Pakistan	Muslim	NC
Muslim	NNP	I-NP	ORG	's	Commercial	C
Commercial	NNP	I-NP	ORG	Muslim	Bank	C
Bank	NNP	I-NP	ORG	Commercial	,	C
,	,	I-NP	O	Bank	Vital	NC
Vital	JJ	I-NP	ORG	,	Information	C
Information	NNP	I-NP	ORG	Vital	System	C
System	NNP	I-NP	ORG	Information	,	C
,	,	O	O	System	and	NC
and	CC	O	O	,	Duff	NC
Duff	NNP	I-NP	ORG	and	and	C
and	CC	I-NP	ORG	Duff	Phelps	NC
Phelps	NNP	I-NP	ORG	and	of	C
of	IN	I-PP	O	Phelps	the	NC
the	DT	I-NP	O	of	U.S.	NC
U.S.	NNP	I-NP	LOC	the	are	C
are	VBP	I-VP	O	U.S.	likely	NC
likely	JJ	I-ADJP	O	are	to	NC
to	TO	I-VP	O	likely	announce	NC
announce	VB	I-VP	O	to	a	NC
a	DT	I-NP	O	announce	strategic	NC
strategic	JJ	I-NP	O	a	alliance	NC
alliance	NN	I-NP	O	strategic	with	NC
with	IN	I-PP	O	alliance	Bangladesh	NC
Bangladesh	NNP	I-NP	LOC	with	's	C
's	POS	B-NP	O	Bangladesh	only	NC
only	JJ	I-NP	O	's	credit	NC
credit	NN	I-NP	O	only	rating	NC
rating	NN	I-NP	O	credit	company	NC
company	NN	I-NP	O	rating	--	NC
--	:	O	O	company	Credit	NC
Credit	NNP	I-NP	ORG	--	Rating	C
Rating	NNP	I-NP	ORG	Credit	and	C
and	CC	O	ORG	Rating	Information	NC
Information	NNP	I-NP	ORG	and	Systems	C
Systems	NNP	I-NP	ORG	Information	Ltd	C
Ltd	NNP	I-NP	ORG	Systems	--	C
--	:	O	O	Ltd	next	NC
next	JJ	I-NP	O	--	month	NC
month	NN	I-NP	O	next	.	NC
.	.	O	O	month	-	NC
-	:	O	O	.	The	NC
The	DT	I-NP	O	-	Sindh	C
Sindh	NNP	I-NP	ORG	The	High	C
High	NNP	I-NP	ORG	Sindh	Court	C
Court	NNP	I-NP	ORG	High	issued	C
issued	VBD	I-VP	O	Court	an	NC
an	DT	I-NP	O	issued	ad-interim	NC
ad-interim	JJ	I-NP	O	an	order	NC
order	NN	I-NP	O	ad-interim	restraining	NC
restraining	VBG	I-VP	O	order	the	NC
the	DT	I-NP	O	restraining	Privatisation	NC
Privatisation	NNP	I-NP	ORG	the	Commission	C
Commission	NNP	I-NP	ORG	Privatisation	from	C
from	IN	I-PP	O	Commission	handing	NC
handing	VBG	I-VP	O	from	over	NC
over	IN	I-PP	O	handing	Javedan	NC
Javedan	NNP	I-NP	ORG	over	Cement	C
Cement	NNP	I-NP	ORG	Javedan	to	C
to	TO	I-PP	O	Cement	Dadabhoy	NC
Dadabhoy	NNP	I-NP	ORG	to	Investment	C
Investment	NNP	I-NP	ORG	Dadabhoy	(	C
(	(	O	ORG	Investment	pvt	NC
pvt	VBN	I-VP	ORG	(	)	NC
)	)	O	ORG	pvt	Ltd	NC
Ltd	NNP	I-NP	ORG	)	until	C
until	IN	I-SBAR	O	Ltd	it	NC
it	PRP	I-NP	O	until	can	NC
can	MD	I-VP	O	it	consider	NC
consider	VB	I-VP	O	can	a	NC
a	DT	I-NP	O	consider	legal	NC
legal	JJ	I-NP	O	a	challenge	NC
challenge	NN	I-NP	O	legal	mounted	NC
mounted	VBN	I-VP	O	challenge	by	NC
by	IN	I-PP	O	mounted	unions	NC
unions	NNS	I-NP	O	by	to	NC
to	TO	I-PP	O	unions	the	NC
the	DT	I-NP	O	to	deal	NC
deal	NN	I-NP	O	the	.	NC
.	.	O	O	deal	THE	NC
THE	DT	I-NP	ORG	.	MUSLIM	C
MUSLIM	NNP	I-NP	ORG	THE	-	C
-	:	O	O	MUSLIM	Pakistan	NC
Pakistan	NNP	I-NP	LOC	-	and	C
and	CC	I-NP	O	Pakistan	Iran	NC
Iran	NNP	I-NP	LOC	and	have	C
have	VBP	I-VP	O	Iran	agreed	NC
agreed	VBN	I-VP	O	have	to	NC
to	TO	B-VP	O	agreed	expand	NC
expand	VB	I-VP	O	to	and	NC
and	CC	I-VP	O	expand	strengthen	NC
strengthen	VB	I-VP	O	and	political	NC
political	JJ	I-NP	O	strengthen	,	NC
,	,	I-NP	O	political	trade	NC
trade	NN	I-NP	O	,	and	NC
and	CC	I-NP	O	trade	economic	NC
economic	JJ	I-NP	O	and	relations	NC
relations	NNS	I-NP	O	economic	.	NC
.	.	O	O	relations	--	NC
--	:	I-NP	O	.	Islamabad	NC
Islamabad	NNP	I-NP	LOC	--	newsroom	C
newsroom	NN	I-NP	O	Islamabad	9251-274757	NC
9251-274757	CD	I-VP	O	newsroom	Salang	NC
Salang	NN	I-NP	LOC	9251-274757	tunnel	C
tunnel	NN	I-NP	O	Salang	reopened	NC
reopened	VBD	I-VP	O	tunnel	linking	NC
linking	VBG	I-VP	O	reopened	Kabul	NC
Kabul	NNP	I-NP	LOC	linking	with	C
with	IN	I-PP	O	Kabul	north	NC
north	JJ	I-NP	O	with	.	NC
.	.	O	O	north	SALANG	NC
SALANG	VBG	I-VP	LOC	.	TUNNEL	C
TUNNEL	NNP	I-NP	O	SALANG	,	C
,	,	O	O	TUNNEL	Afghanistan	NC
Afghanistan	NNP	I-NP	LOC	,	1996-08-29	C
1996-08-29	CD	I-NP	O	Afghanistan	The	NC
The	DT	I-NP	O	1996-08-29	Salang	C
Salang	NNP	I-NP	LOC	The	tunnel	C
tunnel	NN	I-NP	O	Salang	linking	NC
linking	VBG	I-VP	O	tunnel	Kabul	NC
Kabul	NNP	I-NP	LOC	linking	with	C
with	IN	I-PP	O	Kabul	northern	NC
northern	JJ	I-NP	O	with	Afghanistan	NC
Afghanistan	NNP	I-NP	LOC	northern	was	C
was	VBD	I-VP	O	Afghanistan	formally	NC
formally	RB	I-VP	O	was	reopened	NC
reopened	VBN	I-VP	O	formally	to	NC
to	TO	I-PP	O	reopened	traffic	NC
traffic	NN	I-NP	O	to	on	NC
on	IN	I-PP	O	traffic	Thursday	NC
Thursday	NNP	I-NP	O	on	under	C
under	IN	I-PP	O	Thursday	an	NC
an	DT	I-NP	O	under	agreement	NC
agreement	NN	I-NP	O	an	between	NC
between	IN	I-PP	O	agreement	the	NC
the	DT	I-NP	O	between	government	NC
government	NN	I-NP	O	the	and	NC
and	CC	O	O	government	an	NC
an	DT	I-NP	O	and	opposition	NC
opposition	NN	I-NP	O	an	militia	NC
militia	NN	I-NP	O	opposition	,	NC
,	,	O	O	militia	witnesses	NC
witnesses	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	witnesses	.	NC
.	.	O	O	said	They	NC
They	PRP	I-NP	O	.	said	C
said	VBD	I-VP	O	They	dozens	NC
dozens	NNS	I-NP	O	said	of	NC
of	IN	I-PP	O	dozens	trucks	NC
trucks	NNS	I-NP	O	of	began	NC
began	VBD	I-VP	O	trucks	moving	NC
moving	VBG	I-VP	O	began	through	NC
through	IN	I-PP	O	moving	the	NC
the	DT	I-NP	O	through	tunnel	NC
tunnel	NN	I-NP	O	the	from	NC
from	IN	I-PP	O	tunnel	both	NC
both	DT	I-NP	O	from	directions	NC
directions	NNS	I-NP	O	both	after	NC
after	IN	I-PP	O	directions	the	NC
the	DT	I-NP	O	after	road	NC
road	NN	I-NP	O	the	reopened	NC
reopened	VBD	I-VP	O	road	.	NC
.	.	O	O	reopened	The	NC
The	DT	I-NP	O	.	Salang	C
Salang	NNP	I-NP	LOC	The	tunnel	C
tunnel	NN	I-NP	O	Salang	,	NC
,	,	O	O	tunnel	the	NC
the	DT	I-NP	O	,	main	NC
main	JJ	I-NP	O	the	supply	NC
supply	NN	I-NP	O	main	route	NC
route	NN	I-NP	O	supply	for	NC
for	IN	I-PP	O	route	Soviet	NC
Soviet	JJ	I-NP	MISC	for	troops	C
troops	NNS	I-NP	O	Soviet	when	NC
when	WRB	I-ADVP	O	troops	they	NC
they	PRP	I-NP	O	when	were	NC
were	VBD	I-VP	O	they	occupying	NC
occupying	VBG	I-VP	O	were	Afghanistan	NC
Afghanistan	NNP	I-NP	LOC	occupying	in	C
in	IN	I-PP	O	Afghanistan	the	NC
the	DT	I-NP	O	in	1980s	NC
1980s	NNS	I-NP	O	the	,	NC
,	,	O	O	1980s	had	NC
had	VBD	I-VP	O	,	been	NC
been	VBN	I-VP	O	had	closed	NC
closed	VBN	I-VP	O	been	since	NC
since	IN	I-PP	O	closed	1994	NC
1994	CD	I-NP	O	since	when	NC
when	WRB	I-ADVP	O	1994	northern	NC
northern	JJ	I-NP	O	when	militia	NC
militia	NN	I-NP	O	northern	leader	NC
leader	NN	I-NP	O	militia	General	NC
General	NNP	I-NP	O	leader	Abdul	C
Abdul	NNP	I-NP	PER	General	Rashid	C
Rashid	NNP	I-NP	PER	Abdul	Dostum	C
Dostum	NNP	I-NP	PER	Rashid	rebelled	C
rebelled	VBD	I-VP	O	Dostum	against	NC
against	IN	I-PP	O	rebelled	the	NC
the	DT	I-NP	O	against	Kabul	NC
Kabul	NNP	I-NP	LOC	the	government	C
government	NN	I-NP	O	Kabul	.	NC
.	.	O	O	government	Witnesses	NC
Witnesses	NNS	I-NP	O	.	said	C
said	VBD	I-VP	O	Witnesses	wrecked	NC
wrecked	VBN	I-VP	O	said	tanks	NC
tanks	NNS	I-NP	O	wrecked	and	NC
and	CC	I-NP	O	tanks	vehicles	NC
vehicles	NNS	I-NP	O	and	littered	NC
littered	VBD	I-VP	O	vehicles	both	NC
both	DT	I-NP	O	littered	sides	NC
sides	NNS	I-NP	O	both	of	NC
of	IN	I-PP	O	sides	the	NC
the	DT	I-NP	O	of	heavily-mined	NC
heavily-mined	JJ	I-NP	O	the	road	NC
road	NN	I-NP	O	heavily-mined	.	NC
.	.	O	O	road	Mines	NC
Mines	NNS	I-NP	O	.	had	C
had	VBD	I-VP	O	Mines	been	NC
been	VBN	I-VP	O	had	removed	NC
removed	VBN	I-VP	O	been	from	NC
from	IN	I-PP	O	removed	the	NC
the	DT	I-NP	O	from	road	NC
road	NN	I-NP	O	the	itself	NC
itself	PRP	B-NP	O	road	,	NC
,	,	O	O	itself	but	NC
but	CC	O	O	,	experts	NC
experts	NNS	I-NP	O	but	of	NC
of	IN	I-PP	O	experts	the	NC
the	DT	I-NP	O	of	Halo	NC
Halo	NNP	I-NP	LOC	the	Trust	C
Trust	NNP	I-NP	LOC	Halo	mine	C
mine	JJ	I-NP	O	Trust	clearance	NC
clearance	NN	I-NP	O	mine	agency	NC
agency	NN	I-NP	O	clearance	said	NC
said	VBD	I-VP	O	agency	it	NC
it	PRP	I-NP	O	said	would	NC
would	MD	I-VP	O	it	take	NC
take	VB	I-VP	O	would	a	NC
a	DT	I-NP	O	take	week	NC
week	NN	I-NP	O	a	to	NC
to	TO	I-VP	O	week	clear	NC
clear	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	clear	roadsides	NC
roadsides	NNS	I-NP	O	the	.	NC
.	.	O	O	roadsides	Afghan	NC
Afghan	NNP	I-NP	MISC	.	Deputy	C
Deputy	NNP	I-NP	O	Afghan	Prime	C
Prime	NNP	I-NP	O	Deputy	Minister	C
Minister	NNP	I-NP	O	Prime	Qotbuddin	C
Qotbuddin	NNP	I-NP	PER	Minister	Hilal	C
Hilal	NNP	I-NP	PER	Qotbuddin	officiated	C
officiated	VBD	I-VP	O	Hilal	at	NC
at	IN	I-PP	O	officiated	the	NC
the	DT	I-NP	O	at	reopening	NC
reopening	VBG	I-NP	O	the	ceremony	NC
ceremony	NN	I-NP	O	reopening	,	NC
,	,	O	O	ceremony	which	NC
which	WDT	I-NP	O	,	was	NC
was	VBD	I-VP	O	which	delayed	NC
delayed	VBN	I-VP	O	was	by	NC
by	IN	I-PP	O	delayed	several	NC
several	JJ	I-NP	O	by	hours	NC
hours	NNS	I-NP	O	several	while	NC
while	IN	I-SBAR	O	hours	the	NC
the	DT	I-NP	O	while	two	NC
two	CD	I-NP	O	the	sides	NC
sides	NNS	I-NP	O	two	argued	NC
argued	VBD	I-VP	O	sides	about	NC
about	RB	I-NP	O	argued	a	NC
a	DT	I-NP	O	about	mutual	NC
mutual	JJ	I-NP	O	a	release	NC
release	NN	I-NP	O	mutual	of	NC
of	IN	I-PP	O	release	prisoners	NC
prisoners	NNS	I-NP	O	of	.	NC
.	.	O	O	prisoners	Two	NC
Two	CD	I-NP	O	.	Indians	C
Indians	NNP	I-NP	MISC	Two	to	C
to	TO	I-VP	O	Indians	die	NC
die	VB	I-VP	O	to	for	NC
for	IN	I-PP	O	die	killing	NC
killing	VBG	I-VP	O	for	23	NC
23	CD	I-NP	O	killing	bus	NC
bus	NN	I-NP	O	23	passengers	NC
passengers	NNS	I-NP	O	bus	.	NC
.	.	O	O	passengers	NEW	NC
NEW	JJ	I-NP	LOC	.	DELHI	C
DELHI	NNPS	I-NP	LOC	NEW	1996-08-29	C
1996-08-29	CD	I-NP	O	DELHI	India	NC
India	NNP	I-NP	LOC	1996-08-29	's	C
's	POS	B-NP	O	India	Supreme	NC
Supreme	NNP	I-NP	ORG	's	Court	C
Court	NNP	I-NP	ORG	Supreme	on	C
on	IN	I-PP	O	Court	Thursday	NC
Thursday	NNP	I-NP	O	on	sentenced	C
sentenced	VBD	I-VP	O	Thursday	two	NC
two	CD	I-NP	O	sentenced	men	NC
men	NNS	I-NP	O	two	to	NC
to	TO	I-PP	O	men	death	NC
death	NN	I-NP	O	to	after	NC
after	IN	I-PP	O	death	finding	NC
finding	VBG	I-VP	O	after	them	NC
them	PRP	I-NP	O	finding	guilty	NC
guilty	JJ	I-ADJP	O	them	of	NC
of	IN	I-PP	O	guilty	killing	NC
killing	VBG	I-VP	O	of	23	NC
23	CD	I-NP	O	killing	bus	NC
bus	NN	I-NP	O	23	passengers	NC
passengers	NNS	I-NP	O	bus	,	NC
,	,	O	O	passengers	including	NC
including	VBG	I-PP	O	,	children	NC
children	NNS	I-NP	O	including	.	NC
.	.	O	O	children	It	NC
It	PRP	I-NP	O	.	said	C
said	VBD	I-VP	O	It	the	NC
the	DT	I-NP	O	said	two	NC
two	CD	I-NP	O	the	,	NC
,	,	O	O	two	after	NC
after	IN	I-PP	O	,	robbing	NC
robbing	VBG	I-VP	O	after	the	NC
the	DT	I-NP	O	robbing	passengers	NC
passengers	NNS	I-NP	O	the	,	NC
,	,	O	O	passengers	burnt	NC
burnt	VBN	I-VP	O	,	them	NC
them	PRP	I-NP	O	burnt	alive	NC
alive	JJ	I-ADJP	O	them	by	NC
by	IN	I-PP	O	alive	sprinkling	NC
sprinkling	VBG	I-VP	O	by	the	NC
the	DT	I-NP	O	sprinkling	bus	NC
bus	NN	I-NP	O	the	with	NC
with	IN	I-PP	O	bus	petrol	NC
petrol	NN	I-NP	O	with	and	NC
and	CC	O	O	petrol	setting	NC
setting	VBG	I-VP	O	and	it	NC
it	PRP	I-NP	O	setting	on	NC
on	IN	I-PP	O	it	fire	NC
fire	NN	I-NP	O	on	in	NC
in	IN	I-PP	O	fire	the	NC
the	DT	I-NP	O	in	southern	NC
southern	JJ	I-NP	O	the	state	NC
state	NN	I-NP	O	southern	of	NC
of	IN	I-PP	O	state	Andhra	NC
Andhra	NNP	I-NP	LOC	of	Pradesh	C
Pradesh	NNP	I-NP	LOC	Andhra	in	C
in	IN	I-PP	O	Pradesh	1993	NC
1993	CD	I-NP	O	in	.	NC
.	.	O	O	1993	""""	NC
""""	""""	O	O	.	We	NC
We	PRP	I-NP	O	""""	have	C
