token	pos	chunk	NER	previous	following	capitals
170.680	CD	I-NP	O	(	kph	NC
kph	NN	I-NP	O	170.680	)	NC
)	)	O	O	kph	Championship	NC
Championship	NNP	I-NP	O	)	standings	C
standings	NNS	I-NP	O	Championship	after	NC
after	IN	I-PP	O	standings	seven	NC
seven	CD	I-NP	O	after	rounds	NC
rounds	NNS	I-NP	O	seven	:	NC
:	:	O	O	rounds	1.	NC
1.	CD	I-NP	O	:	Belim	NC
Belim	NNP	I-NP	PER	1.	,	C
,	,	O	O	Belim	Weaver	NC
Weaver	NNP	I-NP	PER	,	156	C
156	CD	I-NP	O	Weaver	points	NC
points	NNS	I-NP	O	156	2.	NC
2.	NNP	I-NP	O	points	Eichmann	NC
Eichmann	NNP	I-NP	PER	2.	,	C
,	,	O	O	Eichmann	Ruch	NC
Ruch	NNP	I-NP	PER	,	116	C
116	CD	I-NP	O	Ruch	3.	NC
3.	NNP	I-NP	O	116	Bscher	NC
Bscher	NNP	I-NP	PER	3.	112	C
112	CD	I-NP	O	Bscher	4.	NC
4.	CD	I-NP	O	112	Gounon	NC
Gounon	NNP	I-NP	PER	4.	,	C
,	,	O	O	Gounon	Bernard	NC
Bernard	NNP	I-NP	PER	,	,	C
,	,	O	O	Bernard	Belmondo	NC
Belmondo	NNP	I-NP	PER	,	98	C
98	CD	I-NP	O	Belmondo	5.	NC
5.	CD	I-NP	O	98	Olofsson	NC
Olofsson	NNP	I-NP	PER	5.	,	C
,	,	O	O	Olofsson	della	NC
della	UH	I-NP	PER	,	Noce	NC
Noce	NNP	I-NP	PER	della	93	C
93	CD	I-NP	O	Noce	6.	NC
6.	CD	I-NP	O	93	Owen-Jones	NC
Owen-Jones	NNP	I-NP	PER	6.	,	C
,	,	O	O	Owen-Jones	Raphanel	NC
Raphanel	NNP	I-NP	PER	,	82	C
82	CD	I-NP	O	Raphanel	ATHLETICS	NC
ATHLETICS	NNP	I-NP	O	82	-	C
-	:	O	O	ATHLETICS	LEADING	NC
LEADING	NNP	I-NP	O	-	RESULTS	C
RESULTS	NNP	I-NP	O	LEADING	AT	C
AT	NNP	I-NP	O	RESULTS	SHEFFIELD	C
SHEFFIELD	NNP	I-NP	LOC	AT	INTERNATIONAL	C
INTERNATIONAL	NNP	I-NP	O	SHEFFIELD	MEETING	C
MEETING	NNP	I-NP	O	INTERNATIONAL	.	C
.	.	O	O	MEETING	SHEFFIELD	NC
SHEFFIELD	NNP	I-NP	LOC	.	,	C
,	,	O	O	SHEFFIELD	England	NC
England	NNP	I-NP	LOC	,	1996-08-25	C
1996-08-25	CD	I-NP	O	England	Leading	NC
Leading	JJ	I-NP	O	1996-08-25	results	C
results	NNS	I-NP	O	Leading	at	NC
at	IN	I-PP	O	results	an	NC
an	DT	I-NP	O	at	international	NC
international	JJ	I-NP	O	an	meeting	NC
meeting	NN	I-NP	O	international	on	NC
on	IN	I-PP	O	meeting	Sunday	NC
Sunday	NNP	I-NP	O	on	:	C
:	:	O	O	Sunday	Women	NC
Women	NNS	I-NP	O	:	's	C
's	POS	B-NP	O	Women	triple	NC
triple	JJ	I-NP	O	's	jump	NC
jump	NN	I-NP	O	triple	1.	NC
1.	CD	I-NP	O	jump	Sarka	NC
Sarka	NNP	I-NP	PER	1.	Kasparkova	C
Kasparkova	NNP	I-NP	PER	Sarka	(	C
(	(	O	O	Kasparkova	Czech	NC
Czech	NNP	I-NP	LOC	(	Republic	C
Republic	NNP	I-NP	LOC	Czech	)	C
)	)	O	O	Republic	14.84	NC
14.84	CD	I-NP	O	)	metres	NC
metres	NNS	I-NP	O	14.84	2.	NC
2.	CD	I-NP	O	metres	Ashia	NC
Ashia	NNP	I-NP	PER	2.	Hansen	C
Hansen	NNP	I-NP	PER	Ashia	(	C
(	(	O	O	Hansen	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	14.78	NC
14.78	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	14.78	Rodica	NC
Rodica	NNP	I-NP	PER	3.	Matescu	C
Matescu	NNP	I-NP	PER	Rodica	(	C
(	(	O	O	Matescu	Romania	NC
Romania	NNP	I-NP	LOC	(	)	C
)	)	O	O	Romania	14.18	NC
14.18	CD	I-NP	O	)	Women	NC
Women	NNS	I-NP	O	14.18	's	C
's	POS	B-NP	O	Women	400	NC
400	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	400	hurdles	NC
hurdles	NNS	I-NP	O	metres	1.	NC
1.	CD	I-NP	O	hurdles	Deon	NC
Deon	NNP	I-NP	PER	1.	Hemmings	C
Hemmings	NNP	I-NP	PER	Deon	(	C
(	(	O	O	Hemmings	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	55.13	NC
55.13	CD	I-NP	O	)	seconds	NC
seconds	NNS	I-NP	O	55.13	2.	NC
2.	NNP	I-NP	O	seconds	Anne	NC
Anne	NNP	I-NP	PER	2.	Marken	C
Marken	NNP	I-NP	PER	Anne	(	C
(	(	O	O	Marken	Belgium	NC
Belgium	NNP	I-NP	LOC	(	)	C
)	)	O	O	Belgium	55.90	NC
55.90	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	55.90	Susan	NC
Susan	NNP	I-NP	PER	3.	Smith	C
Smith	NNP	I-NP	PER	Susan	(	C
(	(	O	O	Smith	Ireland	NC
Ireland	NNP	I-NP	LOC	(	)	C
)	)	O	O	Ireland	56.00	NC
56.00	CD	I-NP	O	)	Women	NC
Women	NNS	I-NP	O	56.00	's	C
's	POS	B-NP	O	Women	javelin	NC
javelin	NN	I-NP	O	's	1.	NC
1.	CD	I-NP	O	javelin	Isel	NC
Isel	NNP	I-NP	PER	1.	Lopez	C
Lopez	NNP	I-NP	PER	Isel	(	C
(	(	O	O	Lopez	Cuba	NC
Cuba	NNP	I-NP	LOC	(	)	C
)	)	O	O	Cuba	61.36	NC
61.36	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	61.36	Louise	NC
Louise	NNP	I-NP	PER	2.	McPaul	C
McPaul	NNP	I-NP	PER	Louise	(	C
(	(	O	O	McPaul	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	60.66	NC
60.66	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	60.66	Silke	NC
Silke	NNP	I-NP	PER	3.	Renk	C
Renk	NNP	I-NP	PER	Silke	(	C
(	(	O	O	Renk	Germany	NC
Germany	NNP	I-NP	LOC	(	)	C
)	)	O	O	Germany	60.66	NC
60.66	CD	I-NP	O	)	Women	NC
Women	NNS	I-NP	O	60.66	's	C
's	POS	B-NP	O	Women	200	NC
200	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	200	1.	NC
1.	CD	I-NP	O	metres	Cathy	NC
Cathy	NNP	I-NP	PER	1.	Freeman	C
Freeman	NNP	I-NP	PER	Cathy	(	C
(	(	O	O	Freeman	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	22.53	NC
22.53	CD	I-NP	O	)	2.	NC
2.	CD	I-NP	O	22.53	Falilat	NC
Falilat	NNP	I-NP	PER	2.	Ogunkoya	C
Ogunkoya	NNP	I-NP	PER	Falilat	(	C
(	(	O	O	Ogunkoya	Nigeria	NC
Nigeria	NNP	I-NP	LOC	(	)	C
)	)	O	O	Nigeria	22.58	NC
22.58	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	22.58	Juliet	NC
Juliet	NNP	I-NP	PER	3.	Cuthbert	C
Cuthbert	NNP	I-NP	PER	Juliet	(	C
(	(	O	O	Cuthbert	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	22.77	NC
22.77	CD	I-NP	O	)	100	NC
100	CD	I-NP	O	22.77	metres	NC
metres	NNS	I-NP	O	100	hurdles	NC
hurdles	NNS	I-NP	O	metres	1.	NC
1.	CD	I-NP	O	hurdles	Dionne	NC
Dionne	NNP	I-NP	PER	1.	Rose	C
Rose	NNP	I-NP	PER	Dionne	(	C
(	(	O	O	Rose	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	12.83	NC
12.83	CD	I-NP	O	)	2.	NC
2.	CD	I-NP	O	12.83	Michelle	NC
Michelle	NNP	B-NP	PER	2.	Freeman	C
Freeman	NNP	I-NP	PER	Michelle	(	C
(	(	O	O	Freeman	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	12.91	NC
12.91	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	12.91	Gillian	NC
Gillian	NNP	I-NP	PER	3.	Russell	C
Russell	NNP	I-NP	PER	Gillian	(	C
(	(	O	O	Russell	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	12.95	NC
12.95	CD	I-NP	O	)	Women	NC
Women	NNS	I-NP	O	12.95	's	C
's	POS	B-NP	O	Women	800	NC
800	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	800	1.	NC
1.	CD	I-NP	O	metres	Charmaine	NC
Charmaine	NNP	I-NP	PER	1.	Crooks	C
Crooks	NNP	I-NP	PER	Charmaine	(	C
(	(	O	O	Crooks	Canada	NC
Canada	NNP	I-NP	LOC	(	)	C
)	)	O	O	Canada	two	NC
two	CD	I-NP	O	)	minutes	NC
minutes	NNS	I-NP	O	two	00.42	NC
00.42	CD	B-NP	O	minutes	seconds	NC
seconds	NNS	I-NP	O	00.42	2.	NC
2.	CD	I-NP	O	seconds	Inez	NC
Inez	NNP	I-NP	PER	2.	Turner	C
Turner	NNP	I-NP	PER	Inez	(	C
(	(	O	O	Turner	Jamaica	NC
Jamaica	NNP	I-NP	LOC	(	)	C
)	)	O	O	Jamaica	2:01.98	NC
2:01.98	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	2:01.98	Margaret	NC
Margaret	NNP	I-NP	PER	3.	Crowley	C
Crowley	NNP	I-NP	PER	Margaret	(	C
(	(	O	O	Crowley	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	2:02.40	NC
2:02.40	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	2:02.40	's	C
's	POS	B-NP	O	Men	pole	NC
pole	NN	I-NP	O	's	vault	NC
vault	NN	I-NP	O	pole	1.	NC
1.	CD	I-NP	O	vault	Trond	NC
Trond	NNP	I-NP	PER	1.	Bathel	C
Bathel	NNP	I-NP	PER	Trond	(	C
(	(	O	O	Bathel	Norway	NC
Norway	NNP	I-NP	LOC	(	)	C
)	)	O	O	Norway	5.60	NC
5.60	CD	I-NP	O	)	2.	NC
2.	CD	I-NP	O	5.60	Pat	NC
Pat	NNP	B-NP	PER	2.	Manson	C
Manson	NNP	I-NP	PER	Pat	(	C
(	(	O	O	Manson	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	5.60	NC
5.60	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	5.60	Tim	NC
Tim	NNP	I-NP	PER	3.	Lobinger	C
Lobinger	NNP	I-NP	PER	Tim	(	C
(	(	O	O	Lobinger	Germany	NC
Germany	NNP	I-NP	LOC	(	)	C
)	)	O	O	Germany	5.50	NC
5.50	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	5.50	's	C
's	POS	B-NP	O	Men	javelin	NC
javelin	NN	I-NP	O	's	1.	NC
1.	CD	I-NP	O	javelin	Tom	NC
Tom	NNP	I-NP	PER	1.	Pukstys	C
Pukstys	NNP	I-NP	PER	Tom	(	C
(	(	O	O	Pukstys	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	86.82	NC
86.82	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	86.82	Steve	NC
Steve	NNP	I-NP	PER	2.	Backley	C
Backley	NNP	I-NP	PER	Steve	(	C
(	(	O	O	Backley	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	82.20	NC
82.20	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	82.20	Nick	NC
Nick	NNP	I-NP	PER	3.	Nieland	C
Nieland	NNP	I-NP	PER	Nick	(	C
(	(	O	O	Nieland	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	81.12	NC
81.12	CD	I-NP	O	)	Women	NC
Women	NNS	I-NP	O	81.12	's	C
's	POS	B-NP	O	Women	400	NC
400	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	400	1.	NC
1.	CD	I-NP	O	metres	Marcel	NC
Marcel	NNP	I-NP	PER	1.	Malone	C
Malone	NNP	I-NP	PER	Marcel	(	C
(	(	O	O	Malone	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	51.50	NC
51.50	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	51.50	Kim	NC
Kim	NNP	I-NP	PER	2.	Graham	C
Graham	NNP	I-NP	PER	Kim	(	C
(	(	O	O	Graham	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	52.17	NC
52.17	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	52.17	Phylis	NC
Phylis	NNP	I-NP	PER	3.	Smith	C
Smith	NNP	I-NP	PER	Phylis	(	C
(	(	O	O	Smith	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	52.53	NC
52.53	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	52.53	's	C
's	POS	B-NP	O	Men	200	NC
200	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	200	1.	NC
1.	CD	I-NP	O	metres	Jeff	NC
Jeff	NNP	I-NP	PER	1.	Williams	C
Williams	NNP	I-NP	PER	Jeff	(	C
(	(	O	O	Williams	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	20.45	NC
20.45	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	20.45	Doug	NC
Doug	NNP	I-NP	PER	2.	Turner	C
Turner	NNP	I-NP	PER	Doug	(	C
(	(	O	O	Turner	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	20.48	NC
20.48	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	20.48	John	NC
John	NNP	I-NP	PER	3.	Regis	C
Regis	NNP	I-NP	PER	John	(	C
(	(	O	O	Regis	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	20.63	NC
20.63	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	20.63	's	C
's	POS	B-NP	O	Men	high	NC
high	JJ	I-NP	O	's	jump	NC
jump	NN	I-NP	O	high	1.	NC
1.	CD	I-NP	O	jump	Charles	NC
Charles	NNP	I-NP	PER	1.	Austin	C
Austin	NNP	I-NP	PER	Charles	(	C
(	(	O	O	Austin	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	2.30	NC
2.30	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	2.30	Tim	NC
Tim	NNP	I-NP	PER	2.	Forsyth	C
Forsyth	NNP	I-NP	PER	Tim	(	C
(	(	O	O	Forsyth	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	2.30	NC
2.30	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	2.30	Patrik	NC
Patrik	NNP	I-NP	PER	3.	Sjoberg	C
Sjoberg	NNP	I-NP	PER	Patrik	(	C
(	(	O	O	Sjoberg	Sweden	NC
Sweden	NNP	I-NP	LOC	(	)	C
)	)	O	O	Sweden	2.25	NC
2.25	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	2.25	's	C
's	POS	B-NP	O	Men	800	NC
800	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	800	1.	NC
1.	CD	I-NP	O	metres	Verbjorn	NC
Verbjorn	NNP	I-NP	PER	1.	Rodal	C
Rodal	NNP	I-NP	PER	Verbjorn	(	C
(	(	O	O	Rodal	Norway	NC
Norway	NNP	I-NP	LOC	(	)	C
)	)	O	O	Norway	1:44.93	NC
1:44.93	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	1:44.93	Benson	NC
Benson	NNP	I-NP	PER	2.	Koech	C
Koech	NNP	I-NP	PER	Benson	(	C
(	(	O	O	Koech	Kenya	NC
Kenya	NNP	I-NP	LOC	(	)	C
)	)	O	O	Kenya	1:45.96	NC
1:45.96	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	1:45.96	Vincent	NC
Vincent	NNP	I-NP	PER	3.	Malakwen	C
Malakwen	NNP	I-NP	PER	Vincent	(	C
(	(	O	O	Malakwen	Kenya	NC
Kenya	NNP	I-NP	LOC	(	)	C
)	)	O	O	Kenya	1:46.18	NC
1:46.18	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	1:46.18	's	C
's	POS	B-NP	O	Men	mile	NC
mile	NN	I-NP	O	's	1.	NC
1.	CD	I-NP	O	mile	William	NC
William	NNP	I-NP	PER	1.	Tanui	C
Tanui	NNP	I-NP	PER	William	(	C
(	(	O	O	Tanui	Kenya	NC
Kenya	NNP	I-NP	LOC	(	)	C
)	)	O	O	Kenya	3:54.57	NC
3:54.57	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	3:54.57	John	NC
John	NNP	I-NP	PER	2.	Mayock	C
Mayock	NNP	I-NP	PER	John	(	C
(	(	O	O	Mayock	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	3:54.60	NC
3:54.60	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	3:54.60	Tony	NC
Tony	NNP	I-NP	PER	3.	Whiteman	C
Whiteman	NNP	I-NP	PER	Tony	(	C
(	(	O	O	Whiteman	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	3:54.87	NC
3:54.87	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	3:54.87	's	C
's	POS	B-NP	O	Men	400	NC
400	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	400	1.	NC
1.	CD	I-NP	O	metres	Roger	NC
Roger	NNP	I-NP	PER	1.	Black	C
Black	NNP	I-NP	PER	Roger	(	C
(	(	O	O	Black	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	45.05	NC
45.05	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	45.05	Mark	NC
Mark	NNP	I-NP	PER	2.	Richardson	C
Richardson	NNP	I-NP	PER	Mark	(	C
(	(	O	O	Richardson	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	45.38	NC
45.38	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	45.38	Derek	NC
Derek	NNP	I-NP	PER	3.	Mills	C
Mills	NNP	I-NP	PER	Derek	(	C
(	(	O	O	Mills	U.S.	NC
U.S.	NNP	I-NP	LOC	(	)	C
)	)	O	O	U.S.	45.48	NC
45.48	CD	I-NP	O	)	Men	NC
Men	NN	I-NP	O	45.48	's	C
's	POS	B-NP	O	Men	100	NC
100	CD	I-NP	O	's	metres	NC
metres	NNS	I-NP	O	100	1.	NC
1.	CD	I-NP	O	metres	Osmond	NC
Osmond	NNP	I-NP	PER	1.	Ezinwa	C
Ezinwa	NNP	I-NP	PER	Osmond	(	C
(	(	O	O	Ezinwa	Nigeria	NC
Nigeria	NNP	I-NP	LOC	(	)	C
)	)	O	O	Nigeria	10.06	NC
10.06	CD	I-NP	O	)	2.	NC
2.	NNP	I-NP	O	10.06	Ian	NC
Ian	NNP	I-NP	PER	2.	Mackie	C
Mackie	NNP	I-NP	PER	Ian	(	C
(	(	O	O	Mackie	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	10.17	NC
10.17	CD	I-NP	O	)	3.	NC
3.	NNP	I-NP	O	10.17	Linford	NC
Linford	NNP	I-NP	PER	3.	Christie	C
Christie	NNP	I-NP	PER	Linford	(	C
(	(	O	O	Christie	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	10.19	NC
10.19	CD	I-NP	O	)	MOTOR	NC
MOTOR	NNP	I-NP	O	10.19	RACING	C
RACING	NNP	I-NP	O	MOTOR	-	C
-	:	O	O	RACING	BELGIAN	NC
BELGIAN	NNP	I-NP	MISC	-	GRAND	C
GRAND	NNP	I-NP	MISC	BELGIAN	PRIX	C
PRIX	NNP	I-NP	MISC	GRAND	RESULT	C
RESULT	NNP	I-NP	O	PRIX	.	C
.	.	O	O	RESULT	SPA-FRANCORCHAMPS	NC
SPA-FRANCORCHAMPS	JJ	I-ADJP	LOC	.	,	C
,	,	O	O	SPA-FRANCORCHAMPS	Belgium	NC
Belgium	NNP	I-NP	LOC	,	1996-08-25	C
1996-08-25	CD	I-NP	O	Belgium	Result	NC
Result	NN	I-NP	O	1996-08-25	of	C
of	IN	I-PP	O	Result	Sunday	NC
Sunday	NNP	I-NP	O	of	's	C
's	POS	B-NP	O	Sunday	Belgian	NC
Belgian	NNP	I-NP	MISC	's	Grand	C
Grand	NNP	I-NP	MISC	Belgian	Prix	C
Prix	NNP	I-NP	MISC	Grand	motor	C
motor	NN	I-NP	O	Prix	race	NC
race	NN	I-NP	O	motor	:	NC
:	:	O	O	race	1.	NC
1.	CD	I-NP	O	:	Michael	NC
Michael	NNP	I-NP	PER	1.	Schumacher	C
Schumacher	NNP	I-NP	PER	Michael	(	C
(	(	O	O	Schumacher	Germany	NC
Germany	NNP	I-NP	LOC	(	)	C
)	)	O	O	Germany	Ferrari	NC
Ferrari	NNP	I-NP	ORG	)	1	C
1	CD	I-NP	O	Ferrari	hour	NC
hour	NN	I-NP	O	1	28	NC
28	CD	B-NP	O	hour	minutes	NC
minutes	NNS	I-NP	O	28	15.125	NC
15.125	CD	I-NP	O	minutes	seconds	NC
seconds	NNS	I-NP	O	15.125	(	NC
(	(	O	O	seconds	average	NC
average	JJ	I-NP	O	(	speed	NC
speed	NN	I-NP	O	average	208.442	NC
208.442	CD	I-NP	O	speed	kph	NC
kph	NN	I-NP	O	208.442	)	NC
)	)	O	O	kph	2.	NC
2.	NNP	I-NP	O	)	Jacques	NC
Jacques	NNP	I-NP	PER	2.	Villeneuve	C
Villeneuve	NNP	I-NP	PER	Jacques	(	C
(	(	O	O	Villeneuve	Canada	NC
Canada	NNP	O	LOC	(	)	C
)	)	O	O	Canada	Williams	NC
Williams	NNP	I-NP	ORG	)	5.602	C
5.602	CD	B-NP	O	Williams	seconds	NC
seconds	NNS	I-NP	O	5.602	behind	NC
behind	IN	I-PP	O	seconds	3.	NC
3.	NNP	I-NP	O	behind	Mika	NC
Mika	NNP	I-NP	PER	3.	Hakkinen	C
Hakkinen	NNP	I-NP	PER	Mika	(	C
(	(	O	O	Hakkinen	Finland	NC
Finland	NNP	I-NP	LOC	(	)	C
)	)	O	O	Finland	McLaren	NC
McLaren	NNP	I-NP	ORG	)	15.710	C
15.710	CD	I-NP	O	McLaren	4.	NC
4.	CD	I-NP	O	15.710	Jean	NC
Jean	NNP	B-NP	PER	4.	Alesi	C
Alesi	NNP	I-NP	PER	Jean	(	C
(	(	O	O	Alesi	France	NC
France	NNP	I-NP	LOC	(	)	C
)	)	O	O	France	Benetton	NC
Benetton	NNP	I-NP	ORG	)	19.125	C
19.125	CD	I-NP	O	Benetton	5.	NC
5.	CD	I-NP	O	19.125	Damon	NC
Damon	NNP	B-NP	PER	5.	Hill	C
Hill	NNP	I-NP	PER	Damon	(	C
(	(	O	O	Hill	Britain	NC
Britain	NNP	O	LOC	(	)	C
)	)	O	O	Britain	Williams	NC
Williams	NNP	I-NP	PER	)	29.179	C
29.179	CD	I-NP	O	Williams	6.	NC
6.	NNP	I-NP	O	29.179	Gerhard	NC
Gerhard	NNP	I-NP	PER	6.	Berger	C
Berger	NNP	I-NP	PER	Gerhard	(	C
(	(	O	O	Berger	Austria	NC
Austria	NNP	I-NP	LOC	(	)	C
)	)	O	O	Austria	Benetton	NC
Benetton	NNP	I-NP	ORG	)	29.896	C
29.896	CD	I-NP	O	Benetton	7.	NC
7.	CD	I-NP	O	29.896	Mika	NC
Mika	NNP	I-NP	PER	7.	Salo	C
Salo	NNP	I-NP	PER	Mika	(	C
(	(	O	O	Salo	Finland	NC
Finland	NNP	I-NP	LOC	(	)	C
)	)	O	O	Finland	Tyrrell	NC
Tyrrell	NNP	I-NP	ORG	)	1:00.754	C
1:00.754	CD	B-NP	O	Tyrrell	8.	NC
8.	CD	I-NP	O	1:00.754	Ukyo	NC
Ukyo	NNP	I-NP	PER	8.	Katayama	C
Katayama	NNP	I-NP	PER	Ukyo	(	C
(	(	O	O	Katayama	Japan	NC
Japan	NNP	I-NP	LOC	(	)	C
)	)	O	O	Japan	Tyrrell	NC
Tyrrell	NNP	I-NP	ORG	)	1:40.227	C
1:40.227	CD	I-NP	O	Tyrrell	9.	NC
9.	CD	I-NP	O	1:40.227	Ricardo	NC
Ricardo	NNP	I-NP	PER	9.	Rosset	C
Rosset	NNP	I-NP	PER	Ricardo	(	C
(	(	O	O	Rosset	Brazil	NC
Brazil	NNP	I-NP	LOC	(	)	C
)	)	O	O	Brazil	Arrows	NC
Arrows	NNS	I-NP	ORG	)	one	C
one	CD	B-NP	O	Arrows	lap	NC
lap	NN	I-NP	O	one	10.	NC
10.	CD	I-NP	O	lap	Pedro	NC
Pedro	NNP	B-NP	PER	10.	Lamy	C
Lamy	NNP	I-NP	PER	Pedro	(	C
(	(	O	O	Lamy	Portugal	NC
Portugal	NNP	I-NP	LOC	(	)	C
)	)	O	O	Portugal	Minardi	NC
Minardi	NNP	I-NP	ORG	)	one	C
one	CD	B-NP	O	Minardi	lap	NC
lap	NN	I-NP	O	one	Did	NC
Did	VBD	O	O	lap	not	C
not	RB	O	O	Did	finish	NC
finish	VB	I-VP	O	not	:	NC
:	:	O	O	finish	11.	NC
11.	CD	I-NP	O	:	David	NC
David	NNP	I-NP	PER	11.	Coulthard	C
Coulthard	NNP	I-NP	PER	David	(	C
(	(	O	O	Coulthard	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	McLaren	NC
McLaren	NNP	I-NP	ORG	)	37	C
37	CD	I-NP	O	McLaren	laps	NC
laps	NNS	I-NP	O	37	completed	NC
completed	VBN	I-VP	O	laps	12.	NC
12.	CD	I-NP	O	completed	Martin	NC
Martin	NNP	I-NP	PER	12.	Brundle	C
Brundle	NNP	I-NP	PER	Martin	(	C
(	(	O	O	Brundle	Britain	NC
Britain	NNP	O	LOC	(	)	C
)	)	O	O	Britain	Jordan	NC
Jordan	NNP	I-NP	ORG	)	34	C
34	CD	I-NP	O	Jordan	13.	NC
13.	CD	I-NP	O	34	Eddie	NC
Eddie	NNP	I-NP	PER	13.	Irvine	C
Irvine	NNP	I-NP	PER	Eddie	(	C
(	(	O	O	Irvine	Britain	NC
Britain	NNP	I-NP	LOC	(	)	C
)	)	O	O	Britain	Ferrari	NC
Ferrari	NNP	I-NP	ORG	)	29	C
29	CD	I-NP	O	Ferrari	14.	NC
14.	CD	I-NP	O	29	Rubens	NC
Rubens	NNP	I-NP	PER	14.	Barrichello	C
Barrichello	NNP	I-NP	PER	Rubens	(	C
(	(	O	O	Barrichello	Brazil	NC
Brazil	NNP	O	LOC	(	)	C
)	)	O	O	Brazil	Jordan	NC
Jordan	NNP	I-NP	ORG	)	29	C
29	CD	I-NP	O	Jordan	15.	NC
15.	CD	I-NP	O	29	Pedro	NC
Pedro	NNP	B-NP	PER	15.	Diniz	C
Diniz	NNP	I-NP	PER	Pedro	(	C
