token	pos	chunk	NER	previous	following	capitals
he	PRP	I-NP	O	""""	told	NC
told	VBD	I-VP	O	he	reporters	NC
reporters	NNS	I-NP	O	told	.	NC
.	.	O	O	reporters	He	NC
He	PRP	I-NP	O	.	said	C
said	VBD	I-VP	O	He	Turkey	NC
Turkey	NNP	I-NP	LOC	said	considered	C
considered	VBD	I-VP	O	Turkey	Jordan	NC
Jordan	NNP	I-NP	LOC	considered	a	C
a	DT	B-NP	O	Jordan	suitable	NC
suitable	JJ	I-NP	O	a	country	NC
country	NN	I-NP	O	suitable	with	NC
with	IN	I-PP	O	country	which	NC
which	WDT	I-NP	O	with	to	NC
to	TO	I-VP	O	which	cooperate	NC
cooperate	VB	I-VP	O	to	on	NC
on	IN	I-PP	O	cooperate	Middle	NC
Middle	NNP	I-NP	LOC	on	East	C
East	NNP	I-NP	LOC	Middle	matters	C
matters	VBZ	I-VP	O	East	.	NC
.	.	O	O	matters	Bilateral	NC
Bilateral	JJ	I-NP	O	.	relations	C
relations	NNS	I-NP	O	Bilateral	and	NC
and	CC	O	O	relations	the	NC
the	DT	I-NP	O	and	Middle	NC
Middle	NNP	I-NP	LOC	the	East	C
East	NNP	I-NP	LOC	Middle	peace	C
peace	NN	I-NP	O	East	process	NC
process	NN	I-NP	O	peace	would	NC
would	MD	I-VP	O	process	be	NC
be	VB	I-VP	O	would	on	NC
on	IN	I-PP	O	be	the	NC
the	DT	I-NP	O	on	table	NC
table	NN	I-NP	O	the	during	NC
during	IN	I-PP	O	table	the	NC
the	DT	I-NP	O	during	visit	NC
visit	NN	I-NP	O	the	,	NC
,	,	O	O	visit	Akbel	NC
Akbel	NNP	I-NP	PER	,	said	C
said	VBD	I-VP	O	Akbel	.	NC
.	.	O	O	said	Turkish	NC
Turkish	JJ	I-NP	MISC	.	Prime	C
Prime	NNP	I-NP	O	Turkish	Minister	C
Minister	NNP	I-NP	O	Prime	Necmettin	C
Necmettin	NNP	I-NP	PER	Minister	Erbakan	C
Erbakan	NNP	I-NP	PER	Necmettin	visited	C
visited	VBD	I-VP	O	Erbakan	mainly	NC
mainly	RB	I-ADVP	O	visited	Moslem	NC
Moslem	NNP	I-NP	MISC	mainly	countries	C
countries	NNS	I-NP	O	Moslem	,	NC
,	,	O	O	countries	including	NC
including	VBG	I-PP	O	,	Iran	NC
Iran	NNP	I-NP	LOC	including	,	C
,	,	O	O	Iran	during	NC
during	IN	I-PP	O	,	a	NC
a	DT	I-NP	O	during	10-day	NC
10-day	JJ	I-NP	O	a	tour	NC
tour	NN	I-NP	O	10-day	earlier	NC
earlier	RBR	I-ADVP	O	tour	in	NC
in	IN	I-PP	O	earlier	August	NC
August	NNP	I-NP	O	in	.	C
.	.	O	O	August	Italian	NC
Italian	JJ	I-NP	MISC	.	prime	C
prime	JJ	I-NP	O	Italian	minister	NC
minister	NN	I-NP	O	prime	to	NC
to	TO	I-VP	O	minister	visit	NC
visit	VB	I-VP	O	to	Turkey	NC
Turkey	NNP	I-NP	LOC	visit	.	C
.	.	O	O	Turkey	ANKARA	NC
ANKARA	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	ANKARA	Italian	NC
Italian	NNP	I-NP	MISC	1996-08-28	Prime	C
Prime	NNP	I-NP	O	Italian	Minister	C
Minister	NNP	I-NP	O	Prime	Romano	C
Romano	NNP	I-NP	PER	Minister	Prodi	C
Prodi	NNP	I-NP	PER	Romano	will	C
will	MD	I-VP	O	Prodi	pay	NC
pay	VB	I-VP	O	will	a	NC
a	DT	I-NP	O	pay	one-day	NC
one-day	JJ	I-NP	O	a	working	NC
working	VBG	I-NP	O	one-day	visit	NC
visit	NN	I-NP	O	working	to	NC
to	TO	I-PP	O	visit	Turkey	NC
Turkey	NNP	I-NP	LOC	to	on	C
on	IN	I-PP	O	Turkey	September	NC
September	NNP	I-NP	O	on	3	C
3	CD	I-NP	O	September	,	NC
,	,	O	O	3	the	NC
the	DT	I-NP	O	,	Turkish	NC
Turkish	JJ	I-NP	MISC	the	Foreign	C
Foreign	NNP	I-NP	ORG	Turkish	Ministry	C
Ministry	NNP	I-NP	ORG	Foreign	said	C
said	VBD	I-VP	O	Ministry	on	NC
on	IN	I-PP	O	said	Wednesday	NC
Wednesday	NNP	I-NP	O	on	.	C
.	.	O	O	Wednesday	""""	NC
""""	""""	O	O	.	Both	NC
Both	DT	I-NP	O	""""	countries	C
countries	NNS	I-NP	O	Both	'	NC
'	POS	B-NP	O	countries	governments	NC
governments	NNS	I-NP	O	'	were	NC
were	VBD	I-VP	O	governments	formed	NC
formed	VBN	I-VP	O	were	recently	NC
recently	RB	I-ADVP	O	formed	.	NC
.	.	O	O	recently	This	NC
This	DT	I-NP	O	.	visit	C
visit	NN	I-NP	O	This	will	NC
will	MD	I-VP	O	visit	create	NC
create	VB	I-VP	O	will	a	NC
a	DT	I-NP	O	create	direct	NC
direct	JJ	I-NP	O	a	contact	NC
contact	NN	I-NP	O	direct	opportunity	NC
opportunity	NN	I-NP	O	contact	for	NC
for	IN	I-PP	O	opportunity	the	NC
the	DT	I-NP	O	for	two	NC
two	CD	I-NP	O	the	parties	NC
parties	NNS	I-NP	O	two	to	NC
to	TO	I-VP	O	parties	express	NC
express	VB	I-VP	O	to	their	NC
their	PRP$	I-NP	O	express	views	NC
views	NNS	I-NP	O	their	,	NC
,	,	O	O	views	""""	NC
""""	""""	O	O	,	spokesman	NC
spokesman	NN	I-NP	O	""""	Omer	NC
Omer	NNP	I-NP	PER	spokesman	Akbel	C
Akbel	NNP	I-NP	PER	Omer	told	C
told	VBD	I-VP	O	Akbel	a	NC
a	DT	I-NP	O	told	news	NC
news	NN	I-NP	O	a	briefing	NC
briefing	NN	I-NP	O	news	.	NC
.	.	O	O	briefing	The	NC
The	DT	I-NP	O	.	Italian	C
Italian	JJ	I-NP	MISC	The	prime	C
prime	JJ	I-NP	O	Italian	minister	NC
minister	NN	I-NP	O	prime	,	NC
,	,	O	O	minister	in	NC
in	IN	I-PP	O	,	office	NC
office	NN	I-NP	O	in	since	NC
since	IN	I-PP	O	office	May	NC
May	NNP	I-NP	O	since	18	C
18	CD	I-NP	O	May	,	NC
,	,	O	O	18	will	NC
will	MD	I-VP	O	,	be	NC
be	VB	I-VP	O	will	the	NC
the	DT	I-NP	O	be	first	NC
first	JJ	I-NP	O	the	Western	NC
Western	JJ	I-NP	MISC	first	leader	C
leader	NN	I-NP	O	Western	to	NC
to	TO	I-VP	O	leader	meet	NC
meet	VB	I-VP	O	to	Islamist	NC
Islamist	NNP	I-NP	MISC	meet	Prime	C
Prime	NNP	I-NP	O	Islamist	Minister	C
Minister	NNP	I-NP	O	Prime	Necmettin	C
Necmettin	NNP	I-NP	PER	Minister	Erbakan	C
Erbakan	NNP	I-NP	PER	Necmettin	since	C
since	IN	I-SBAR	O	Erbakan	he	NC
he	PRP	I-NP	O	since	came	NC
came	VBD	I-VP	O	he	to	NC
to	TO	I-PP	O	came	power	NC
power	NN	I-NP	O	to	on	NC
on	IN	I-PP	O	power	June	NC
June	NNP	I-NP	O	on	28	C
28	CD	I-NP	O	June	.	NC
.	.	O	O	28	Prodi	NC
Prodi	NNP	I-NP	PER	.	will	C
will	MD	I-VP	O	Prodi	also	NC
also	RB	I-VP	O	will	meet	NC
meet	VB	I-VP	O	also	President	NC
President	NNP	I-NP	O	meet	Suleyman	C
Suleyman	NNP	I-NP	PER	President	Demirel	C
Demirel	NNP	I-NP	PER	Suleyman	and	C
and	CC	O	O	Demirel	Foreign	NC
Foreign	NNP	I-NP	O	and	Minister	C
Minister	NNP	I-NP	O	Foreign	Tansu	C
Tansu	NNP	I-NP	PER	Minister	Ciller	C
Ciller	NNP	I-NP	PER	Tansu	,	C
,	,	O	O	Ciller	Akbel	NC
Akbel	NNP	I-NP	PER	,	said	C
said	VBD	I-VP	O	Akbel	.	NC
.	.	O	O	said	Turkey	NC
Turkey	NNP	I-NP	LOC	.	says	C
says	VBZ	I-VP	O	Turkey	25	NC
25	CD	I-NP	O	says	Kurd	NC
Kurd	NNP	I-NP	MISC	25	rebels	C
rebels	NNS	I-NP	O	Kurd	killed	NC
killed	VBN	I-VP	O	rebels	in	NC
in	IN	I-PP	O	killed	clashes	NC
clashes	NNS	I-NP	O	in	.	NC
.	.	O	O	clashes	DIYARBAKIR	NC
DIYARBAKIR	NN	I-NP	LOC	.	,	C
,	,	O	O	DIYARBAKIR	Turkey	NC
Turkey	NNP	I-NP	LOC	,	1996-08-28	C
1996-08-28	CD	I-NP	O	Turkey	Turkish	NC
Turkish	JJ	I-NP	MISC	1996-08-28	troops	C
troops	NNS	I-NP	O	Turkish	killed	NC
killed	VBD	I-VP	O	troops	25	NC
25	CD	I-NP	O	killed	Kurdish	NC
Kurdish	JJ	I-NP	MISC	25	rebels	C
rebels	NNS	I-NP	O	Kurdish	in	NC
in	IN	I-PP	O	rebels	recent	NC
recent	JJ	I-NP	O	in	clashes	NC
clashes	NNS	I-NP	O	recent	in	NC
in	IN	I-PP	O	clashes	the	NC
the	DT	I-NP	O	in	east	NC
east	JJ	I-NP	O	the	of	NC
of	IN	I-PP	O	east	the	NC
the	DT	I-NP	O	of	country	NC
country	NN	I-NP	O	the	,	NC
,	,	O	O	country	security	NC
security	NN	I-NP	O	,	officials	NC
officials	NNS	I-NP	O	security	said	NC
said	VBD	I-VP	O	officials	on	NC
on	IN	I-PP	O	said	Wednesday	NC
Wednesday	NNP	I-NP	O	on	.	C
.	.	O	O	Wednesday	The	NC
The	DT	I-NP	O	.	emergency	C
emergency	NN	I-NP	O	The	rule	NC
rule	NN	I-NP	O	emergency	governor	NC
governor	NN	I-NP	O	rule	's	NC
's	POS	B-NP	O	governor	office	NC
office	NN	I-NP	O	's	said	NC
said	VBD	I-VP	O	office	in	NC
in	IN	I-PP	O	said	a	NC
a	DT	I-NP	O	in	statement	NC
statement	NN	I-NP	O	a	that	NC
that	IN	I-SBAR	O	statement	10	NC
10	CD	I-NP	O	that	rebels	NC
rebels	NNS	I-NP	O	10	from	NC
from	IN	I-PP	O	rebels	the	NC
the	DT	I-NP	O	from	Kurdistan	NC
Kurdistan	NNP	I-NP	ORG	the	Workers	C
Workers	NNPS	I-NP	ORG	Kurdistan	Party	C
Party	NNP	I-NP	ORG	Workers	(	C
(	(	O	O	Party	PKK	NC
PKK	NNP	I-NP	ORG	(	)	C
)	)	O	O	PKK	were	NC
were	VBD	I-VP	O	)	killed	NC
killed	VBN	I-VP	O	were	in	NC
in	IN	I-PP	O	killed	fighting	NC
fighting	VBG	I-VP	O	in	in	NC
in	IN	I-PP	O	fighting	Tunceli	NC
Tunceli	NNP	I-NP	LOC	in	province	C
province	NN	I-NP	O	Tunceli	.	NC
.	.	O	O	province	Soldiers	NC
Soldiers	NNS	I-NP	O	.	killed	C
killed	VBD	I-VP	O	Soldiers	nine	NC
nine	CD	I-NP	O	killed	more	NC
more	JJR	I-NP	O	nine	PKK	NC
PKK	NNP	I-NP	ORG	more	guerrillas	C
guerrillas	NNS	I-NP	O	PKK	in	NC
in	IN	I-PP	O	guerrillas	Sirnak	NC
Sirnak	JJ	I-NP	LOC	in	province	C
province	NN	I-NP	O	Sirnak	and	NC
and	CC	O	O	province	six	NC
six	CD	I-NP	O	and	in	NC
in	IN	I-PP	O	six	Hakkari	NC
Hakkari	NNP	I-NP	LOC	in	.	C
.	.	O	O	Hakkari	The	NC
The	DT	I-NP	O	.	statement	C
statement	NN	I-NP	O	The	did	NC
did	VBD	I-VP	O	statement	not	NC
not	RB	I-VP	O	did	report	NC
report	VB	I-VP	O	not	any	NC
any	DT	I-NP	O	report	military	NC
military	JJ	I-NP	O	any	casualties	NC
casualties	NNS	I-NP	O	military	and	NC
and	CC	O	O	casualties	did	NC
did	VBD	I-VP	O	and	not	NC
not	RB	I-VP	O	did	say	NC
say	VB	I-VP	O	not	exactly	NC
exactly	RB	I-NP	O	say	when	NC
when	WRB	I-ADVP	O	exactly	the	NC
the	DT	I-NP	O	when	clashes	NC
clashes	NNS	I-NP	O	the	took	NC
took	VBD	I-VP	O	clashes	place	NC
place	NN	I-NP	O	took	.	NC
.	.	O	O	place	Over	NC
Over	IN	I-NP	O	.	20,000	C
20,000	CD	I-NP	O	Over	people	NC
people	NNS	I-NP	O	20,000	have	NC
have	VBP	I-VP	O	people	been	NC
been	VBN	I-VP	O	have	killed	NC
killed	VBN	I-VP	O	been	in	NC
in	IN	I-PP	O	killed	the	NC
the	DT	I-NP	O	in	PKK	NC
PKK	NNP	I-NP	ORG	the	's	C
's	POS	B-NP	O	PKK	fight	NC
fight	NN	I-NP	O	's	for	NC
for	IN	I-PP	O	fight	independence	NC
independence	NN	I-NP	O	for	or	NC
or	CC	O	O	independence	autonomy	NC
autonomy	NN	I-NP	O	or	in	NC
in	IN	I-PP	O	autonomy	southeastern	NC
southeastern	JJ	I-NP	O	in	Turkey	NC
Turkey	NNP	I-NP	LOC	southeastern	.	C
.	.	O	O	Turkey	Israel	NC
Israel	NNP	I-NP	LOC	.	's	C
's	POS	B-NP	O	Israel	Levy	NC
Levy	NNP	I-NP	PER	's	to	C
to	TO	I-VP	O	Levy	meet	NC
meet	VB	I-VP	O	to	Mubarak	NC
Mubarak	NNP	I-NP	PER	meet	in	C
in	IN	I-PP	O	Mubarak	Egypt	NC
Egypt	NNP	I-NP	LOC	in	.	C
.	.	O	O	Egypt	JERUSALEM	NC
JERUSALEM	VBN	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	JERUSALEM	Israeli	NC
Israeli	NNP	I-NP	MISC	1996-08-28	Foreign	C
Foreign	NNP	I-NP	O	Israeli	Minister	C
Minister	NNP	I-NP	O	Foreign	David	C
David	NNP	I-NP	PER	Minister	Levy	C
Levy	NNP	I-NP	PER	David	will	C
will	MD	I-VP	O	Levy	visit	NC
visit	VB	I-VP	O	will	Egypt	NC
Egypt	NNP	I-NP	LOC	visit	this	C
this	DT	B-NP	O	Egypt	Sunday	NC
Sunday	NNP	I-NP	O	this	for	C
for	IN	I-PP	O	Sunday	talks	NC
talks	NNS	I-NP	O	for	with	NC
with	IN	I-PP	O	talks	President	NC
President	NNP	I-NP	O	with	Hosni	C
Hosni	NNP	I-NP	PER	President	Mubarak	C
Mubarak	NNP	I-NP	PER	Hosni	,	C
,	,	O	O	Mubarak	the	NC
the	DT	I-NP	O	,	Foreign	NC
Foreign	NNP	I-NP	ORG	the	Ministry	C
Ministry	NNP	I-NP	ORG	Foreign	said	C
said	VBD	I-VP	O	Ministry	on	NC
on	IN	I-PP	O	said	Wednesday	NC
Wednesday	NNP	I-NP	O	on	.	C
.	.	O	O	Wednesday	The	NC
The	DT	I-NP	O	.	trip	C
trip	NN	I-NP	O	The	will	NC
will	MD	I-VP	O	trip	be	NC
be	VB	I-VP	O	will	Levy	NC
Levy	NNP	I-NP	PER	be	's	C
's	POS	B-NP	O	Levy	first	NC
first	JJ	I-NP	O	's	to	NC
to	TO	I-VP	O	first	an	NC
an	DT	I-NP	O	to	Arab	NC
Arab	JJ	I-NP	MISC	an	state	C
state	NN	I-NP	O	Arab	as	NC
as	IN	I-PP	O	state	a	NC
a	DT	I-NP	O	as	minister	NC
minister	NN	I-NP	O	a	in	NC
in	IN	I-PP	O	minister	Prime	NC
Prime	NNP	I-NP	O	in	Minister	C
Minister	NNP	I-NP	O	Prime	Benjamin	C
Benjamin	NNP	I-NP	PER	Minister	Netanyahu	C
Netanyahu	NNP	I-NP	PER	Benjamin	's	C
's	POS	B-NP	O	Netanyahu	government	NC
government	NN	I-NP	O	's	.	NC
.	.	O	O	government	FSA	NC
FSA	NNP	I-NP	ORG	.	qualifies	C
qualifies	VBZ	I-VP	O	FSA	five	NC
five	CD	I-NP	O	qualifies	muni	NC
muni	NNS	I-NP	O	five	bond	NC
bond	NN	B-NP	O	muni	issues	NC
issues	NNS	I-NP	O	bond	for	NC
for	IN	I-PP	O	issues	insurance	NC
insurance	NN	I-NP	O	for	.	NC
.	.	O	O	insurance	NEW	NC
NEW	NNP	I-NP	LOC	.	YORK	C
YORK	NNP	I-NP	LOC	NEW	1996-08-28	C
1996-08-28	CD	I-NP	O	YORK	Financial	NC
Financial	NNP	I-NP	ORG	1996-08-28	Security	C
Security	NNP	I-NP	ORG	Financial	Assurance	C
Assurance	NNP	I-NP	ORG	Security	said	C
said	VBD	I-VP	O	Assurance	Wednesday	NC
Wednesday	NNP	I-NP	O	said	it	C
it	PRP	B-NP	O	Wednesday	qualified	NC
qualified	VBN	I-NP	O	it	for	NC
for	IN	I-PP	O	qualified	bond	NC
bond	NN	I-NP	O	for	insurance	NC
insurance	NN	I-NP	O	bond	the	NC
the	DT	B-NP	O	insurance	following	NC
following	VBG	I-NP	O	the	five	NC
five	CD	I-NP	O	following	municipal	NC
municipal	JJ	I-NP	O	five	issues	NC
issues	NNS	I-NP	O	municipal	scheduled	NC
scheduled	VBN	I-VP	O	issues	for	NC
for	IN	I-PP	O	scheduled	competitive	NC
competitive	JJ	I-NP	O	for	sale	NC
sale	NN	I-NP	O	competitive	today	NC
today	NN	B-NP	O	sale	:	NC
:	:	O	O	today	--	NC
--	:	I-NP	O	:	Paris	NC
Paris	NNP	I-NP	LOC	--	School	C
School	NNP	I-NP	O	Paris	District	C
District	NNP	I-NP	O	School	No	C
No	DT	I-NP	O	District	7	C
7	CD	I-NP	O	No	,	NC
,	,	O	O	7	Ark	NC
Ark	NNP	I-NP	LOC	,	.	C
.	.	O	O	Ark	,	NC
,	,	O	O	.	$	NC
$	$	I-NP	O	,	2.44	NC
2.44	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	2.44	refunding	NC
refunding	NN	I-NP	O	million	bonds	NC
bonds	NNS	I-NP	O	refunding	.	NC
.	.	O	O	bonds	--	NC
--	:	I-NP	O	.	St	NC
St	NNP	I-NP	LOC	--	Ansgar	C
Ansgar	NNP	I-NP	LOC	St	Community	C
Community	NNP	I-NP	O	Ansgar	School	C
School	NNP	I-NP	O	Community	District	C
District	NNP	I-NP	O	School	,	C
,	,	O	O	District	Iowa	NC
Iowa	NNP	I-NP	LOC	,	,	C
,	,	O	O	Iowa	$	NC
$	$	I-NP	O	,	3.334	NC
3.334	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	3.334	general	NC
general	JJ	I-NP	O	million	obligation	NC
obligation	NN	I-NP	O	general	school	NC
school	NN	I-NP	O	obligation	bonds	NC
bonds	NNS	I-NP	O	school	.	NC
.	.	O	O	bonds	--	NC
--	:	I-NP	O	.	Avalon	NC
Avalon	NNP	I-NP	LOC	--	Borough	C
Borough	NNP	I-NP	LOC	Avalon	,	C
,	,	O	O	Borough	N.J.	NC
N.J.	NNP	I-NP	LOC	,	,	C
,	,	O	O	N.J.	$	NC
$	$	I-NP	O	,	11.4	NC
11.4	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	11.4	GOs	NC
GOs	NNPS	I-NP	O	million	.	C
.	.	O	O	GOs	--	NC
--	:	O	O	.	Seaford	NC
Seaford	NNP	I-NP	LOC	--	Union	C
Union	NNP	I-NP	LOC	Seaford	Free	C
Free	NNP	I-NP	O	Union	School	C
School	NNP	I-NP	O	Free	District	C
District	NNP	I-NP	O	School	,	C
,	,	O	O	District	N.Y.	NC
N.Y.	NNP	I-NP	LOC	,	,	C
,	,	O	O	N.Y.	$	NC
$	$	I-NP	O	,	5	NC
5	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	5	school	NC
school	NN	I-NP	O	million	bonds	NC
bonds	NNS	I-NP	O	school	.	NC
.	.	O	O	bonds	--	NC
--	:	I-NP	O	.	Akron	NC
Akron	NNP	I-NP	LOC	--	,	C
,	,	O	O	Akron	Ohio	NC
Ohio	NNP	I-NP	LOC	,	,	C
,	,	O	O	Ohio	$	NC
$	$	I-NP	O	,	6.31	NC
6.31	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	6.31	improvement	NC
improvement	NN	I-NP	O	million	bonds	NC
bonds	NNS	I-NP	O	improvement	.	NC
.	.	O	O	bonds	--	NC
--	:	O	O	.	U.S.	NC
U.S.	NNP	I-NP	ORG	--	Municipal	C
Municipal	NNP	I-NP	ORG	U.S.	Desk	C
Desk	NNP	I-NP	ORG	Municipal	,	C
,	,	O	O	Desk	212-859-1650	NC
212-859-1650	CD	I-NP	O	,	Colo	NC
Colo	NNP	I-NP	LOC	212-859-1650	.	C
.	.	O	LOC	Colo	taxable	NC
taxable	JJ	I-NP	O	.	health	NC
health	NN	I-NP	O	taxable	deal	NC
deal	NN	I-NP	O	health	rated	NC
rated	VBN	I-VP	O	deal	Aa2	NC
Aa2	NNP	I-NP	O	rated	/	C
/	SYM	O	O	Aa2	VMIG-1	NC
VMIG-1	NN	I-NP	O	/	-	C
-	:	O	O	VMIG-1	Moody	NC
Moody	NNP	I-NP	ORG	-	's	C
's	POS	I-NP	ORG	Moody	.	NC
.	.	O	O	's	NEW	NC
NEW	NNP	I-NP	LOC	.	YORK	C
YORK	NNP	I-NP	LOC	NEW	1996-08-28	C
1996-08-28	CD	I-NP	O	YORK	Moody	NC
Moody	NNP	I-NP	ORG	1996-08-28	's	C
's	POS	B-NP	ORG	Moody	Investors	NC
Investors	NNP	I-NP	ORG	's	Service	C
Service	NNP	I-NP	ORG	Investors	-	C
-	:	O	O	Service	Rating	NC
Rating	NNP	I-NP	O	-	Announcement	C
Announcement	NN	I-NP	O	Rating	As	C
As	IN	I-SBAR	O	Announcement	of	C
of	IN	I-PP	O	As	08/26/96	NC
08/26/96	CD	I-NP	O	of	.	NC
.	.	O	O	08/26/96	Issuer	NC
Issuer	NN	I-NP	O	.	:	C
:	:	O	O	Issuer	Colorado	NC
Colorado	NNP	I-NP	ORG	:	Health	C
Health	NNP	I-NP	ORG	Colorado	Fac	C
Fac	NNP	I-NP	ORG	Health	.	C
.	.	O	ORG	Fac	Auth	NC
Auth	UH	I-INTJ	ORG	.	.	C
.	.	O	ORG	Auth	National	NC
National	NNP	I-NP	ORG	.	Benevolent	C
Benevolent	NNP	I-NP	ORG	National	Assoc	C
Assoc	NNP	I-NP	ORG	Benevolent	.	C
.	.	O	ORG	Assoc	-	NC
-	:	O	O	.	Colorado	NC
Colorado	NNP	I-NP	ORG	-	Christian	C
Christian	NNP	I-NP	ORG	Colorado	Home	C
Home	NNP	I-NP	ORG	Christian	Proj	C
Proj	NNP	I-NP	O	Home	.	C
.	.	O	O	Proj	Series	NC
Series	NN	I-NP	O	.	1996	C
1996	CD	I-NP	O	Series	B	NC
B	NNP	I-NP	O	1996	Taxable	C
Taxable	NNP	I-NP	O	B	State	C
State	NN	I-NP	O	Taxable	:	C
:	:	O	O	State	CO	NC
CO	NNP	I-NP	LOC	:	Rating	C
Rating	NNP	I-NP	O	CO	:	C
:	:	O	O	Rating	Aa2	NC
Aa2	JJ	I-ADJP	O	:	/	C
/	SYM	O	O	Aa2	VMIG	NC
VMIG	NNP	I-NP	O	/	1	C
1	CD	I-NP	O	VMIG	Sale	NC
Sale	NNP	I-NP	O	1	Amount	C
Amount	NNP	I-NP	O	Sale	:	C
:	:	O	O	Amount	4,300,000	NC
4,300,000	CD	I-NP	O	:	Expected	NC
Expected	VBN	I-VP	O	4,300,000	Sale	C
Sale	NNP	I-NP	O	Expected	Date	C
Date	NNP	I-NP	O	Sale	:	C
:	:	O	O	Date	08/26/96	NC
08/26/96	CD	I-NP	O	:	Lamm	NC
Lamm	NN	I-NP	PER	08/26/96	will	C
will	NN	I-VP	O	Lamm	not	NC
not	RB	O	O	will	endorse	NC
endorse	VB	I-VP	O	not	Perot	NC
Perot	NNP	I-NP	PER	endorse	for	C
for	IN	I-PP	O	Perot	Reform	NC
Reform	NNP	I-NP	MISC	for	ticket-CNN	C
ticket-CNN	NN	I-NP	MISC	Reform	.	NC
.	.	O	O	ticket-CNN	WASHINGTON	NC
WASHINGTON	NNP	I-NP	LOC	.	1996-08-27	C
1996-08-27	CD	I-NP	O	WASHINGTON	Former	NC
Former	NNP	I-NP	O	1996-08-27	Colorado	C
Colorado	NNP	I-NP	LOC	Former	Democratic	C
Democratic	NNP	I-NP	MISC	Colorado	Gov	C
Gov	NNP	I-NP	O	Democratic	.	C
.	.	O	O	Gov	Richard	NC
Richard	NNP	I-NP	PER	.	Lamm	C
Lamm	NNP	I-NP	PER	Richard	has	C
has	VBZ	I-VP	O	Lamm	decided	NC
decided	VBN	I-VP	O	has	not	NC
not	RB	O	O	decided	to	NC
to	TO	I-VP	O	not	endorse	NC
endorse	VB	I-VP	O	to	Ross	NC
Ross	NNP	I-NP	PER	endorse	Perot	C
Perot	NNP	I-NP	PER	Ross	as	C
as	IN	I-PP	O	Perot	the	NC
the	DT	I-NP	O	as	presidential	NC
presidential	JJ	I-NP	O	the	candidate	NC
candidate	NN	I-NP	O	presidential	of	NC
of	IN	I-PP	O	candidate	the	NC
the	DT	I-NP	O	of	Reform	NC
Reform	NNP	I-NP	ORG	the	Party	C
Party	NNP	I-NP	ORG	Reform	,	C
,	,	O	O	Party	CNN	NC
CNN	NNP	I-NP	ORG	,	reported	C
reported	VBD	I-VP	O	CNN	late	NC
late	JJ	I-NP	O	reported	Tuesday	NC
Tuesday	NNP	I-NP	O	late	.	C
.	.	O	O	Tuesday	CNN	NC
CNN	NNP	I-NP	ORG	.	quoted	C
quoted	VBD	I-VP	O	CNN	aides	NC
aides	NNS	I-NP	O	quoted	and	NC
and	CC	O	O	aides	family	NC
family	NN	I-NP	O	and	members	NC
members	NNS	I-NP	O	family	as	NC
as	IN	I-PP	O	members	saying	NC
saying	VBG	I-VP	O	as	Lamm	NC
Lamm	NNP	I-NP	PER	saying	,	C
,	,	O	O	Lamm	who	NC
who	WP	I-NP	O	,	competed	NC
competed	VBD	I-VP	O	who	with	NC
with	IN	I-PP	O	competed	Perot	NC
Perot	NNS	I-NP	PER	with	to	C
to	TO	I-VP	O	Perot	head	NC
head	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	head	ticket	NC
ticket	NN	I-NP	O	the	for	NC
for	IN	I-PP	O	ticket	Perot	NC
Perot	NNP	I-NP	PER	for	's	C
's	POS	B-NP	O	Perot	party	NC
party	NN	I-NP	O	's	,	NC
,	,	O	O	party	had	NC
had	VBD	I-VP	O	,	told	NC
told	VBN	I-VP	O	had	them	NC
them	PRP	I-NP	O	told	he	NC
he	PRP	B-NP	O	them	would	NC
would	MD	I-VP	O	he	definitely	NC
definitely	RB	I-VP	O	would	not	NC
not	RB	I-VP	O	definitely	endorse	NC
endorse	VB	I-VP	O	not	Perot	NC
Perot	NN	I-NP	PER	endorse	,	C
,	,	O	O	Perot	but	NC
but	CC	O	O	,	they	NC
they	PRP	I-NP	O	but	did	NC
did	VBD	I-VP	O	they	not	NC
not	RB	I-VP	O	did	know	NC
know	VB	I-VP	O	not	whether	NC
whether	IN	I-SBAR	O	know	he	NC
he	PRP	I-NP	O	whether	would	NC
would	MD	I-VP	O	he	endorse	NC
endorse	VB	I-VP	O	would	another	NC
another	DT	I-NP	O	endorse	candidate	NC
candidate	NN	I-NP	O	another	.	NC
.	.	O	O	candidate	An	NC
An	DT	I-NP	O	.	announcement	C
announcement	NN	I-NP	O	An	was	NC
was	VBD	I-VP	O	announcement	planned	NC
planned	VBN	I-VP	O	was	in	NC
in	IN	I-PP	O	planned	Chicago	NC
Chicago	NNP	I-NP	LOC	in	Wednesday	C
Wednesday	NNP	I-NP	O	Chicago	.	C
.	.	O	O	Wednesday	Lamm	NC
Lamm	UH	I-INTJ	PER	.	,	C
,	,	O	O	Lamm	60	NC
60	CD	I-NP	O	,	,	NC
,	,	O	O	60	is	NC
is	VBZ	I-VP	O	,	a	NC
a	DT	I-NP	O	is	three-term	NC
three-term	JJ	I-NP	O	a	Colorado	NC
