token	pos	chunk	NER	previous	following	capitals
parliament	NN	I-NP	O	of	.	NC
.	.	O	O	parliament	Political	NC
Political	JJ	I-NP	O	.	infighting	C
infighting	NN	I-NP	O	Political	within	NC
within	IN	I-PP	O	infighting	Banharn	NC
Banharn	NNP	I-NP	PER	within	's	C
's	POS	B-NP	O	Banharn	Chart	NC
Chart	NNP	I-NP	ORG	's	Thai	C
Thai	NNP	I-NP	ORG	Chart	party	C
party	NN	I-NP	O	Thai	has	NC
has	VBZ	I-VP	O	party	raised	NC
raised	VBN	I-VP	O	has	doubts	NC
doubts	NNS	I-NP	O	raised	whether	NC
whether	IN	I-SBAR	O	doubts	he	NC
he	PRP	I-NP	O	whether	can	NC
can	MD	I-VP	O	he	hold	NC
hold	VB	I-VP	O	can	his	NC
his	PRP$	I-NP	O	hold	supporters	NC
supporters	NNS	I-NP	O	his	together	NC
together	RB	I-ADVP	O	supporters	and	NC
and	CC	O	O	together	defeat	NC
defeat	NN	I-NP	O	and	the	NC
the	DT	B-NP	O	defeat	opposition	NC
opposition	NN	I-NP	O	the	motion	NC
motion	NN	I-NP	O	opposition	,	NC
,	,	O	O	motion	political	NC
political	JJ	I-NP	O	,	analysts	NC
analysts	NNS	I-NP	O	political	said	NC
said	VBD	I-VP	O	analysts	.	NC
.	.	O	O	said	""""	NC
""""	""""	O	O	.	We	NC
We	PRP	I-NP	O	""""	are	C
are	VBP	I-VP	O	We	still	NC
still	RB	I-VP	O	are	waiting	NC
waiting	VBG	I-VP	O	still	to	NC
to	TO	I-VP	O	waiting	fix	NC
fix	VB	I-VP	O	to	a	NC
a	DT	I-NP	O	fix	date	NC
date	NN	I-NP	O	a	.	NC
.	.	O	O	date	September	NC
September	NNP	I-NP	O	.	18	C
18	CD	I-NP	O	September	is	NC
is	VBZ	I-VP	O	18	regarded	NC
regarded	VBN	I-VP	O	is	as	NC
as	RB	I-ADVP	O	regarded	tentative	NC
tentative	JJ	I-ADJP	O	as	because	NC
because	IN	I-SBAR	O	tentative	we	NC
we	PRP	I-NP	O	because	still	NC
still	RB	I-ADVP	O	we	have	NC
have	VBP	I-VP	O	still	not	NC
not	RB	I-VP	O	have	received	NC
received	VBN	I-VP	O	not	the	NC
the	DT	I-NP	O	received	order	NC
order	NN	I-NP	O	the	to	NC
to	TO	I-VP	O	order	fix	NC
fix	VB	I-VP	O	to	it	NC
it	PRP	I-NP	O	fix	on	NC
on	IN	I-PP	O	it	the	NC
the	DT	I-NP	O	on	agenda	NC
agenda	NN	I-NP	O	the	,	NC
,	,	O	O	agenda	""""	NC
""""	""""	O	O	,	said	NC
said	VBD	I-VP	O	""""	an	NC
an	DT	I-NP	O	said	official	NC
official	NN	I-NP	O	an	at	NC
at	IN	I-PP	O	official	parliament	NC
parliament	NN	I-NP	O	at	's	NC
's	POS	B-NP	O	parliament	agenda	NC
agenda	NN	I-NP	O	's	section	NC
section	NN	I-NP	O	agenda	.	NC
.	.	O	O	section	The	NC
The	DT	I-NP	O	.	last	C
last	JJ	I-NP	O	The	no-confidence	NC
no-confidence	NN	I-NP	O	last	debate	NC
debate	NN	I-NP	O	no-confidence	against	NC
against	IN	I-PP	O	debate	Banharn	NC
Banharn	NNP	I-NP	PER	against	's	C
's	POS	B-NP	O	Banharn	coalition	NC
coalition	NN	I-NP	O	's	in	NC
in	IN	I-PP	O	coalition	May	NC
May	NNP	I-NP	O	in	was	C
was	VBD	I-VP	O	May	won	NC
won	VBN	I-VP	O	was	by	NC
by	IN	I-PP	O	won	the	NC
the	DT	I-NP	O	by	government	NC
government	NN	I-NP	O	the	.	NC
.	.	O	O	government	Fontaine	NC
Fontaine	NNP	I-NP	ORG	.	-	C
-	:	O	O	Fontaine	6mth	NC
6mth	JJ	I-NP	O	-	parent	NC
parent	NN	I-NP	O	6mth	forecast	NC
forecast	NN	I-NP	O	parent	.	NC
.	.	O	O	forecast	TOKYO	NC
TOKYO	TO	I-VP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	TOKYO	Six	NC
Six	CD	I-NP	O	1996-08-26	months	C
months	NNS	I-NP	O	Six	to	NC
to	TO	I-PP	O	months	August	NC
August	NNP	I-NP	O	to	31	C
31	CD	I-NP	O	August	,	NC
,	,	I-NP	O	31	1996	NC
1996	CD	I-NP	O	,	(	NC
(	(	O	O	1996	in	NC
in	IN	I-PP	O	(	billions	NC
billions	NNS	I-NP	O	in	of	NC
of	IN	I-PP	O	billions	yen	NC
yen	NNS	I-NP	O	of	unless	NC
unless	IN	I-SBAR	O	yen	specified	NC
specified	VBN	I-VP	O	unless	)	NC
)	)	O	O	specified	LATEST	NC
LATEST	NNS	I-NP	O	)	PREVIOUS	C
PREVIOUS	NNS	I-NP	O	LATEST	ACTUAL	C
ACTUAL	NNS	I-NP	O	PREVIOUS	(	C
(	(	O	O	ACTUAL	Parent	NC
Parent	NNP	I-NP	O	(	)	C
)	)	O	O	Parent	FORECAST	NC
FORECAST	NNP	I-NP	O	)	FORECAST	C
FORECAST	NNP	I-NP	O	FORECAST	YEAR-AGO	C
YEAR-AGO	NNP	I-NP	O	FORECAST	Sales	C
Sales	NNS	I-NP	O	YEAR-AGO	3.30	C
3.30	CD	I-NP	O	Sales	3.17	NC
3.17	CD	I-NP	O	3.30	2.75	NC
2.75	CD	I-NP	O	3.17	Current	NC
Current	JJ	I-NP	O	2.75	400	C
400	CD	I-NP	O	Current	million	NC
million	CD	I-NP	O	400	260	NC
260	CD	I-NP	O	million	million	NC
million	CD	I-NP	O	260	231	NC
231	CD	I-NP	O	million	million	NC
million	CD	I-NP	O	231	Net	NC
Net	JJ	I-NP	O	million	170	C
170	CD	I-NP	O	Net	million	NC
million	CD	I-NP	O	170	170	NC
170	CD	I-NP	O	million	million	NC
million	CD	I-NP	O	170	142	NC
142	CD	I-NP	O	million	million	NC
million	CD	I-NP	O	142	NOTE	NC
NOTE	NN	I-NP	O	million	-	C
-	:	O	O	NOTE	Fontaine	NC
Fontaine	NNP	I-NP	ORG	-	Co	C
Co	NNP	I-NP	ORG	Fontaine	Ltd	C
Ltd	NNP	I-NP	ORG	Co	sells	C
sells	VBZ	I-VP	O	Ltd	women	NC
women	NNS	I-NP	O	sells	""""	NC
""""	""""	O	O	women	s	NC
s	VBZ	I-VP	O	""""	fashion	NC
fashion	NN	I-NP	O	s	wigs	NC
wigs	NNS	I-NP	O	fashion	.	NC
.	.	O	O	wigs	Manila	NC
Manila	NNP	I-NP	LOC	.	international	C
international	JJ	I-NP	O	Manila	coconut	NC
coconut	NN	I-NP	O	international	oil	NC
oil	NN	I-NP	O	coconut	prices	NC
prices	NNS	I-NP	O	oil	.	NC
.	.	O	O	prices	MANILA	NC
MANILA	NNP	I-NP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	MANILA	International	NC
International	NNP	I-NP	ORG	1996-08-26	Philippine	C
Philippine	NNP	I-NP	ORG	International	coconut	C
coconut	NN	I-NP	O	Philippine	oil	NC
oil	NN	I-NP	O	coconut	prices	NC
prices	NNS	I-NP	O	oil	as	NC
as	IN	I-SBAR	O	prices	reported	NC
reported	VBN	I-VP	O	as	by	NC
by	IN	I-PP	O	reported	the	NC
the	DT	I-NP	O	by	United	NC
United	NNP	I-NP	ORG	the	Coconut	C
Coconut	NNP	I-NP	ORG	United	Associations	C
Associations	NNP	I-NP	ORG	Coconut	of	C
of	IN	I-PP	ORG	Associations	the	NC
the	DT	I-NP	ORG	of	Philippines	NC
Philippines	NNPS	I-NP	ORG	the	(	C
(	(	O	O	Philippines	dollars	NC
dollars	NNS	I-NP	O	(	per	NC
per	IN	I-PP	O	dollars	tonne	NC
tonne	NN	I-NP	O	per	cif	NC
cif	NN	I-NP	O	tonne	Europe	NC
Europe	NNP	I-NP	LOC	cif	)	C
)	)	O	O	Europe	.	NC
.	.	O	O	)	Buyers	NC
Buyers	NNS	I-NP	O	.	Sellers	C
Sellers	VBZ	I-VP	O	Buyers	Last	C
Last	JJ	I-NP	O	Sellers	Prev	C
Prev	NNS	I-NP	O	Last	JulAug	C
JulAug	VBG	I-VP	O	Prev	775	C
775	CD	I-NP	O	JulAug	787.50	NC
787.50	CD	I-NP	O	775	unq	NC
unq	NN	I-NP	O	787.50	unq	NC
unq	JJ	I-ADJP	O	unq	AugSep	NC
AugSep	NN	I-NP	O	unq	752.50	C
752.50	RB	I-NP	O	AugSep	758.75	NC
758.75	CD	I-NP	O	752.50	unq	NC
unq	NN	I-NP	O	758.75	unq	NC
unq	JJ	I-ADJP	O	unq	SepOct	NC
SepOct	JJ	I-NP	O	unq	733.75	C
733.75	CD	I-NP	O	SepOct	743.50	NC
743.50	CD	I-NP	O	733.75	unq	NC
unq	NN	I-NP	O	743.50	unq	NC
unq	JJ	I-ADJP	O	unq	OctNov	NC
OctNov	JJ	I-NP	O	unq	unq	C
unq	FW	I-NP	O	OctNov	740	NC
740	CD	I-NP	O	unq	unq	NC
unq	NN	I-NP	O	740	unq	NC
unq	JJ	I-ADJP	O	unq	NovDec	NC
NovDec	NNP	I-NP	O	unq	unq	C
unq	FW	I-NP	O	NovDec	732.50	NC
732.50	CD	I-NP	O	unq	unq	NC
unq	NN	I-NP	O	732.50	unq	NC
unq	JJ	I-ADJP	O	unq	RESEARCH	NC
RESEARCH	NNP	I-NP	O	unq	ALERT	C
ALERT	NNP	I-NP	O	RESEARCH	-	C
-	:	O	O	ALERT	Aronkasei	NC
Aronkasei	JJ	I-NP	ORG	-	cut	C
cut	NN	I-NP	O	Aronkasei	.	NC
.	.	O	O	cut	TOKYO	NC
TOKYO	TO	I-VP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	TOKYO	Nomura	NC
Nomura	NNP	I-NP	ORG	1996-08-26	Research	C
Research	NNP	I-NP	ORG	Nomura	Institute	C
Institute	NNP	I-NP	ORG	Research	Ltd	C
Ltd	NNP	I-NP	ORG	Institute	downgraded	C
downgraded	VBD	I-VP	O	Ltd	Aronkasei	NC
Aronkasei	NNP	I-NP	ORG	downgraded	Co	C
Co	NNP	I-NP	ORG	Aronkasei	Ltd	C
Ltd	NNP	I-NP	ORG	Co	to	C
to	TO	I-PP	O	Ltd	a	NC
a	DT	I-NP	O	to	""""	NC
""""	""""	O	O	a	2	NC
2	CD	I-NP	O	""""	""""	NC
""""	""""	O	O	2	rating	NC
rating	NN	I-NP	O	""""	from	NC
from	IN	I-PP	O	rating	its	NC
its	PRP$	I-NP	O	from	previous	NC
previous	JJ	I-NP	O	its	""""	NC
""""	""""	O	O	previous	1	NC
1	CD	I-NP	O	""""	""""	NC
""""	""""	O	O	1	,	NC
,	,	O	O	""""	market	NC
market	NN	I-NP	O	,	sources	NC
sources	NNS	I-NP	O	market	said	NC
said	VBD	I-VP	O	sources	on	NC
on	IN	I-PP	O	said	Monday	NC
Monday	NNP	I-NP	O	on	.	C
.	.	O	O	Monday	In	NC
In	IN	I-PP	O	.	its	C
its	PRP$	I-NP	O	In	three-grade	NC
three-grade	JJ	I-NP	O	its	rating	NC
rating	NN	I-NP	O	three-grade	system	NC
system	NN	I-NP	O	rating	,	NC
,	,	O	O	system	the	NC
the	DT	I-NP	O	,	research	NC
research	NN	I-NP	O	the	institute	NC
institute	NN	I-NP	O	research	assigns	NC
assigns	VBZ	I-VP	O	institute	a	NC
a	DT	I-NP	O	assigns	""""	NC
""""	""""	O	O	a	2	NC
2	CD	I-NP	O	""""	""""	NC
""""	""""	O	O	2	rating	NC
rating	NN	I-NP	O	""""	to	NC
to	TO	I-PP	O	rating	issues	NC
issues	NNS	I-NP	O	to	whose	NC
whose	WP$	B-NP	O	issues	values	NC
values	NNS	I-NP	O	whose	it	NC
it	PRP	B-NP	O	values	sees	NC
sees	VBZ	I-VP	O	it	moving	NC
moving	VBG	I-VP	O	sees	within	NC
within	IN	I-PP	O	moving	10	NC
10	CD	I-NP	O	within	percentage	NC
percentage	NN	I-NP	O	10	points	NC
points	NNS	I-NP	O	percentage	in	NC
in	IN	I-PP	O	points	either	NC
either	DT	I-NP	O	in	direction	NC
direction	NN	I-NP	O	either	of	NC
of	IN	I-PP	O	direction	the	NC
the	DT	I-NP	O	of	key	NC
key	JJ	I-NP	O	the	225-share	NC
225-share	JJ	I-NP	O	key	Nikkei	NC
Nikkei	NNP	I-NP	MISC	225-share	average	C
average	JJ	I-NP	O	Nikkei	over	NC
over	IN	I-PP	O	average	the	NC
the	DT	I-NP	O	over	next	NC
next	JJ	I-NP	O	the	six	NC
six	CD	I-NP	O	next	months	NC
months	NNS	I-NP	O	six	.	NC
.	.	O	O	months	Nomura	NC
Nomura	NN	I-NP	ORG	.	officials	C
officials	NNS	I-NP	O	Nomura	were	NC
were	VBD	I-VP	O	officials	not	NC
not	RB	I-VP	O	were	immediately	NC
immediately	RB	I-VP	O	not	available	NC
available	JJ	I-ADJP	O	immediately	for	NC
for	IN	I-PP	O	available	comment	NC
comment	NN	I-NP	O	for	.	NC
.	.	O	O	comment	PRESS	NC
PRESS	NNS	I-NP	O	.	DIGEST	C
DIGEST	VB	I-VP	O	PRESS	-	C
-	:	O	O	DIGEST	Tunisia	NC
Tunisia	NNP	I-NP	LOC	-	-	C
-	:	O	O	Tunisia	Aug	NC
Aug	NNP	I-NP	O	-	26	C
26	CD	I-NP	O	Aug	.	NC
.	.	O	O	26	TUNIS	NC
TUNIS	NNS	I-NP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	TUNIS	These	NC
These	DT	I-NP	O	1996-08-26	are	C
are	VBP	I-VP	O	These	the	NC
the	DT	I-NP	O	are	leading	NC
leading	VBG	I-NP	O	the	stories	NC
stories	NNS	I-NP	O	leading	in	NC
in	IN	I-PP	O	stories	the	NC
the	DT	I-NP	O	in	Tunisian	NC
Tunisian	JJ	I-NP	MISC	the	press	C
press	NN	I-NP	O	Tunisian	on	NC
on	IN	I-PP	O	press	Monday	NC
Monday	NNP	I-NP	O	on	.	C
.	.	O	O	Monday	Reuters	NC
Reuters	NNP	I-NP	ORG	.	has	C
has	VBZ	I-VP	O	Reuters	not	NC
not	RB	I-VP	O	has	verified	NC
verified	VBN	I-VP	O	not	these	NC
these	DT	I-NP	O	verified	stories	NC
stories	NNS	I-NP	O	these	and	NC
and	CC	O	O	stories	does	NC
does	VBZ	I-VP	O	and	not	NC
not	RB	I-VP	O	does	vouch	NC
vouch	NN	I-NP	O	not	for	NC
for	IN	I-PP	O	vouch	their	NC
their	PRP$	I-NP	O	for	accuracy	NC
accuracy	NN	I-NP	O	their	.	NC
.	.	O	O	accuracy	LA	NC
LA	NNP	I-NP	ORG	.	PRESSE	C
PRESSE	NNP	I-NP	ORG	LA	-	C
-	:	O	O	PRESSE	English	NC
English	JJ	I-NP	MISC	-	langage	C
langage	NN	I-NP	O	English	to	NC
to	TO	I-VP	O	langage	be	NC
be	VB	I-VP	O	to	taught	NC
taught	VBN	I-VP	O	be	as	NC
as	IN	I-PP	O	taught	of	NC
of	IN	B-PP	O	as	the	NC
the	DT	I-NP	O	of	eighth	NC
eighth	JJ	I-NP	O	the	year	NC
year	NN	I-NP	O	eighth	of	NC
of	IN	I-PP	O	year	the	NC
the	DT	I-NP	O	of	primary	NC
primary	JJ	I-NP	O	the	school	NC
school	NN	I-NP	O	primary	instead	NC
instead	RB	I-CONJP	O	school	of	NC
of	IN	I-CONJP	O	instead	the	NC
the	DT	I-NP	O	of	third	NC
third	JJ	I-NP	O	the	year	NC
year	NN	I-NP	O	third	of	NC
of	IN	I-PP	O	year	the	NC
the	DT	I-NP	O	of	secondary	NC
secondary	JJ	I-NP	O	the	school	NC
school	NN	I-NP	O	secondary	.	NC
.	.	O	O	school	LE	NC
LE	JJ	I-NP	ORG	.	TEMPS	C
TEMPS	NNS	I-NP	ORG	LE	-	C
-	:	O	O	TEMPS	International	NC
International	NNP	I-NP	MISC	-	Fair	C
Fair	NNP	I-NP	MISC	International	opens	C
opens	VBZ	I-VP	O	Fair	in	NC
in	IN	I-PP	O	opens	the	NC
the	DT	I-NP	O	in	northern	NC
northern	JJ	I-NP	O	the	city	NC
city	NN	I-NP	O	northern	of	NC
of	IN	I-PP	O	city	Beja	NC
Beja	NNP	I-NP	LOC	of	with	C
with	IN	I-PP	O	Beja	the	NC
the	DT	I-NP	O	with	participation	NC
participation	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	participation	16	NC
16	CD	I-NP	O	of	foreign	NC
foreign	JJ	I-NP	O	16	countries	NC
countries	NNS	I-NP	O	foreign	.	NC
.	.	O	O	countries	U.N.	NC
U.N.	NNP	I-NP	ORG	.	official	C
official	NN	I-NP	O	U.N.	Ekeus	NC
Ekeus	JJ	I-NP	PER	official	heads	C
heads	NNS	I-NP	O	Ekeus	for	NC
for	IN	I-PP	O	heads	Baghdad	NC
Baghdad	NNP	I-NP	LOC	for	.	C
.	.	O	O	Baghdad	MANAMA	NC
MANAMA	NNP	I-NP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	MANAMA	Senior	NC
Senior	NNP	I-NP	O	1996-08-26	United	C
United	NNP	I-NP	ORG	Senior	Nations	C
Nations	NNPS	I-NP	ORG	United	arms	C
arms	NNS	I-NP	O	Nations	official	NC
official	NN	I-NP	O	arms	Rolf	NC
Rolf	NNP	I-NP	PER	official	Ekeus	C
Ekeus	NNP	I-NP	PER	Rolf	left	C
left	VBD	I-VP	O	Ekeus	Bahrain	NC
Bahrain	NNP	I-NP	LOC	left	for	C
for	IN	I-PP	O	Bahrain	Baghdad	NC
Baghdad	NNP	I-NP	LOC	for	on	C
on	IN	I-PP	O	Baghdad	Monday	NC
Monday	NNP	I-NP	O	on	for	C
for	IN	I-PP	O	Monday	talks	NC
talks	NNS	I-NP	O	for	with	NC
with	IN	I-PP	O	talks	Iraqi	NC
Iraqi	JJ	I-NP	MISC	with	officials	C
officials	NNS	I-NP	O	Iraqi	,	NC
,	,	O	O	officials	a	NC
a	DT	I-NP	O	,	U.N.	NC
U.N.	NNP	I-NP	ORG	a	spokesman	C
spokesman	NN	I-NP	O	U.N.	said	NC
said	VBD	I-VP	O	spokesman	.	NC
.	.	O	O	said	The	NC
The	DT	I-NP	O	.	spokesman	C
spokesman	NN	I-NP	O	The	said	NC
said	VBD	I-VP	O	spokesman	Ekeus	NC
Ekeus	NNP	I-NP	PER	said	,	C
,	,	O	O	Ekeus	chairman	NC
chairman	NN	I-NP	O	,	of	NC
of	IN	I-PP	O	chairman	the	NC
the	DT	I-NP	O	of	United	NC
United	NNP	I-NP	ORG	the	Nations	C
Nations	NNPS	I-NP	ORG	United	Special	C
Special	JJ	I-NP	ORG	Nations	Commission	C
Commission	NNP	I-NP	ORG	Special	(	C
(	(	O	O	Commission	UNSCOM	NC
UNSCOM	NNP	I-NP	ORG	(	)	C
)	)	O	O	UNSCOM	,	NC
,	,	O	O	)	would	NC
would	MD	I-VP	O	,	spend	NC
spend	VB	I-VP	O	would	two	NC
two	CD	I-NP	O	spend	or	NC
or	CC	I-NP	O	two	three	NC
three	CD	I-NP	O	or	days	NC
days	NNS	I-NP	O	three	in	NC
in	IN	I-PP	O	days	Iraq	NC
Iraq	NNP	I-NP	LOC	in	but	C
but	CC	O	O	Iraq	declined	NC
declined	VBD	I-VP	O	but	to	NC
to	TO	I-VP	O	declined	give	NC
give	VB	I-VP	O	to	further	NC
further	JJ	I-NP	O	give	details	NC
details	NNS	I-NP	O	further	.	NC
.	.	O	O	details	U.N.	NC
U.N.	NNP	I-NP	ORG	.	oficials	C
oficials	NNS	I-NP	O	U.N.	have	NC
have	VBP	I-VP	O	oficials	said	NC
said	VBD	I-VP	O	have	Ekeus	NC
Ekeus	NNP	I-NP	PER	said	would	C
would	MD	I-VP	O	Ekeus	hold	NC
hold	VB	I-VP	O	would	talks	NC
talks	NNS	I-NP	O	hold	with	NC
with	IN	I-PP	O	talks	Iraqi	NC
Iraqi	JJ	I-NP	MISC	with	Deputy	C
Deputy	NNP	I-NP	O	Iraqi	Prime	C
Prime	NNP	I-NP	O	Deputy	Minister	C
Minister	NNP	I-NP	O	Prime	Tareq	C
Tareq	NNPS	I-NP	PER	Minister	Aziz	C
Aziz	NNP	I-NP	PER	Tareq	and	C
and	CC	O	O	Aziz	other	NC
other	JJ	I-NP	O	and	officials	NC
officials	NNS	I-NP	O	other	as	NC
as	IN	I-PP	O	officials	part	NC
part	NN	I-NP	O	as	of	NC
of	IN	I-PP	O	part	an	NC
an	DT	I-NP	O	of	agreement	NC
agreement	NN	I-NP	O	an	Iraq	NC
Iraq	NNP	I-NP	LOC	agreement	reached	C
reached	VBD	I-VP	O	Iraq	with	NC
with	IN	I-PP	O	reached	the	NC
the	DT	I-NP	O	with	United	NC
United	NNP	I-NP	ORG	the	Nations	C
Nations	NNPS	I-NP	ORG	United	in	C
in	IN	I-PP	O	Nations	June	NC
June	NNP	I-NP	O	in	to	C
to	TO	I-VP	O	June	hold	NC
hold	VB	I-VP	O	to	higher	NC
higher	JJR	I-NP	O	hold	level	NC
level	NN	I-NP	O	higher	political	NC
political	JJ	I-NP	O	level	talks	NC
talks	NNS	I-NP	O	political	with	NC
with	IN	I-PP	O	talks	Ekeus	NC
Ekeus	NNP	I-NP	PER	with	.	C
.	.	O	O	Ekeus	The	NC
The	DT	I-NP	O	.	Security	C
Security	NNP	I-NP	ORG	The	Council	C
Council	NNP	I-NP	ORG	Security	on	C
on	IN	I-PP	O	Council	Friday	NC
Friday	NNP	I-NP	O	on	asked	C
asked	VBD	I-VP	O	Friday	Iraq	NC
Iraq	NNP	I-NP	LOC	asked	to	C
to	TO	I-VP	O	Iraq	stop	NC
stop	VB	I-VP	O	to	blocking	NC
blocking	VBG	I-VP	O	stop	arms	NC
arms	NNS	I-NP	O	blocking	inspectors	NC
inspectors	NNS	I-NP	O	arms	search	NC
search	NN	I-NP	O	inspectors	for	NC
for	IN	I-PP	O	search	concealed	NC
concealed	VBN	I-NP	O	for	weapons	NC
weapons	NNS	I-NP	O	concealed	or	NC
or	CC	I-NP	O	weapons	materials	NC
materials	NNS	I-NP	O	or	they	NC
they	PRP	B-NP	O	materials	believe	NC
believe	VBP	I-VP	O	they	were	NC
were	VBD	B-VP	O	believe	being	NC
being	VBG	I-VP	O	were	shuttled	NC
shuttled	VBD	I-VP	O	being	around	NC
around	RB	I-PP	O	shuttled	to	NC
to	TO	B-PP	O	around	avoid	NC
avoid	VB	I-VP	O	to	detection	NC
detection	NN	I-NP	O	avoid	.	NC
.	.	O	O	detection	Disarming	NC
Disarming	VBG	I-VP	O	.	Iraq	C
Iraq	NNP	I-NP	LOC	Disarming	of	C
of	IN	I-PP	O	Iraq	weapons	NC
weapons	NNS	I-NP	O	of	of	NC
of	IN	I-PP	O	weapons	mass	NC
mass	NN	I-NP	O	of	destruction	NC
destruction	NN	I-NP	O	mass	under	NC
under	IN	I-PP	O	destruction	1991	NC
1991	CD	I-NP	O	under	Gulf	NC
Gulf	NNP	I-NP	MISC	1991	War	C
War	NNP	I-NP	MISC	Gulf	ceasefire	C
ceasefire	NN	I-NP	O	War	terms	NC
terms	NNS	I-NP	O	ceasefire	is	NC
is	VBZ	I-VP	O	terms	a	NC
a	DT	I-NP	O	is	prerequisite	NC
prerequisite	NN	I-NP	O	a	before	NC
before	IN	I-PP	O	prerequisite	the	NC
the	DT	I-NP	O	before	lifting	NC
lifting	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	lifting	crippling	NC
crippling	JJ	I-NP	O	of	sanctions	NC
sanctions	NNS	I-NP	O	crippling	imposed	NC
imposed	VBN	I-VP	O	sanctions	on	NC
on	IN	I-PP	O	imposed	Iraq	NC
Iraq	NNP	I-NP	LOC	on	in	C
in	IN	I-PP	O	Iraq	1990	NC
1990	CD	I-NP	O	in	for	NC
for	IN	I-PP	O	1990	invading	NC
invading	VBG	I-VP	O	for	Kuwait	NC
Kuwait	NNP	I-NP	LOC	invading	.	C
.	.	O	O	Kuwait	PRESS	NC
PRESS	NNS	I-NP	O	.	DIGEST	C
DIGEST	NNP	I-NP	O	PRESS	-	C
-	:	O	O	DIGEST	Lebanon	NC
Lebanon	NNP	I-NP	LOC	-	-	C
-	:	O	O	Lebanon	Aug	NC
Aug	NNP	I-NP	O	-	26	C
26	CD	I-NP	O	Aug	.	NC
.	.	O	O	26	BEIRUT	NC
BEIRUT	IN	I-PP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	BEIRUT	These	NC
These	DT	I-NP	O	1996-08-26	are	C
are	VBP	I-VP	O	These	the	NC
the	DT	I-NP	O	are	leading	NC
leading	VBG	I-NP	O	the	stories	NC
stories	NNS	I-NP	O	leading	in	NC
in	IN	I-PP	O	stories	the	NC
the	DT	I-NP	O	in	Beirut	NC
Beirut	NNP	I-NP	LOC	the	press	C
press	NN	I-NP	O	Beirut	on	NC
on	IN	I-PP	O	press	Monday	NC
Monday	NNP	I-NP	O	on	.	C
.	.	O	O	Monday	Reuters	NC
Reuters	NNP	I-NP	ORG	.	has	C
has	VBZ	I-VP	O	Reuters	not	NC
not	RB	I-VP	O	has	verified	NC
verified	VBN	I-VP	O	not	these	NC
these	DT	I-NP	O	verified	stories	NC
stories	NNS	I-NP	O	these	and	NC
and	CC	O	O	stories	does	NC
does	VBZ	I-VP	O	and	not	NC
not	RB	I-VP	O	does	vouch	NC
vouch	NN	I-NP	O	not	for	NC
for	IN	I-PP	O	vouch	their	NC
their	PRP$	I-NP	O	for	accuracy	NC
accuracy	NN	I-NP	O	their	.	NC
.	.	O	O	accuracy	AN-NAHAR	NC
AN-NAHAR	NNP	I-NP	ORG	.	-	C
-	:	O	O	AN-NAHAR	The	NC
The	DT	I-NP	O	-	north	C
north	NN	I-NP	O	The	Lebanon	NC
Lebanon	NNP	I-NP	LOC	north	elections	C
elections	NNS	I-NP	O	Lebanon	...	NC
...	:	O	O	elections	Almost	NC
Almost	RB	I-NP	O	...	no	C
no	DT	I-NP	O	Almost	chance	NC
chance	NN	I-NP	O	no	at	NC
at	IN	I-ADVP	O	chance	all	NC
all	DT	I-ADVP	O	at	for	NC
for	IN	I-PP	O	all	any	NC
any	DT	I-NP	O	for	complete	NC
complete	JJ	I-NP	O	any	ticket	NC
ticket	NN	I-NP	O	complete	to	NC
to	TO	I-VP	O	ticket	win	NC
win	VB	I-VP	O	to	altogether	NC
altogether	RB	I-ADVP	O	win	and	NC
and	CC	O	O	altogether	the	NC
the	DT	I-NP	O	and	results	NC
results	NNS	I-NP	O	the	will	NC
will	MD	I-VP	O	results	weaken	NC
weaken	VB	I-VP	O	will	some	NC
some	DT	I-NP	O	weaken	leaders	NC
leaders	NNS	I-NP	O	some	.	NC
.	.	O	O	leaders	-	NC
-	:	O	O	.	The	NC
The	DT	I-NP	O	-	surprise	C
surprise	NN	I-NP	O	The	...	NC
...	:	O	O	surprise	Opposition	NC
Opposition	NN	I-NP	O	...	Boutros	C
Boutros	NNP	I-NP	PER	Opposition	Harb	C
Harb	NNP	I-NP	PER	Boutros	scoring	C
scoring	VBG	I-VP	O	Harb	high	NC
high	JJ	I-ADJP	O	scoring	in	NC
in	IN	I-PP	O	high	preliminary	NC
preliminary	JJ	I-NP	O	in	results	NC
results	NNS	I-NP	O	preliminary	and	NC
and	CC	O	O	results	former	NC
former	JJ	I-NP	O	and	prime	NC
prime	JJ	I-NP	O	former	minister	NC
minister	NN	I-NP	O	prime	Omar	NC
Omar	NNP	I-NP	PER	minister	Karame	C
Karame	NNP	I-NP	PER	Omar	moves	C
moves	VBZ	I-VP	O	Karame	backwards	NC
backwards	RB	I-ADVP	O	moves	.	NC
.	.	O	O	backwards	-	NC
-	:	O	O	.	Fears	NC
Fears	NNS	I-NP	O	-	of	C
of	IN	I-PP	O	Fears	an	NC
an	DT	I-NP	O	of	Israeli	NC
