token	pos	chunk	NER	previous	following	capitals
1	CD	I-NP	O	3	3	NC
3	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	3	3	NC
3	CD	I-NP	O	4	Schalke	NC
Schalke	FW	I-NP	ORG	3	04	C
04	CD	I-NP	ORG	Schalke	4	NC
4	CD	I-NP	O	04	0	NC
0	CD	I-NP	O	4	3	NC
3	CD	I-NP	O	0	1	NC
1	CD	I-NP	O	3	5	NC
5	CD	I-NP	O	1	9	NC
9	CD	I-NP	O	5	3	NC
3	CD	I-NP	O	9	Freiburg	NC
Freiburg	VBG	I-VP	ORG	3	4	C
4	CD	I-NP	O	Freiburg	1	NC
1	CD	I-NP	O	4	0	NC
0	CD	I-NP	O	1	3	NC
3	CD	I-NP	O	0	6	NC
6	CD	I-NP	O	3	13	NC
13	CD	I-NP	O	6	3	NC
3	CD	I-NP	O	13	Borussia	NC
Borussia	NNP	I-NP	ORG	3	Moenchengladbach	C
Moenchengladbach	NNP	I-NP	ORG	Borussia	4	C
4	CD	I-NP	O	Moenchengladbach	0	NC
0	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	2	4	NC
4	CD	I-NP	O	1	2	NC
2	CD	I-NP	O	4	Duisburg	NC
Duisburg	VBG	I-VP	ORG	2	4	C
4	CD	I-NP	O	Duisburg	0	NC
0	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	0	3	NC
3	CD	I-NP	O	1	2	NC
2	CD	I-NP	O	3	9	NC
9	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	9	SOCCER	NC
SOCCER	NN	I-NP	O	1	-	C
-	:	O	O	SOCCER	FRENCH	NC
FRENCH	VB	I-VP	MISC	-	LEAGUE	C
LEAGUE	NNP	I-NP	O	FRENCH	SUMMARIES	C
SUMMARIES	NNP	I-NP	O	LEAGUE	.	C
.	.	O	O	SUMMARIES	PARIS	NC
PARIS	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	PARIS	Summaries	NC
Summaries	NNS	I-NP	O	1996-08-28	of	C
of	IN	I-PP	O	Summaries	French	NC
French	JJ	I-NP	MISC	of	first	C
first	JJ	I-NP	O	French	division	NC
division	NN	I-NP	O	first	matches	NC
matches	NNS	I-NP	O	division	on	NC
on	IN	I-PP	O	matches	Wednesday	NC
Wednesday	NNP	I-NP	O	on	:	C
:	:	O	O	Wednesday	Bastia	NC
Bastia	NNP	I-NP	ORG	:	0	C
0	CD	I-NP	O	Bastia	Lille	NC
Lille	NNP	I-NP	ORG	0	0	C
0	CD	I-NP	O	Lille	.	NC
.	.	O	O	0	0-0	NC
0-0	CD	I-NP	O	.	.	NC
.	.	O	O	0-0	5,000	NC
5,000	CD	I-NP	O	.	.	NC
.	.	O	O	5,000	Cannes	NC
Cannes	NNP	I-NP	ORG	.	0	C
0	CD	I-NP	O	Cannes	Monaco	NC
Monaco	NNP	I-NP	ORG	0	2	C
2	CD	I-NP	O	Monaco	(	NC
(	(	O	O	2	Henry	NC
Henry	NNP	I-NP	PER	(	26th	C
26th	JJ	I-NP	O	Henry	,	NC
,	,	I-NP	O	26th	71st	NC
71st	CD	I-NP	O	,	)	NC
)	)	O	O	71st	.	NC
.	.	O	O	)	0-1	NC
0-1	JJ	I-ADVP	O	.	.	NC
.	.	O	O	0-1	7,000	NC
7,000	CD	I-NP	O	.	.	NC
.	.	O	O	7,000	Le	NC
Le	FW	I-NP	ORG	.	Havre	C
Havre	NNP	I-NP	ORG	Le	1	C
1	CD	I-NP	O	Havre	(	NC
(	(	O	O	1	Samson	NC
Samson	NNP	I-NP	PER	(	24th	C
24th	JJ	I-NP	O	Samson	)	NC
)	)	O	O	24th	Caen	NC
Caen	NNP	I-NP	ORG	)	1	C
1	CD	I-NP	O	Caen	(	NC
(	(	O	O	1	Etienne	NC
Etienne	NNP	I-NP	PER	(	Mendy	C
Mendy	NNP	I-NP	PER	Etienne	4th	C
4th	JJ	I-NP	O	Mendy	)	NC
)	)	O	O	4th	.	NC
.	.	O	O	)	1-1	NC
1-1	NNP	I-NP	O	.	.	NC
.	.	O	O	1-1	12,000	NC
12,000	CD	I-NP	O	.	.	NC
.	.	O	O	12,000	Lens	NC
Lens	NNP	I-NP	ORG	.	3	C
3	CD	I-NP	O	Lens	(	NC
(	(	O	O	3	Vairelles	NC
Vairelles	NNS	I-NP	PER	(	8th	C
8th	JJ	I-NP	O	Vairelles	,	NC
,	,	I-NP	O	8th	Foe	NC
Foe	JJ	I-NP	PER	,	85th	C
85th	CD	I-NP	O	Foe	,	NC
,	,	O	O	85th	Smicer	NC
Smicer	NNP	I-NP	PER	,	90th	C
90th	JJ	I-NP	O	Smicer	)	NC
)	)	O	O	90th	Montpellier	NC
Montpellier	NNP	I-NP	ORG	)	2	C
2	CD	I-NP	O	Montpellier	(	NC
(	(	O	O	2	Ferhaoui	NC
Ferhaoui	JJR	I-NP	PER	(	4th	C
4th	JJ	I-NP	O	Ferhaoui	,	NC
,	,	I-NP	O	4th	Lefevre	NC
Lefevre	NNP	I-NP	PER	,	13th	C
13th	JJ	I-NP	O	Lefevre	)	NC
)	)	O	O	13th	.	NC
.	.	O	O	)	1-2	NC
1-2	NN	I-NP	O	.	.	NC
.	.	O	O	1-2	30,000	NC
30,000	CD	I-NP	O	.	.	NC
.	.	O	O	30,000	Lyon	NC
Lyon	NNP	I-NP	ORG	.	2	C
2	CD	I-NP	O	Lyon	(	NC
(	(	O	O	2	Caveglia	NC
Caveglia	NNP	I-NP	PER	(	23rd	C
23rd	CD	I-NP	O	Caveglia	,	NC
,	,	O	O	23rd	Giuly	NC
Giuly	NNP	I-NP	PER	,	30th	C
30th	JJ	I-NP	O	Giuly	)	NC
)	)	O	O	30th	Nancy	NC
Nancy	NNP	I-NP	ORG	)	0	C
0	CD	I-NP	O	Nancy	.	NC
.	.	O	O	0	2-0	NC
2-0	CD	I-NP	O	.	.	NC
.	.	O	O	2-0	15,000	NC
15,000	CD	I-NP	O	.	.	NC
.	.	O	O	15,000	Metz	NC
Metz	NNS	I-NP	ORG	.	3	C
3	CD	B-NP	O	Metz	(	NC
(	(	O	O	3	Pires	NC
Pires	NNS	I-NP	PER	(	35th	C
35th	JJ	I-NP	O	Pires	,	NC
,	,	I-NP	O	35th	48th	NC
48th	CD	I-NP	O	,	,	NC
,	,	I-NP	O	48th	74th	NC
74th	CD	I-NP	O	,	)	NC
)	)	O	O	74th	Strasbourg	NC
Strasbourg	NNP	I-NP	ORG	)	1	C
1	CD	I-NP	O	Strasbourg	(	NC
(	(	O	O	1	Rodriguez	NC
Rodriguez	NNP	I-NP	PER	(	56th	C
56th	NNP	I-NP	O	Rodriguez	)	NC
)	)	O	O	56th	.	NC
.	.	O	O	)	1-0	NC
1-0	CD	I-NP	O	.	.	NC
.	.	O	O	1-0	14,000	NC
14,000	CD	I-NP	O	.	.	NC
.	.	O	O	14,000	Nice	NC
Nice	JJ	I-ADJP	ORG	.	1	C
1	CD	I-NP	O	Nice	(	NC
(	(	O	O	1	Chaouch	NC
Chaouch	NN	I-NP	PER	(	64th	C
64th	CD	I-NP	O	Chaouch	)	NC
)	)	O	O	64th	Guingamp	NC
Guingamp	NNP	I-NP	ORG	)	2	C
2	CD	I-NP	O	Guingamp	(	NC
(	(	O	O	2	Rouxel	NC
Rouxel	NNP	I-NP	PER	(	10th	C
10th	JJ	I-NP	O	Rouxel	,	NC
,	,	I-NP	O	10th	Baret	NC
Baret	NNP	I-NP	PER	,	89th	C
89th	JJ	I-NP	O	Baret	)	NC
)	)	O	O	89th	.	NC
.	.	O	O	)	0-1	NC
0-1	JJ	I-ADVP	O	.	.	NC
.	.	O	O	0-1	4,000	NC
4,000	CD	I-NP	O	.	.	NC
.	.	O	O	4,000	Paris	NC
Paris	NNP	I-NP	ORG	.	St	C
St	NNP	I-NP	ORG	Paris	Germain	C
Germain	NNP	I-NP	ORG	St	1	C
1	CD	I-NP	O	Germain	(	NC
(	(	O	O	1	Loko	NC
Loko	NNP	I-NP	PER	(	33rd	C
33rd	CD	I-NP	O	Loko	)	NC
)	)	O	O	33rd	Nantes	NC
Nantes	NNP	I-NP	ORG	)	0	C
0	CD	I-NP	O	Nantes	.	NC
.	.	O	O	0	1-0	NC
1-0	CD	I-NP	O	.	.	NC
.	.	O	O	1-0	30,000	NC
30,000	CD	I-NP	O	.	.	NC
.	.	O	O	30,000	Rennes	NC
Rennes	NNS	I-NP	ORG	.	1	C
1	CD	B-NP	O	Rennes	(	NC
(	(	O	O	1	Guivarch	NC
Guivarch	NNP	I-NP	PER	(	27th	C
27th	JJ	I-NP	O	Guivarch	)	NC
)	)	O	O	27th	Bordeaux	NC
Bordeaux	NNP	I-NP	ORG	)	1	C
1	CD	I-NP	O	Bordeaux	(	NC
(	(	O	O	1	Colleter	NC
Colleter	NNP	I-NP	PER	(	86th	C
86th	CD	I-NP	O	Colleter	)	NC
)	)	O	O	86th	.	NC
.	.	O	O	)	1-0	NC
1-0	CD	I-NP	O	.	.	NC
.	.	O	O	1-0	16,000	NC
16,000	CD	I-NP	O	.	.	NC
.	.	O	O	16,000	SOCCER	NC
SOCCER	NN	I-NP	O	.	-	C
-	:	O	O	SOCCER	FRENCH	NC
FRENCH	VB	I-VP	MISC	-	LEAGUE	C
LEAGUE	NNP	I-NP	O	FRENCH	STANDINGS	C
STANDINGS	NNP	I-NP	O	LEAGUE	.	C
.	.	O	O	STANDINGS	PARIS	NC
PARIS	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	PARIS	Standings	NC
Standings	NNS	I-NP	O	1996-08-28	in	C
in	IN	I-PP	O	Standings	the	NC
the	DT	I-NP	O	in	French	NC
French	JJ	I-NP	MISC	the	first	C
first	JJ	I-NP	O	French	division	NC
division	NN	I-NP	O	first	after	NC
after	IN	I-PP	O	division	Wednesday	NC
Wednesday	NNP	I-NP	O	after	's	C
's	POS	B-NP	O	Wednesday	matches	NC
matches	NNS	I-NP	O	's	(	NC
(	(	O	O	matches	tabulate	NC
tabulate	NN	I-NP	O	(	under	NC
under	IN	I-PP	O	tabulate	played	NC
played	JJ	I-NP	O	under	,	NC
,	,	O	O	played	won	NC
won	VBD	I-VP	O	,	,	NC
,	,	O	O	won	drawn	NC
drawn	VBN	I-VP	O	,	,	NC
,	,	O	O	drawn	lost	NC
lost	VBD	I-VP	O	,	,	NC
,	,	O	O	lost	goals	NC
goals	NNS	I-NP	O	,	for	NC
for	IN	I-PP	O	goals	,	NC
,	,	O	O	for	against	NC
against	RB	I-ADVP	O	,	,	NC
,	,	O	O	against	points	NC
points	VBZ	I-VP	O	,	)	NC
)	)	O	O	points	:	NC
:	:	O	O	)	Lens	NC
Lens	NNP	I-NP	ORG	:	4	C
4	CD	I-NP	O	Lens	4	NC
4	CD	I-NP	O	4	0	NC
0	CD	I-NP	O	4	0	NC
0	CD	I-NP	O	0	9	NC
9	CD	I-NP	O	0	3	NC
3	CD	I-NP	O	9	12	NC
12	CD	I-NP	O	3	Paris	NC
Paris	NNP	I-NP	ORG	12	Saint-Germain	C
Saint-Germain	NNP	I-NP	ORG	Paris	4	C
4	CD	I-NP	O	Saint-Germain	3	NC
3	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	3	0	NC
0	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	0	0	NC
0	CD	I-NP	O	4	10	NC
10	CD	I-NP	O	0	Bastia	NC
Bastia	NNP	I-NP	ORG	10	4	C
4	CD	I-NP	O	Bastia	2	NC
2	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	2	0	NC
0	CD	I-NP	O	2	4	NC
4	CD	I-NP	O	0	1	NC
1	CD	I-NP	O	4	8	NC
8	CD	I-NP	O	1	Auxerre	NC
Auxerre	NNP	I-NP	ORG	8	4	C
4	CD	I-NP	O	Auxerre	2	NC
2	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	2	0	NC
0	CD	I-NP	O	2	3	NC
3	CD	I-NP	O	0	0	NC
0	CD	I-NP	O	3	8	NC
8	CD	I-NP	O	0	Monaco	NC
Monaco	NNP	I-NP	ORG	8	4	C
4	CD	I-NP	O	Monaco	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	7	NC
7	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	7	7	NC
7	CD	I-NP	O	4	Lyon	NC
Lyon	NNP	I-NP	ORG	7	4	C
4	CD	I-NP	O	Lyon	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	6	NC
6	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	6	7	NC
7	CD	I-NP	O	4	Metz	NC
Metz	NNS	I-NP	ORG	7	4	C
4	CD	I-NP	O	Metz	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	6	NC
6	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	6	7	NC
7	CD	I-NP	O	4	Lille	NC
Lille	NNP	I-NP	ORG	7	4	C
4	CD	I-NP	O	Lille	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	1	3	NC
3	CD	I-NP	O	4	7	NC
7	CD	I-NP	O	3	Guingamp	NC
Guingamp	NN	I-NP	ORG	7	4	C
4	CD	I-NP	O	Guingamp	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	1	3	NC
3	CD	I-NP	O	4	7	NC
7	CD	I-NP	O	3	Cannes	NC
Cannes	NNP	I-NP	ORG	7	4	C
4	CD	I-NP	O	Cannes	2	NC
2	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	4	7	NC
7	CD	I-NP	O	4	Bordeaux	NC
Bordeaux	NNP	I-NP	ORG	7	4	C
4	CD	I-NP	O	Bordeaux	1	NC
1	CD	I-NP	O	4	3	NC
3	CD	I-NP	O	1	0	NC
0	CD	I-NP	O	3	3	NC
3	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	3	6	NC
6	CD	I-NP	O	2	Marseille	NC
Marseille	JJ	I-NP	ORG	6	4	C
4	CD	I-NP	O	Marseille	1	NC
1	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	1	1	NC
1	CD	I-NP	O	2	5	NC
5	CD	I-NP	O	1	4	NC
4	CD	I-NP	O	5	5	NC
5	CD	I-NP	O	4	Rennes	NC
Rennes	NNS	I-NP	ORG	5	4	C
4	CD	I-NP	O	Rennes	1	NC
1	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	1	2	NC
2	CD	I-NP	O	1	5	NC
5	CD	I-NP	O	2	7	NC
7	CD	I-NP	O	5	4	NC
4	CD	I-NP	O	7	Strasbourg	NC
Strasbourg	NNP	I-NP	ORG	4	4	C
4	CD	I-NP	O	Strasbourg	1	NC
1	CD	I-NP	O	4	0	NC
0	CD	I-NP	O	1	3	NC
3	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	3	7	NC
7	CD	I-NP	O	2	3	NC
3	CD	I-NP	O	7	Montpellier	NC
Montpellier	NNP	I-NP	ORG	3	4	C
4	CD	I-NP	O	Montpellier	0	NC
0	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	2	3	NC
3	CD	I-NP	O	2	5	NC
5	CD	I-NP	O	3	2	NC
2	CD	I-NP	O	5	Le	NC
Le	FW	I-NP	ORG	2	Havre	C
Havre	NNP	I-NP	ORG	Le	4	C
4	CD	I-NP	O	Havre	0	NC
0	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	2	2	NC
2	CD	I-NP	O	2	4	NC
4	CD	I-NP	O	2	2	NC
2	CD	I-NP	O	4	Caen	NC
Caen	NN	I-NP	ORG	2	4	C
4	CD	I-NP	O	Caen	0	NC
0	CD	I-NP	O	4	2	NC
2	CD	I-NP	O	0	2	NC
2	CD	I-NP	O	2	2	NC
2	CD	I-NP	O	2	6	NC
6	CD	I-NP	O	2	2	NC
2	CD	I-NP	O	6	Nice	NC
Nice	JJ	I-ADJP	ORG	2	4	C
4	CD	I-NP	O	Nice	0	NC
0	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	0	3	NC
3	CD	I-NP	O	1	3	NC
3	CD	I-NP	O	3	7	NC
7	CD	I-NP	O	3	1	NC
1	CD	I-NP	O	7	Nantes	NC
Nantes	NNS	I-NP	ORG	1	4	C
4	CD	I-NP	O	Nantes	0	NC
0	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	0	3	NC
3	CD	I-NP	O	1	2	NC
2	CD	I-NP	O	3	6	NC
6	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	6	Nancy	NC
Nancy	NNP	I-NP	ORG	1	4	C
4	CD	I-NP	O	Nancy	0	NC
0	CD	I-NP	O	4	1	NC
1	CD	I-NP	O	0	3	NC
3	CD	I-NP	O	1	2	NC
2	CD	I-NP	O	3	7	NC
7	CD	I-NP	O	2	1	NC
1	CD	I-NP	O	7	SOCCER	NC
SOCCER	NN	I-NP	O	1	-	C
-	:	O	O	SOCCER	FRENCH	NC
FRENCH	VB	I-VP	MISC	-	LEAGUE	C
LEAGUE	NNP	I-NP	O	FRENCH	RESULTS	C
RESULTS	NNS	I-NP	O	LEAGUE	.	C
.	.	O	O	RESULTS	PARIS	NC
PARIS	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	PARIS	French	NC
French	JJ	I-NP	MISC	1996-08-28	first	C
first	JJ	I-NP	O	French	division	NC
division	NN	I-NP	O	first	soccer	NC
soccer	NN	I-NP	O	division	matches	NC
matches	NNS	I-NP	O	soccer	on	NC
on	IN	I-PP	O	matches	Wednesday	NC
Wednesday	NNP	I-NP	O	on	:	C
:	:	O	O	Wednesday	Paris	NC
Paris	NNP	I-NP	ORG	:	SG	C
SG	NNP	I-NP	ORG	Paris	1	C
1	CD	I-NP	O	SG	Nantes	NC
Nantes	NNS	I-NP	ORG	1	0	C
0	CD	I-ADVP	O	Nantes	Lens	NC
Lens	NNP	I-NP	ORG	0	3	C
3	CD	I-NP	O	Lens	Montpellier	NC
Montpellier	NNP	I-NP	ORG	3	2	C
2	CD	I-NP	O	Montpellier	Bastia	NC
Bastia	NNP	I-NP	ORG	2	0	C
0	CD	I-NP	O	Bastia	Lille	NC
Lille	NNP	I-NP	ORG	0	0	C
0	CD	I-NP	O	Lille	Cannes	NC
Cannes	NNP	I-NP	ORG	0	0	C
0	CD	I-NP	O	Cannes	Monaco	NC
Monaco	NNP	I-NP	ORG	0	2	C
2	CD	I-NP	O	Monaco	Rennes	NC
Rennes	NNS	I-NP	ORG	2	1	C
1	CD	B-NP	O	Rennes	Bordeaux	NC
Bordeaux	NNP	I-NP	ORG	1	1	C
1	CD	I-NP	O	Bordeaux	Lyon	NC
Lyon	NNP	I-NP	ORG	1	2	C
2	CD	I-NP	O	Lyon	Nancy	NC
Nancy	NNP	I-NP	ORG	2	0	C
0	CD	I-NP	O	Nancy	Nice	NC
Nice	JJ	I-ADJP	ORG	0	1	C
1	CD	I-NP	O	Nice	Guingamp	NC
Guingamp	NNP	I-NP	ORG	1	2	C
2	CD	I-NP	O	Guingamp	Metz	NC
Metz	NNS	I-NP	ORG	2	3	C
3	CD	B-NP	O	Metz	Strasbourg	NC
Strasbourg	NNP	I-NP	ORG	3	1	C
1	CD	I-NP	O	Strasbourg	Le	NC
Le	FW	I-NP	ORG	1	Havre	C
Havre	NNP	I-NP	ORG	Le	1	C
1	CD	I-NP	O	Havre	Caen	NC
Caen	NNP	I-NP	ORG	1	1	C
1	CD	I-NP	O	Caen	Played	NC
Played	NNP	I-NP	O	1	Tuesday	C
Tuesday	NNP	I-NP	O	Played	:	C
:	:	O	O	Tuesday	Auxerre	NC
Auxerre	NNP	I-NP	ORG	:	0	C
0	CD	I-NP	O	Auxerre	Marseille	NC
Marseille	NNP	I-NP	ORG	0	0	C
0	CD	I-NP	O	Marseille	ATHLETICS	NC
ATHLETICS	NNP	I-NP	O	0	-	C
-	:	O	O	ATHLETICS	CHRISTIE	NC
CHRISTIE	NNP	I-NP	PER	-	AND	C
AND	CC	I-NP	O	CHRISTIE	JOHNSON	C
JOHNSON	NNP	I-NP	PER	AND	ASKED	C
ASKED	NNP	I-NP	O	JOHNSON	TO	C
TO	TO	I-VP	O	ASKED	JOIN	C
JOIN	VB	I-VP	O	TO	OWENS	C
OWENS	NNS	I-NP	PER	JOIN	'	C
'	POS	B-NP	O	OWENS	TRIBUTE	NC
TRIBUTE	NN	I-NP	O	'	.	C
.	.	O	O	TRIBUTE	Adrian	NC
Adrian	NNP	I-NP	PER	.	Warner	C
Warner	NNP	I-NP	PER	Adrian	BONN	C
BONN	NN	I-NP	LOC	Warner	1996-08-28	C
1996-08-28	CD	I-NP	O	BONN	Organisers	NC
Organisers	NNS	I-NP	O	1996-08-28	hope	C
hope	VBP	I-VP	O	Organisers	to	NC
to	TO	I-VP	O	hope	persuade	NC
persuade	VB	I-VP	O	to	Britain	NC
Britain	NNP	I-NP	LOC	persuade	's	C
's	POS	B-NP	O	Britain	former	NC
former	JJ	I-NP	O	's	Olympic	NC
Olympic	NNP	I-NP	MISC	former	100	C
100	CD	I-NP	O	Olympic	metres	NC
metres	NNS	I-NP	O	100	champion	NC
champion	VBP	I-VP	O	metres	Linford	NC
Linford	NNP	I-NP	PER	champion	Christie	C
Christie	NNP	I-NP	PER	Linford	to	C
to	TO	I-VP	O	Christie	join	NC
join	VB	I-VP	O	to	a	NC
a	DT	I-NP	O	join	""""	NC
""""	""""	O	O	a	Dream	NC
Dream	NN	I-NP	ORG	""""	Team	C
Team	NNP	I-NP	ORG	Dream	""""	C
""""	""""	O	O	Team	sprint	NC
sprint	JJ	I-NP	O	""""	relay	NC
relay	NN	I-NP	O	sprint	in	NC
in	IN	I-PP	O	relay	a	NC
a	DT	I-NP	O	in	special	NC
special	JJ	I-NP	O	a	tribute	NC
tribute	NN	I-NP	O	special	to	NC
to	TO	I-PP	O	tribute	Jesse	NC
Jesse	NNP	I-NP	PER	to	Owens	C
Owens	NNP	I-NP	PER	Jesse	at	C
at	IN	I-PP	O	Owens	Friday	NC
Friday	NNP	I-NP	O	at	's	C
's	POS	B-NP	O	Friday	Berlin	NC
Berlin	NNP	I-NP	LOC	's	grand	C
grand	JJ	I-NP	O	Berlin	prix	NC
prix	NN	I-NP	O	grand	.	NC
.	.	O	O	prix	Christie	NC
Christie	NN	I-NP	PER	.	,	C
,	,	O	O	Christie	who	NC
who	WP	I-NP	O	,	is	NC
is	VBZ	I-VP	O	who	retiring	NC
retiring	VBG	I-VP	O	is	from	NC
from	IN	I-PP	O	retiring	international	NC
international	JJ	I-NP	O	from	competition	NC
competition	NN	I-NP	O	international	at	NC
at	IN	I-PP	O	competition	the	NC
the	DT	I-NP	O	at	end	NC
end	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	end	the	NC
the	DT	I-NP	O	of	season	NC
season	NN	I-NP	O	the	,	NC
,	,	O	O	season	was	NC
was	VBD	I-VP	O	,	not	NC
not	RB	I-VP	O	was	due	NC
due	JJ	I-VP	O	not	to	NC
to	TO	I-VP	O	due	compete	NC
compete	VB	I-VP	O	to	in	NC
in	IN	I-PP	O	compete	the	NC
the	DT	I-NP	O	in	German	NC
German	JJ	I-NP	MISC	the	capital	C
capital	NN	I-NP	O	German	but	NC
but	CC	O	O	capital	Berlin	NC
Berlin	NNP	I-NP	LOC	but	promoter	C
promoter	NN	I-NP	O	Berlin	Rudi	NC
Rudi	NNP	I-NP	PER	promoter	Thiel	C
Thiel	NNP	I-NP	PER	Rudi	said	C
said	VBD	I-VP	O	Thiel	:	NC
:	:	O	O	said	""""	NC
""""	""""	O	O	:	We	NC
We	PRP	I-NP	O	""""	are	C
are	VBP	I-VP	O	We	still	NC
still	RB	I-VP	O	are	hopeful	NC
hopeful	JJ	I-ADJP	O	still	of	NC
of	IN	I-PP	O	hopeful	getting	NC
getting	VBG	I-VP	O	of	him	NC
him	PRP	I-NP	O	getting	to	NC
to	TO	I-VP	O	him	come	NC
come	VB	I-VP	O	to	.	NC
.	.	O	O	come	""""	NC
""""	""""	O	O	.	Thiel	NC
Thiel	NNP	I-NP	PER	""""	has	C
has	VBZ	I-VP	O	Thiel	managed	NC
managed	VBN	I-VP	O	has	to	NC
to	TO	I-VP	O	managed	get	NC
get	VB	I-VP	O	to	most	NC
most	JJS	I-NP	O	get	of	NC
of	IN	I-PP	O	most	the	NC
the	DT	I-NP	O	of	Olympic	NC
Olympic	JJ	I-NP	MISC	the	100	C
100	CD	I-NP	O	Olympic	metres	NC
metres	NNS	I-NP	O	100	champions	NC
champions	NNS	I-NP	O	metres	since	NC
since	IN	I-PP	O	champions	1948	NC
1948	CD	I-NP	O	since	to	NC
to	TO	I-VP	O	1948	attend	NC
attend	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	attend	meeting	NC
meeting	NN	I-NP	O	the	,	NC
,	,	O	O	meeting	which	NC
which	WDT	I-NP	O	,	is	NC
is	VBZ	I-VP	O	which	being	NC
being	VBG	I-VP	O	is	held	NC
held	VBN	I-VP	O	being	in	NC
in	IN	I-PP	O	held	the	NC
the	DT	I-NP	O	in	stadium	NC
stadium	NN	I-NP	O	the	where	NC
where	WRB	I-ADVP	O	stadium	Owens	NC
Owens	NNP	I-NP	PER	where	won	C
won	VBD	I-VP	O	Owens	four	NC
four	CD	I-NP	O	won	gold	NC
gold	NN	I-NP	O	four	medals	NC
medals	NNS	I-NP	O	gold	60	NC
60	CD	B-NP	O	medals	years	NC
years	NNS	I-NP	O	60	ago	NC
ago	IN	I-ADVP	O	years	at	NC
at	IN	I-PP	O	ago	the	NC
the	DT	I-NP	O	at	Berlin	NC
Berlin	NNP	I-NP	LOC	the	Olympics	C
Olympics	NNPS	I-NP	MISC	Berlin	.	C
.	.	O	O	Olympics	Canada	NC
Canada	NNP	I-NP	LOC	.	's	C
's	POS	B-NP	O	Canada	Donovan	NC
Donovan	NNP	I-NP	PER	's	Bailey	C
Bailey	NNP	I-NP	PER	Donovan	,	C
,	,	O	O	Bailey	the	NC
the	DT	I-NP	O	,	Olympic	NC
Olympic	JJ	I-NP	MISC	the	100	C
100	CD	I-NP	O	Olympic	metres	NC
metres	NNS	I-NP	O	100	champion	NC
champion	VBP	I-VP	O	metres	and	NC
and	CC	O	O	champion	world	NC
world	NN	I-NP	O	and	record	NC
record	NN	I-NP	O	world	holder	NC
holder	NN	I-NP	O	record	,	NC
,	,	O	O	holder	and	NC
and	CC	O	O	,	Namibian	NC
Namibian	JJ	I-NP	O	and	Frankie	C
Frankie	NNP	I-NP	PER	Namibian	Fredericks	C
Fredericks	NNP	I-NP	PER	Frankie	,	C
,	,	O	O	Fredericks	the	NC
the	DT	I-NP	O	,	silver	NC
silver	NN	I-NP	O	the	medallist	NC
medallist	NN	I-NP	O	silver	at	NC
at	IN	I-PP	O	medallist	the	NC
the	DT	I-NP	O	at	recent	NC
recent	JJ	I-NP	O	the	Atlanta	NC
Atlanta	NNP	I-NP	LOC	recent	Games	C
Games	NNPS	I-NP	MISC	Atlanta	,	C
,	,	O	O	Games	have	NC
have	VBP	I-VP	O	,	already	NC
already	RB	I-VP	O	have	agreed	NC
agreed	VBN	I-VP	O	already	to	NC
to	TO	I-VP	O	agreed	run	NC
run	VB	I-VP	O	to	in	NC
in	IN	I-PP	O	run	the	NC
