token	pos	chunk	NER	previous	following	capitals
which	WDT	I-NP	O	--	occurred	NC
occurred	VBD	I-VP	O	which	in	NC
in	IN	I-PP	O	occurred	the	NC
the	DT	I-NP	O	in	Mount	NC
Mount	NNP	I-NP	LOC	the	Lebanon	C
Lebanon	NNP	I-NP	LOC	Mount	elections	C
elections	NNS	I-NP	O	Lebanon	last	NC
last	JJ	B-NP	O	elections	Sunday	NC
Sunday	NNP	I-NP	O	last	.	C
.	.	O	O	Sunday	AD-DIYAR	NC
AD-DIYAR	NN	I-NP	ORG	.	-	C
-	:	O	O	AD-DIYAR	Financial	NC
Financial	NNP	I-NP	O	-	negotiations	C
negotiations	NNS	I-NP	O	Financial	between	NC
between	IN	I-PP	O	negotiations	Lebanon	NC
Lebanon	NNP	I-NP	LOC	between	and	C
and	CC	I-NP	O	Lebanon	Pakistan	NC
Pakistan	NNP	I-NP	LOC	and	.	C
.	.	O	O	Pakistan	-	NC
-	:	O	O	.	Hariri	NC
Hariri	NNP	I-NP	PER	-	to	C
to	TO	I-VP	O	Hariri	step	NC
step	VB	I-VP	O	to	into	NC
into	IN	I-PP	O	step	the	NC
the	DT	I-NP	O	into	election	NC
election	NN	I-NP	O	the	battle	NC
battle	NN	I-NP	O	election	with	NC
with	IN	I-PP	O	battle	an	NC
an	DT	I-NP	O	with	incomplete	NC
incomplete	JJ	I-NP	O	an	list	NC
list	NN	I-NP	O	incomplete	.	NC
.	.	O	O	list	NIDA'A	NC
NIDA'A	NNP	I-NP	ORG	.	AL-WATAN	C
AL-WATAN	JJ	I-NP	ORG	NIDA'A	-	C
-	:	O	O	AL-WATAN	Maronite	NC
Maronite	NNP	I-NP	ORG	-	Patriarch	C
Patriarch	NNP	I-NP	O	Maronite	Sfeir	C
Sfeir	NNP	I-NP	PER	Patriarch	expressed	C
expressed	VBD	I-VP	O	Sfeir	sorrow	NC
sorrow	NN	I-NP	O	expressed	over	NC
over	IN	I-PP	O	sorrow	the	NC
the	DT	I-NP	O	over	violations	NC
violations	NNS	I-NP	O	the	in	NC
in	IN	I-PP	O	violations	Sunday	NC
Sunday	NNP	I-NP	O	in	'	C
'	POS	B-NP	O	Sunday	elections	NC
elections	NNS	I-NP	O	'	.	NC
.	.	O	O	elections	CME	NC
CME	NNP	I-NP	ORG	.	live	C
live	VB	I-VP	O	CME	and	NC
and	CC	I-VP	O	live	feeder	NC
feeder	NN	I-NP	O	and	cattle	NC
cattle	NNS	I-NP	O	feeder	calls	NC
calls	VBZ	I-VP	O	cattle	range	NC
range	NN	I-NP	O	calls	mixed	NC
mixed	JJ	I-ADJP	O	range	.	NC
.	.	O	O	mixed	CHICAGO	NC
CHICAGO	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	CHICAGO	Early	NC
Early	RB	I-NP	O	1996-08-22	calls	C
calls	NNS	B-NP	O	Early	on	NC
on	IN	I-PP	O	calls	CME	NC
CME	NNP	I-NP	ORG	on	live	C
live	VB	I-VP	O	CME	and	NC
and	CC	I-VP	O	live	feeder	NC
feeder	JJR	I-NP	O	and	cattle	NC
cattle	NNS	I-NP	O	feeder	futures	NC
futures	NNS	I-NP	O	cattle	ranged	NC
ranged	VBD	I-VP	O	futures	from	NC
from	IN	I-PP	O	ranged	0.200	NC
0.200	CD	I-NP	O	from	cent	NC
cent	NN	I-NP	O	0.200	higher	NC
higher	RBR	I-ADVP	O	cent	to	NC
to	TO	I-PP	O	higher	0.100	NC
0.100	CD	I-NP	O	to	lower	NC
lower	JJR	I-ADVP	O	0.100	,	NC
,	,	O	O	lower	livestock	NC
livestock	NN	I-NP	O	,	analysts	NC
analysts	NNS	I-NP	O	livestock	said	NC
said	VBD	I-VP	O	analysts	.	NC
.	.	O	O	said	The	NC
The	DT	I-NP	O	.	continued	C
continued	VBN	I-NP	O	The	strong	NC
strong	JJ	I-NP	O	continued	tone	NC
tone	NN	I-NP	O	strong	to	NC
to	TO	I-PP	O	tone	cash	NC
cash	NN	I-NP	O	to	cattle	NC
cattle	NNS	I-NP	O	cash	and	NC
and	CC	I-NP	O	cattle	beef	NC
beef	NN	I-NP	O	and	markets	NC
markets	NNS	I-NP	O	beef	should	NC
should	MD	I-VP	O	markets	prompt	NC
prompt	VB	I-VP	O	should	further	NC
further	JJ	I-NP	O	prompt	support	NC
support	NN	I-NP	O	further	.	NC
.	.	O	O	support	Outlook	NC
Outlook	NN	I-INTJ	O	.	for	C
for	IN	I-PP	O	Outlook	a	NC
a	DT	I-NP	O	for	bullish	NC
bullish	JJ	I-NP	O	a	cattle-on-feed	NC
cattle-on-feed	JJ	I-NP	O	bullish	report	NC
report	NN	I-NP	O	cattle-on-feed	is	NC
is	VBZ	I-VP	O	report	also	NC
also	RB	I-VP	O	is	expected	NC
expected	VBN	I-VP	O	also	to	NC
to	TO	I-VP	O	expected	lend	NC
lend	VB	I-VP	O	to	support	NC
support	NN	I-NP	O	lend	and	NC
and	CC	O	O	support	prompt	NC
prompt	VB	I-VP	O	and	some	NC
some	DT	I-NP	O	prompt	bull	NC
bull	NN	I-NP	O	some	spreading	NC
spreading	VBG	I-VP	O	bull	,	NC
,	,	O	O	spreading	analysts	NC
analysts	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	analysts	.	NC
.	.	O	O	said	However	NC
However	RB	I-ADVP	O	.	,	C
,	,	O	O	However	trade	NC
trade	NN	I-NP	O	,	will	NC
will	MD	I-VP	O	trade	likely	NC
likely	RB	I-VP	O	will	be	NC
be	VB	I-VP	O	likely	light	NC
light	JJ	I-NP	O	be	and	NC
and	CC	I-NP	O	light	prices	NC
prices	NNS	I-NP	O	and	could	NC
could	MD	I-VP	O	prices	drift	NC
drift	VB	I-VP	O	could	on	NC
on	IN	I-PP	O	drift	evening	NC
evening	NN	I-NP	O	on	up	NC
up	IN	I-PP	O	evening	ahead	NC
ahead	RB	I-ADVP	O	up	of	NC
of	IN	I-PP	O	ahead	the	NC
the	DT	I-NP	O	of	report	NC
report	NN	I-NP	O	the	.	NC
.	.	O	O	report	Cash	NC
Cash	NN	I-NP	O	.	markets	C
markets	NNS	I-NP	O	Cash	are	NC
are	VBP	I-VP	O	markets	also	NC
also	RB	I-VP	O	are	expected	NC
expected	VBN	I-VP	O	also	to	NC
to	TO	I-VP	O	expected	be	NC
be	VB	I-VP	O	to	quiet	NC
quiet	JJ	I-NP	O	be	after	NC
after	IN	I-SBAR	O	quiet	the	NC
the	DT	I-NP	O	after	record	NC
record	NN	I-NP	O	the	amount	NC
amount	NN	I-NP	O	record	of	NC
of	IN	I-PP	O	amount	feedlot	NC
feedlot	NN	I-NP	O	of	cattle	NC
cattle	NNS	I-NP	O	feedlot	traded	NC
traded	VBN	I-VP	O	cattle	this	NC
this	DT	I-NP	O	traded	week	NC
week	NN	I-NP	O	this	,	NC
,	,	O	O	week	they	NC
they	PRP	I-NP	O	,	said	NC
said	VBD	I-VP	O	they	.	NC
.	.	O	O	said	Kindercare	NC
Kindercare	NNP	I-NP	O	.	says	C
says	VBZ	I-VP	O	Kindercare	debt	NC
debt	NN	I-NP	O	says	buy	NC
buy	VB	I-VP	O	debt	to	NC
to	TO	I-VP	O	buy	hit	NC
hit	VB	I-VP	O	to	Q1	NC
Q1	CD	I-NP	O	hit	results	C
results	NNS	I-NP	O	Q1	.	NC
.	.	O	O	results	MONTGOMERY	NC
MONTGOMERY	NNP	I-NP	LOC	.	,	C
,	,	O	O	MONTGOMERY	Ala	NC
Ala	NNP	I-NP	LOC	,	.	C
.	.	O	O	Ala	1996-08-22	NC
1996-08-22	CD	I-NP	O	.	KinderCare	NC
KinderCare	NNP	I-NP	ORG	1996-08-22	Learning	C
Learning	NNP	I-NP	ORG	KinderCare	Centers	C
Centers	NNPS	I-NP	ORG	Learning	Inc	C
Inc	NNP	I-NP	ORG	Centers	said	C
said	VBD	I-VP	O	Inc	on	NC
on	IN	I-PP	O	said	Thursday	NC
Thursday	NNP	I-NP	O	on	that	C
that	IN	I-SBAR	O	Thursday	a	NC
a	DT	I-NP	O	that	debt	NC
debt	NN	I-NP	O	a	buyback	NC
buyback	NN	I-NP	O	debt	would	NC
would	MD	I-VP	O	buyback	mean	NC
mean	VB	I-VP	O	would	an	NC
an	DT	I-NP	O	mean	extraordinary	NC
extraordinary	JJ	I-NP	O	an	loss	NC
loss	NN	I-NP	O	extraordinary	of	NC
of	IN	I-PP	O	loss	$	NC
$	$	I-NP	O	of	1.2	NC
1.2	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	1.2	in	NC
in	IN	I-PP	O	million	its	NC
its	PRP$	I-NP	O	in	fiscal	NC
fiscal	JJ	I-NP	O	its	1997	NC
1997	CD	I-NP	O	fiscal	first	NC
first	JJ	I-NP	O	1997	quarter	NC
quarter	NN	I-NP	O	first	.	NC
.	.	O	O	quarter	The	NC
The	DT	I-NP	O	.	company	C
company	NN	I-NP	O	The	said	NC
said	VBD	I-VP	O	company	that	NC
that	IN	I-SBAR	O	said	during	NC
during	IN	I-PP	O	that	the	NC
the	DT	I-NP	O	during	quarter	NC
quarter	NN	I-NP	O	the	,	NC
,	,	O	O	quarter	which	NC
which	WDT	I-NP	O	,	began	NC
began	VBD	I-VP	O	which	June	NC
June	NNP	I-NP	O	began	1	C
1	CD	I-NP	O	June	,	NC
,	,	O	O	1	it	NC
it	PRP	I-NP	O	,	bought	NC
bought	VBD	I-VP	O	it	$	NC
$	$	I-NP	O	bought	30	NC
30	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	30	par	NC
par	NN	I-NP	O	million	value	NC
value	NN	I-NP	O	par	of	NC
of	IN	I-PP	O	value	its	NC
its	PRP$	I-NP	O	of	outstanding	NC
outstanding	JJ	I-NP	O	its	10-3/8	NC
10-3/8	CD	I-NP	O	outstanding	percent	NC
percent	NN	I-NP	O	10-3/8	senior	NC
senior	JJ	I-NP	O	percent	notes	NC
notes	NNS	I-NP	O	senior	due	NC
due	JJ	I-ADJP	O	notes	2001	NC
2001	CD	I-NP	O	due	.	NC
.	.	O	O	2001	The	NC
The	DT	I-NP	O	.	notes	C
notes	NNS	I-NP	O	The	were	NC
were	VBD	I-VP	O	notes	bought	NC
bought	VBN	I-VP	O	were	for	NC
for	IN	I-PP	O	bought	$	NC
$	$	I-NP	O	for	31.5	NC
31.5	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	31.5	.	NC
.	.	O	O	million	Philip	NC
Philip	NNP	I-NP	PER	.	Maslowe	C
Maslowe	NNP	I-NP	PER	Philip	,	C
,	,	O	O	Maslowe	chief	NC
chief	JJ	I-NP	O	,	financial	NC
financial	JJ	I-NP	O	chief	officer	NC
officer	NN	I-NP	O	financial	of	NC
of	IN	I-PP	O	officer	the	NC
the	DT	I-NP	O	of	preschool	NC
preschool	JJ	I-NP	O	the	and	NC
and	CC	I-NP	O	preschool	child	NC
child	NN	I-NP	O	and	care	NC
care	NN	I-NP	O	child	company	NC
company	NN	I-NP	O	care	,	NC
,	,	O	O	company	said	NC
said	VBD	I-VP	O	,	the	NC
the	DT	I-NP	O	said	buyback	NC
buyback	JJ	I-NP	O	the	""""	NC
""""	""""	O	O	buyback	offered	NC
offered	VBN	I-VP	O	""""	an	NC
an	DT	I-NP	O	offered	opportunity	NC
opportunity	NN	I-NP	O	an	to	NC
to	TO	I-VP	O	opportunity	reduce	NC
reduce	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	reduce	company	NC
company	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	company	weighted	NC
weighted	JJ	I-NP	O	's	average	NC
average	JJ	I-NP	O	weighted	interest	NC
interest	NN	I-NP	O	average	costs	NC
costs	NNS	I-NP	O	interest	and	NC
and	CC	O	O	costs	improve	NC
improve	VB	I-VP	O	and	future	NC
future	JJ	I-NP	O	improve	cash	NC
cash	NN	I-NP	O	future	flows	NC
flows	NNS	I-NP	O	cash	and	NC
and	CC	I-NP	O	flows	earnings	NC
earnings	NNS	I-NP	O	and	.	NC
.	.	O	O	earnings	""""	NC
""""	""""	O	O	.	RESEARCH	NC
RESEARCH	NNP	I-NP	O	""""	ALERT	C
ALERT	NNP	I-NP	O	RESEARCH	-	C
-	:	O	O	ALERT	Lehman	NC
Lehman	NNP	I-NP	ORG	-	starts	C
starts	VBZ	I-VP	O	Lehman	SNET	NC
SNET	NNP	I-NP	ORG	starts	.	C
.	.	O	O	SNET	--	NC
--	:	I-NP	O	.	Lehman	NC
Lehman	NNP	I-NP	ORG	--	analyst	C
analyst	NN	I-NP	O	Lehman	Blake	NC
Blake	NNP	I-NP	PER	analyst	Bath	C
Bath	NNP	I-NP	PER	Blake	started	C
started	VBD	I-VP	O	Bath	Southern	NC
Southern	NNP	I-NP	ORG	started	New	C
New	NNP	I-NP	ORG	Southern	England	C
England	NNP	I-NP	ORG	New	Telecommunciations	C
Telecommunciations	NNP	I-NP	ORG	England	Corp	C
Corp	NNP	I-NP	ORG	Telecommunciations	with	C
with	IN	I-PP	O	Corp	an	NC
an	DT	I-NP	O	with	outperform	NC
outperform	VB	I-VP	O	an	rating	NC
rating	NN	I-NP	O	outperform	,	NC
,	,	O	O	rating	his	NC
his	PRP$	I-NP	O	,	office	NC
office	NN	I-NP	O	his	said	NC
said	VBD	I-VP	O	office	.	NC
.	.	O	O	said	--	NC
--	:	O	O	.	The	NC
The	DT	I-NP	O	--	analyst	C
analyst	NN	I-NP	O	The	set	NC
set	VBD	I-VP	O	analyst	a	NC
a	DT	I-NP	O	set	12-month	NC
12-month	JJ	I-NP	O	a	price	NC
price	NN	I-NP	O	12-month	target	NC
target	NN	I-NP	O	price	of	NC
of	IN	I-PP	O	target	$	NC
$	$	I-NP	O	of	45	NC
45	CD	I-NP	O	$	and	NC
and	CC	O	O	45	a	NC
a	DT	I-NP	O	and	fiscal	NC
fiscal	JJ	I-NP	O	a	1996	NC
1996	CD	I-NP	O	fiscal	year	NC
year	NN	I-NP	O	1996	earnings	NC
earnings	NNS	I-NP	O	year	estimate	NC
estimate	VBP	I-VP	O	earnings	of	NC
of	IN	I-PP	O	estimate	$	NC
$	$	I-NP	O	of	3.09	NC
3.09	CD	I-NP	O	$	per	NC
per	IN	I-PP	O	3.09	share	NC
share	NN	I-NP	O	per	,	NC
,	,	O	O	share	his	NC
his	PRP$	I-NP	O	,	office	NC
office	NN	I-NP	O	his	said	NC
said	VBD	I-VP	O	office	.	NC
.	.	O	O	said	--	NC
--	:	O	O	.	The	NC
The	DT	I-NP	O	--	analyst	C
analyst	NN	I-NP	O	The	also	NC
also	RB	I-ADVP	O	analyst	set	NC
set	VBN	I-VP	O	also	an	NC
an	DT	I-NP	O	set	earnings	NC
earnings	NNS	I-NP	O	an	estimate	NC
estimate	NN	I-NP	O	earnings	for	NC
for	IN	I-PP	O	estimate	the	NC
the	DT	I-NP	O	for	1997	NC
1997	CD	I-NP	O	the	year	NC
year	NN	I-NP	O	1997	,	NC
,	,	O	O	year	but	NC
but	CC	O	O	,	the	NC
the	DT	I-NP	O	but	figure	NC
figure	NN	I-NP	O	the	was	NC
was	VBD	I-VP	O	figure	not	NC
not	RB	I-VP	O	was	immediately	NC
immediately	RB	I-VP	O	not	available	NC
available	JJ	I-ADJP	O	immediately	.	NC
.	.	O	O	available	--	NC
--	:	O	O	.	Southern	NC
Southern	NNP	I-NP	ORG	--	New	C
New	NNP	I-NP	ORG	Southern	England	C
England	NNP	I-NP	ORG	New	closed	C
closed	VBD	I-VP	O	England	at	NC
at	IN	I-PP	O	closed	38-1/2	NC
38-1/2	CD	I-NP	O	at	Wednesday	NC
Wednesday	NNP	B-NP	O	38-1/2	.	C
.	.	O	O	Wednesday	--	NC
--	:	I-NP	O	.	E.	NC
E.	NNP	I-NP	PER	--	Auchard	C
Auchard	NNP	I-NP	PER	E.	,	C
,	,	O	O	Auchard	Wall	NC
Wall	NNP	I-NP	ORG	,	Street	C
Street	NNP	I-NP	ORG	Wall	bureau	C
bureau	NN	I-NP	ORG	Street	,	NC
,	,	O	O	bureau	212-859-1736	NC
212-859-1736	CD	I-NP	O	,	Gateway	NC
Gateway	NNP	I-NP	ORG	212-859-1736	Data	C
Data	NNPS	I-NP	ORG	Gateway	Sciences	C
Sciences	NNPS	I-NP	ORG	Data	Q2	C
Q2	NNP	I-NP	O	Sciences	net	C
net	JJ	I-NP	O	Q2	rises	NC
rises	NNS	I-NP	O	net	.	NC
.	.	O	O	rises	PHOENIX	NC
PHOENIX	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	PHOENIX	Summary	NC
Summary	NNP	I-NP	O	1996-08-22	of	C
of	IN	I-PP	O	Summary	Consolidated	NC
Consolidated	NNP	I-NP	ORG	of	Financial	C
Financial	NNP	I-NP	ORG	Consolidated	Data	C
Data	NNP	I-NP	ORG	Financial	(	C
(	(	O	O	Data	In	NC
In	IN	I-PP	O	(	Thousands	C
Thousands	NNS	I-NP	O	In	,	C
,	,	O	O	Thousands	except	NC
except	IN	I-PP	O	,	per	NC
per	IN	I-NP	O	except	share	NC
share	NN	I-NP	O	per	data	NC
data	NNS	I-NP	O	share	)	NC
)	)	O	O	data	Six	NC
Six	CD	I-NP	O	)	Months	C
Months	NNS	I-NP	O	Six	Ended	C
Ended	VBN	I-VP	O	Months	Quarter	C
Quarter	NNP	I-NP	O	Ended	Ended	C
Ended	NN	I-NP	O	Quarter	Jul	C
Jul	JJ	I-NP	O	Ended	31	C
31	CD	I-NP	O	Jul	,	NC
,	,	O	O	31	Jul	NC
Jul	NNP	I-NP	O	,	31	C
31	CD	I-NP	O	Jul	,	NC
,	,	O	O	31	Jul	NC
Jul	NNP	I-NP	O	,	31	C
31	CD	I-NP	O	Jul	,	NC
,	,	O	O	31	Jul	NC
Jul	NNP	I-NP	O	,	31	C
31	CD	I-NP	O	Jul	,	NC
,	,	O	O	31	1996	NC
1996	CD	I-NP	O	,	1995	NC
1995	CD	I-NP	O	1996	1996	NC
1996	CD	I-NP	O	1995	1995	NC
1995	CD	I-NP	O	1996	Income	NC
Income	NNP	I-NP	O	1995	Statement	C
Statement	NNP	I-NP	O	Income	Data	C
Data	NNPS	I-NP	O	Statement	:	C
:	:	O	O	Data	Total	NC
Total	JJ	I-NP	O	:	Revenue	C
Revenue	NN	I-NP	O	Total	$	C
$	$	I-NP	O	Revenue	10,756	NC
10,756	CD	I-NP	O	$	$	NC
$	$	I-NP	O	10,756	13,102	NC
13,102	CD	I-NP	O	$	$	NC
$	$	I-NP	O	13,102	7,961	NC
7,961	CD	I-NP	O	$	$	NC
$	$	I-NP	O	7,961	5,507	NC
5,507	CD	I-NP	O	$	Software	NC
Software	NNP	I-NP	O	5,507	Revenue	C
Revenue	NN	I-NP	O	Software	2,383	C
2,383	CD	I-NP	O	Revenue	1,558	NC
1,558	CD	I-NP	O	2,383	1,086	NC
1,086	CD	I-NP	O	1,558	1,074	NC
1,074	CD	I-NP	O	1,086	Services	NC
Services	NNPS	I-NP	O	1,074	Revenue	C
Revenue	NNP	I-NP	O	Services	1,154	C
1,154	CD	I-NP	O	Revenue	692	NC
692	CD	I-NP	O	1,154	624	NC
624	CD	I-NP	O	692	465	NC
465	CD	I-NP	O	624	Operating	NC
Operating	NN	I-NP	O	465	Income	C
Income	NN	I-NP	O	Operating	906	C
906	CD	I-NP	O	Income	962	NC
962	CD	I-NP	O	906	599	NC
599	CD	I-NP	O	962	515	NC
515	CD	I-NP	O	599	Net	NC
Net	JJ	I-NP	O	515	Income	C
Income	NNP	I-NP	O	Net	821	C
821	CD	I-NP	O	Income	512	NC
512	CD	I-NP	O	821	565	NC
565	CD	I-NP	O	512	301	NC
301	CD	I-NP	O	565	Earnings	NC
Earnings	NNS	I-NP	O	301	Per	C
Per	IN	I-NP	O	Earnings	Share	C
Share	NN	I-NP	O	Per	0.31	C
0.31	CD	I-NP	O	Share	0.34	NC
0.34	CD	I-NP	O	0.31	0.19	NC
0.19	CD	I-NP	O	0.34	0.20	NC
0.20	CD	I-NP	O	0.19	Jul	NC
Jul	JJ	I-NP	O	0.20	31	C
31	CD	I-NP	O	Jul	,	NC
,	,	I-NP	O	31	1996	NC
1996	CD	I-NP	O	,	Jan	NC
Jan	NNP	B-NP	O	1996	31	C
31	CD	I-NP	O	Jan	,	NC
,	,	I-NP	O	31	1996	NC
1996	CD	I-NP	O	,	Balance	NC
Balance	NNP	I-NP	O	1996	Sheet	C
Sheet	NNP	I-NP	O	Balance	Data	C
Data	NNPS	I-NP	O	Sheet	:	C
:	:	O	O	Data	Working	NC
Working	NNP	I-NP	O	:	Capital	C
Capital	NNP	I-NP	O	Working	$	C
$	$	B-NP	O	Capital	5,755	NC
5,755	CD	I-NP	O	$	(	NC
(	(	O	O	5,755	$	NC
$	$	I-NP	O	(	881	NC
881	CD	I-NP	O	$	)	NC
)	)	O	O	881	Cash	NC
Cash	NN	I-NP	O	)	and	C
and	CC	I-NP	O	Cash	Cash	NC
Cash	NNP	I-NP	O	and	Equivalents	C
Equivalents	NNS	I-NP	O	Cash	2,386	C
2,386	CD	B-NP	O	Equivalents	93	NC
93	CD	I-NP	O	2,386	Total	NC
Total	JJ	I-NP	O	93	Assets	C
Assets	NNS	I-NP	O	Total	14,196	C
14,196	CD	I-NP	O	Assets	7,138	NC
7,138	CD	I-NP	O	14,196	Shareholders	NC
Shareholders	NNS	I-NP	O	7,138	'	C
'	POS	B-NP	O	Shareholders	Equity	NC
Equity	NNP	I-NP	O	'	5,951	C
5,951	CD	I-NP	O	Equity	(	NC
(	(	O	O	5,951	1,461	NC
1,461	CD	I-NP	O	(	)	NC
)	)	O	O	1,461	Greek	NC
Greek	JJ	I-NP	MISC	)	socialists	C
socialists	NNS	I-NP	O	Greek	give	NC
give	VBP	I-VP	O	socialists	PM	NC
PM	NNP	I-NP	O	give	green	C
green	JJ	I-NP	O	PM	light	NC
light	NN	I-NP	O	green	for	NC
for	IN	I-PP	O	light	election	NC
election	NN	I-NP	O	for	.	NC
.	.	O	O	election	ATHENS	NC
ATHENS	NNS	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	ATHENS	The	NC
The	DT	I-NP	O	1996-08-22	Greek	C
Greek	NNP	I-NP	MISC	The	socialist	C
socialist	JJ	I-NP	O	Greek	party	NC
party	NN	I-NP	O	socialist	's	NC
's	POS	B-NP	O	party	executive	NC
executive	JJ	I-NP	O	's	bureau	NC
bureau	NN	I-NP	O	executive	gave	NC
gave	VBD	I-VP	O	bureau	Prime	NC
Prime	NNP	I-NP	O	gave	Minister	C
Minister	NNP	I-NP	O	Prime	Costas	C
Costas	VBZ	I-VP	PER	Minister	Simitis	C
Simitis	NNP	I-NP	PER	Costas	its	C
its	PRP$	B-NP	O	Simitis	backing	NC
backing	VBG	I-VP	O	its	if	NC
if	IN	I-SBAR	O	backing	he	NC
he	PRP	I-NP	O	if	chooses	NC
chooses	VBZ	I-VP	O	he	to	NC
to	TO	I-VP	O	chooses	call	NC
call	VB	I-VP	O	to	snap	NC
snap	VB	I-VP	O	call	elections	NC
elections	NNS	I-NP	O	snap	,	NC
,	,	O	O	elections	its	NC
its	PRP$	I-NP	O	,	general	NC
general	JJ	I-NP	O	its	secretary	NC
secretary	NN	I-NP	O	general	Costas	NC
Costas	NNP	B-NP	PER	secretary	Skandalidis	C
Skandalidis	NNP	I-NP	PER	Costas	told	C
told	VBD	I-VP	O	Skandalidis	reporters	NC
reporters	NNS	I-NP	O	told	on	NC
on	IN	I-PP	O	reporters	Thursday	NC
Thursday	NNP	I-NP	O	on	.	C
.	.	O	O	Thursday	Prime	NC
Prime	NNP	I-NP	O	.	Minister	C
Minister	NNP	I-NP	O	Prime	Costas	C
Costas	VBZ	I-VP	PER	Minister	Simitis	C
Simitis	NNPS	I-NP	PER	Costas	will	C
will	MD	I-VP	O	Simitis	make	NC
make	VB	I-VP	O	will	an	NC
an	DT	I-NP	O	make	official	NC
official	JJ	I-NP	O	an	announcement	NC
announcement	NN	I-NP	O	official	after	NC
after	IN	I-PP	O	announcement	a	NC
a	DT	I-NP	O	after	cabinet	NC
cabinet	NN	I-NP	O	a	meeting	NC
meeting	NN	I-NP	O	cabinet	later	NC
later	RB	I-ADVP	O	meeting	on	NC
on	IN	I-PP	O	later	Thursday	NC
Thursday	NNP	I-NP	O	on	,	C
,	,	O	O	Thursday	said	NC
said	VBD	I-VP	O	,	Skandalidis	NC
Skandalidis	NNP	I-NP	PER	said	.	C
.	.	O	O	Skandalidis	--	NC
--	:	O	O	.	Dimitris	NC
Dimitris	NNP	I-NP	PER	--	Kontogiannis	C
Kontogiannis	NNP	I-NP	PER	Dimitris	,	C
,	,	O	O	Kontogiannis	Athens	NC
Athens	NNP	I-NP	ORG	,	Newsroom	C
Newsroom	NNP	I-NP	ORG	Athens	+301	C
+301	NNP	I-NP	O	Newsroom	3311812-4	NC
3311812-4	CD	I-NP	O	+301	PRESS	NC
PRESS	NNS	I-NP	O	3311812-4	DIGEST	C
DIGEST	NNP	I-NP	O	PRESS	-	C
-	:	O	O	DIGEST	France	NC
France	NNP	I-NP	LOC	-	-	C
-	:	O	O	France	Le	NC
Le	NNP	I-NP	ORG	-	Monde	C
Monde	NNP	I-NP	ORG	Le	Aug	C
Aug	NNP	I-NP	O	Monde	22	C
22	CD	I-NP	O	Aug	.	NC
.	.	O	O	22	PARIS	NC
PARIS	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	PARIS	These	NC
These	DT	I-NP	O	1996-08-22	are	C
are	VBP	I-VP	O	These	leading	NC
leading	JJ	I-NP	O	are	stories	NC
stories	NNS	I-NP	O	leading	in	NC
in	IN	I-PP	O	stories	Thursday	NC
Thursday	NNP	I-NP	O	in	's	C
's	POS	B-NP	O	Thursday	afternoon	NC
afternoon	NN	I-NP	O	's	daily	NC
daily	JJ	I-NP	O	afternoon	Le	NC
Le	NNP	I-NP	ORG	daily	Monde	C
Monde	NNP	I-NP	ORG	Le	,	C
,	,	O	O	Monde	dated	NC
dated	VBN	I-VP	O	,	Aug	NC
Aug	NNP	I-NP	O	dated	23	C
23	CD	I-NP	O	Aug	.	NC
.	.	O	O	23	FRONT	NC
FRONT	NNP	I-NP	O	.	PAGE	C
PAGE	NNP	I-NP	O	FRONT	--	C
--	:	O	O	PAGE	Africans	NC
Africans	NNPS	I-NP	MISC	--	seeking	C
seeking	VBG	I-VP	O	Africans	to	NC
to	TO	I-VP	O	seeking	renew	NC
renew	VB	I-VP	O	to	or	NC
or	CC	I-VP	O	renew	obtain	NC
obtain	VB	I-VP	O	or	work	NC
work	NN	I-NP	O	obtain	and	NC
and	CC	I-NP	O	work	residence	NC
residence	NN	I-NP	O	and	rights	NC
rights	NNS	I-NP	O	residence	say	NC
say	VBP	I-VP	O	rights	Prime	NC
Prime	NNP	I-NP	O	say	Minister	C
Minister	NNP	I-NP	O	Prime	Alain	C
Alain	NNP	I-NP	PER	Minister	Juppe	C
Juppe	NNP	I-NP	PER	Alain	's	C
's	POS	B-NP	O	Juppe	proposals	NC
proposals	NNS	I-NP	O	's	are	NC
are	VBP	I-VP	O	proposals	insufficient	NC
insufficient	JJ	I-ADJP	O	are	as	NC
as	IN	I-PP	O	insufficient	hunger	NC
hunger	NN	I-NP	O	as	strike	NC
strike	NN	I-NP	O	hunger	enters	NC
enters	VBZ	I-VP	O	strike	49th	NC
49th	JJ	I-NP	O	enters	day	NC
day	NN	I-NP	O	49th	in	NC
in	IN	I-PP	O	day	Paris	NC
Paris	NNP	I-NP	LOC	in	church	C
church	NN	I-NP	O	Paris	and	NC
and	CC	O	O	church	Wednesday	NC
Wednesday	NNP	I-NP	O	and	rally	C
rally	NN	I-NP	O	Wednesday	attracts	NC
attracts	VBZ	I-VP	O	rally	8,000	NC
