token	pos	chunk	NER	previous	following	capitals
media	NNS	I-NP	O	Sydney	analyst	NC
analyst	NN	I-NP	O	media	who	NC
who	WP	B-NP	O	analyst	declined	NC
declined	VBD	I-VP	O	who	to	NC
to	TO	I-VP	O	declined	be	NC
be	VB	I-VP	O	to	named	NC
named	VBN	I-VP	O	be	.	NC
.	.	O	O	named	News	NC
News	NNP	I-NP	ORG	.	Corp	C
Corp	NNP	I-NP	ORG	News	's	C
's	POS	B-NP	O	Corp	shares	NC
shares	NNS	I-NP	O	's	were	NC
were	VBD	I-VP	O	shares	down	NC
down	RP	I-PRT	O	were	eight	NC
eight	CD	I-NP	O	down	cents	NC
cents	NNS	I-NP	O	eight	at	NC
at	IN	I-PP	O	cents	A$	NC
A$	$	I-NP	MISC	at	6.39	C
6.39	CD	I-NP	O	A$	at	NC
at	IN	I-PP	O	6.39	2.00	NC
2.00	CD	I-NP	O	at	p.m.	NC
p.m.	NN	I-NP	O	2.00	(	NC
(	(	O	O	p.m.	0400	NC
0400	CD	I-NP	O	(	GMT	NC
GMT	NNP	O	MISC	0400	)	C
)	)	O	O	GMT	in	NC
in	IN	I-PP	O	)	a	NC
a	DT	I-NP	O	in	soft	NC
soft	JJ	I-NP	O	a	market	NC
market	NN	I-NP	O	soft	.	NC
.	.	O	O	market	(	NC
(	(	O	O	.	A$	NC
A$	$	I-NP	MISC	(	1	C
1	CD	I-NP	O	A$	=	NC
=	SYM	I-VP	O	1	US$	NC
US$	$	I-NP	MISC	=	0.79	C
0.79	CD	I-NP	O	US$	)	NC
)	)	O	O	0.79	--	NC
--	:	I-NP	O	)	Sydney	NC
Sydney	NNP	I-NP	ORG	--	Newsroom	C
Newsroom	NNP	I-NP	ORG	Sydney	61-2	C
61-2	NN	I-NP	O	Newsroom	373-1800	NC
373-1800	CD	I-NP	O	61-2	RTRS	NC
RTRS	NNS	I-NP	ORG	373-1800	-	C
-	:	O	O	RTRS	Budget	NC
Budget	NNP	I-NP	O	-	cuts	C
cuts	VBZ	I-VP	O	Budget	to	NC
to	TO	I-VP	O	cuts	boost	NC
boost	VB	I-VP	O	to	Australia	NC
Australia	NNP	I-NP	LOC	boost	savings	C
savings	NNS	I-NP	O	Australia	-	NC
-	:	O	O	savings	RBA	NC
RBA	NNP	I-NP	ORG	-	.	C
.	.	O	O	RBA	CANBERRA	NC
CANBERRA	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	CANBERRA	The	NC
The	DT	I-NP	O	1996-08-22	Australian	C
Australian	JJ	I-NP	MISC	The	government	C
government	NN	I-NP	O	Australian	's	NC
's	POS	I-NP	O	government	plans	NC
plans	NNS	I-VP	O	's	to	NC
to	TO	I-VP	O	plans	slash	NC
slash	VB	I-VP	O	to	its	NC
its	PRP$	I-NP	O	slash	budget	NC
budget	NN	I-NP	O	its	deficit	NC
deficit	NN	I-NP	O	budget	should	NC
should	MD	I-VP	O	deficit	make	NC
make	VB	I-VP	O	should	a	NC
a	DT	I-NP	O	make	useful	NC
useful	JJ	I-NP	O	a	contribution	NC
contribution	NN	I-NP	O	useful	to	NC
to	TO	I-PP	O	contribution	national	NC
national	JJ	I-NP	O	to	savings	NC
savings	NNS	I-NP	O	national	,	NC
,	,	O	O	savings	the	NC
the	DT	I-NP	O	,	Reserve	NC
Reserve	NNP	I-NP	ORG	the	Bank	C
Bank	NNP	I-NP	ORG	Reserve	of	C
of	IN	I-PP	ORG	Bank	Australia	NC
Australia	NNP	I-NP	ORG	of	(	C
(	(	O	O	Australia	RBA	NC
RBA	NNP	I-NP	ORG	(	)	C
)	)	O	O	RBA	said	NC
said	VBD	I-VP	O	)	in	NC
in	IN	I-PP	O	said	its	NC
its	PRP$	I-NP	O	in	annual	NC
annual	JJ	I-NP	O	its	report	NC
report	NN	I-NP	O	annual	.	NC
.	.	O	O	report	""""	NC
""""	""""	O	O	.	The	NC
The	DT	I-NP	O	""""	government	C
government	NN	I-NP	O	The	's	NC
's	POS	B-NP	O	government	announced	NC
announced	VBN	I-NP	O	's	plans	NC
plans	NNS	I-NP	O	announced	to	NC
to	TO	I-VP	O	plans	balance	NC
balance	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	balance	budget	NC
budget	NN	I-NP	O	the	,	NC
,	,	O	O	budget	if	NC
if	IN	I-SBAR	O	,	realised	NC
realised	JJ	I-ADJP	O	if	,	NC
,	,	O	O	realised	would	NC
would	MD	I-VP	O	,	make	NC
make	VB	I-VP	O	would	a	NC
a	DT	I-NP	O	make	useful	NC
useful	JJ	I-NP	O	a	contribution	NC
contribution	NN	I-NP	O	useful	to	NC
to	TO	I-PP	O	contribution	raising	NC
raising	VBG	I-VP	O	to	national	NC
national	JJ	I-NP	O	raising	savings	NC
savings	NNS	I-NP	O	national	,	NC
,	,	O	O	savings	""""	NC
""""	""""	O	O	,	the	NC
the	DT	I-NP	O	""""	RBA	NC
RBA	NNP	I-NP	ORG	the	said	C
said	VBD	I-VP	O	RBA	.	NC
.	.	O	O	said	The	NC
The	DT	I-NP	O	.	bank	C
bank	NN	I-NP	O	The	said	NC
said	VBD	I-VP	O	bank	there	NC
there	EX	I-NP	O	said	were	NC
were	VBD	I-VP	O	there	concerns	NC
concerns	NNS	I-NP	O	were	fiscal	NC
fiscal	JJ	I-NP	O	concerns	consolidation	NC
consolidation	NN	I-NP	O	fiscal	would	NC
would	MD	I-VP	O	consolidation	unduly	NC
unduly	RB	I-ADJP	O	would	restrict	NC
restrict	VB	I-VP	O	unduly	growth	NC
growth	NN	I-NP	O	restrict	,	NC
,	,	O	O	growth	but	NC
but	CC	O	O	,	evidence	NC
evidence	NN	I-NP	O	but	was	NC
was	VBD	I-VP	O	evidence	ambiguous	NC
ambiguous	JJ	I-ADJP	O	was	.	NC
.	.	O	O	ambiguous	In	NC
In	IN	I-PP	O	.	its	C
its	PRP$	I-NP	O	In	1996/97	NC
1996/97	CD	I-NP	O	its	budget	NC
budget	NN	I-NP	O	1996/97	announced	NC
announced	VBD	I-VP	O	budget	on	NC
on	IN	I-PP	O	announced	Tuesday	NC
Tuesday	NNP	I-NP	O	on	,	C
,	,	O	O	Tuesday	the	NC
the	DT	I-NP	O	,	Australian	NC
Australian	NNP	I-NP	MISC	the	Coalition	C
Coalition	NNP	I-NP	ORG	Australian	government	C
government	NN	I-NP	O	Coalition	announced	NC
announced	VBD	I-VP	O	government	an	NC
an	DT	I-NP	O	announced	underlying	NC
underlying	VBG	I-NP	O	an	budget	NC
budget	NN	I-NP	O	underlying	deficit	NC
deficit	NN	I-NP	O	budget	of	NC
of	IN	I-PP	O	deficit	A$	NC
A$	$	I-NP	MISC	of	5.65	C
5.65	CD	I-NP	O	A$	billion	NC
billion	CD	I-NP	O	5.65	,	NC
,	,	O	O	billion	and	NC
and	CC	O	O	,	pledged	NC
pledged	VBD	I-VP	O	and	to	NC
to	TO	I-VP	O	pledged	return	NC
return	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	return	underlying	NC
underlying	JJ	I-NP	O	the	budget	NC
budget	NN	I-NP	O	underlying	balance	NC
balance	NN	I-NP	O	budget	to	NC
to	TO	I-NP	O	balance	surplus	NC
surplus	NN	I-NP	O	to	by	NC
by	IN	I-PP	O	surplus	1998/99	NC
1998/99	CD	I-NP	O	by	.	NC
.	.	O	O	1998/99	The	NC
The	DT	I-NP	O	.	budget	C
budget	NN	I-NP	O	The	deficit	NC
deficit	NN	I-NP	O	budget	was	NC
was	VBD	I-VP	O	deficit	A$	NC
A$	$	I-NP	MISC	was	10.3	C
10.3	CD	I-NP	O	A$	billion	NC
billion	CD	I-NP	O	10.3	in	NC
in	IN	I-PP	O	billion	1995/96	NC
1995/96	CD	I-NP	O	in	.	NC
.	.	O	O	1995/96	--	NC
--	:	I-NP	O	.	Sydney	NC
Sydney	NNP	I-NP	ORG	--	Newsroom	C
Newsroom	NNP	I-NP	ORG	Sydney	61-2	C
61-2	NN	I-NP	O	Newsroom	9373-1800	NC
9373-1800	CD	I-NP	O	61-2	""""	NC
""""	""""	O	O	9373-1800	Determined	NC
Determined	JJ	I-ADJP	O	""""	and	C
and	CC	I-ADJP	O	Determined	credible	NC
credible	JJ	I-ADJP	O	and	efforts	NC
efforts	NNS	I-NP	O	credible	to	NC
to	TO	I-VP	O	efforts	rein	NC
rein	VB	I-VP	O	to	in	NC
in	IN	I-PP	O	rein	unsustainable	NC
unsustainable	JJ	I-NP	O	in	fiscal	NC
fiscal	JJ	I-NP	O	unsustainable	positions	NC
positions	NNS	I-NP	O	fiscal	(	NC
(	(	O	O	positions	are	NC
are	VBP	I-VP	O	(	)	NC
)	)	O	O	are	often	NC
often	RB	I-ADVP	O	)	rewarded	NC
rewarded	VBN	I-VP	O	often	by	NC
by	IN	I-PP	O	rewarded	rising	NC
rising	VBG	I-NP	O	by	confidence	NC
confidence	NN	I-NP	O	rising	,	NC
,	,	O	O	confidence	giving	NC
giving	VBG	I-VP	O	,	favourable	NC
favourable	JJ	I-NP	O	giving	effects	NC
effects	NNS	I-NP	O	favourable	on	NC
on	IN	I-PP	O	effects	economic	NC
economic	JJ	I-NP	O	on	activity	NC
activity	NN	I-NP	O	economic	even	NC
even	RB	I-ADVP	O	activity	in	NC
in	IN	I-PP	O	even	the	NC
the	DT	I-NP	O	in	short	NC
short	JJ	I-NP	O	the	term	NC
term	NN	I-NP	O	short	,	NC
,	,	O	O	term	""""	NC
""""	""""	O	O	,	it	NC
it	PRP	I-NP	O	""""	said	NC
said	VBD	I-VP	O	it	.	NC
.	.	O	O	said	""""	NC
""""	""""	O	O	.	More	NC
More	JJR	I-NP	O	""""	generally	C
generally	RB	I-ADVP	O	More	,	NC
,	,	O	O	generally	the	NC
the	DT	I-NP	O	,	long-term	NC
long-term	JJ	I-NP	O	the	effects	NC
effects	NNS	I-NP	O	long-term	of	NC
of	IN	I-PP	O	effects	fiscal	NC
fiscal	JJ	I-NP	O	of	consolidation	NC
consolidation	NN	I-NP	O	fiscal	are	NC
are	VBP	I-VP	O	consolidation	clearly	NC
clearly	RB	I-VP	O	are	positive	NC
positive	JJ	I-NP	O	clearly	,	NC
,	,	O	O	positive	with	NC
with	IN	I-PP	O	,	higher	NC
higher	JJR	I-NP	O	with	saving	NC
saving	VBG	I-VP	O	higher	tending	NC
tending	VBG	I-VP	O	saving	to	NC
to	TO	I-VP	O	tending	promote	NC
promote	VB	I-VP	O	to	economic	NC
economic	JJ	I-NP	O	promote	growth	NC
growth	NN	I-NP	O	economic	by	NC
by	IN	I-PP	O	growth	raising	NC
raising	VBG	I-VP	O	by	investment	NC
investment	NN	I-NP	O	raising	and	NC
and	CC	O	O	investment	lowering	NC
lowering	VBG	I-VP	O	and	long-term	NC
long-term	JJ	I-NP	O	lowering	real	NC
real	JJ	I-NP	O	long-term	interest	NC
interest	NN	I-NP	O	real	rates	NC
rates	NNS	I-NP	O	interest	,	NC
,	,	O	O	rates	""""	NC
""""	""""	O	O	,	the	NC
the	DT	I-NP	O	""""	RBA	NC
RBA	NNP	I-NP	ORG	the	said	C
said	VBD	I-VP	O	RBA	.	NC
.	.	O	O	said	BNZ	NC
BNZ	JJR	I-NP	ORG	.	cuts	C
cuts	NNS	I-NP	O	BNZ	NZ	NC
NZ	NNP	I-NP	LOC	cuts	fixed	C
fixed	VBD	I-VP	O	NZ	home	NC
home	NN	I-ADVP	O	fixed	lending	NC
lending	NN	I-NP	O	home	rates	NC
rates	NNS	I-NP	O	lending	.	NC
.	.	O	O	rates	WELLINGTON	NC
WELLINGTON	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	WELLINGTON	Bank	NC
Bank	NNP	I-NP	ORG	1996-08-22	of	C
of	IN	I-PP	ORG	Bank	New	NC
New	NNP	I-NP	ORG	of	Zealand	C
Zealand	NNP	I-NP	ORG	New	said	C
said	VBD	I-VP	O	Zealand	on	NC
on	IN	I-PP	O	said	Thursday	NC
Thursday	NNP	I-NP	O	on	it	C
it	PRP	B-NP	O	Thursday	was	NC
was	VBD	I-VP	O	it	cutting	NC
cutting	VBG	I-VP	O	was	its	NC
its	PRP$	I-NP	O	cutting	fixed	NC
fixed	JJ	I-NP	O	its	home	NC
home	NN	I-NP	O	fixed	lending	NC
lending	NN	I-NP	O	home	rates	NC
rates	NNS	I-NP	O	lending	.	NC
.	.	O	O	rates	The	NC
The	DT	I-NP	O	.	rates	C
rates	NNS	I-NP	O	The	are	NC
are	VBP	I-VP	O	rates	:	NC
:	:	O	O	are	New	NC
New	JJ	I-NP	O	:	rate	C
rate	NN	I-NP	O	New	old	NC
old	JJ	I-NP	O	rate	rate	NC
rate	NN	I-NP	O	old	Six	NC
Six	CD	I-NP	O	rate	month	C
month	NN	I-NP	O	Six	rate	NC
rate	NN	I-NP	O	month	10.5	NC
10.5	CD	B-NP	O	rate	pct	NC
pct	NN	I-NP	O	10.5	10.75	NC
10.75	CD	B-NP	O	pct	One	NC
One	CD	I-NP	O	10.75	year	C
year	NN	I-NP	O	One	10.5	NC
10.5	CD	B-NP	O	year	pct	NC
pct	NN	I-NP	O	10.5	10.95	NC
10.95	CD	B-NP	O	pct	Two	NC
Two	CD	I-NP	O	10.95	year	C
year	NN	I-NP	O	Two	10.5	NC
10.5	CD	B-NP	O	year	pct	NC
pct	NN	I-NP	O	10.5	11.25	NC
11.25	CD	B-NP	O	pct	Three	NC
Three	CD	I-NP	O	11.25	year	C
year	NN	I-NP	O	Three	10.5	NC
10.5	CD	B-NP	O	year	pct	NC
pct	NN	I-NP	O	10.5	11.25	NC
11.25	CD	B-NP	O	pct	BNZ	NC
BNZ	NNP	I-NP	ORG	11.25	said	C
said	VBD	I-VP	O	BNZ	it	NC
it	PRP	I-NP	O	said	was	NC
was	VBD	I-VP	O	it	responding	NC
responding	VBG	I-VP	O	was	to	NC
to	TO	I-VP	O	responding	lower	NC
lower	VB	I-VP	O	to	wholesale	NC
wholesale	JJ	I-NP	O	lower	rates	NC
rates	NNS	I-NP	O	wholesale	.	NC
.	.	O	O	rates	Fixed	NC
Fixed	VBD	I-VP	O	.	business	C
business	NN	I-NP	O	Fixed	and	NC
and	CC	I-NP	O	business	farm	NC
farm	NN	I-NP	O	and	lending	NC
lending	NN	I-NP	O	farm	rates	NC
rates	NNS	I-NP	O	lending	rates	NC
rates	NNS	I-NP	O	rates	were	NC
were	VBD	I-VP	O	rates	left	NC
left	VBN	I-VP	O	were	unchanged	NC
unchanged	JJ	I-ADJP	O	left	although	NC
although	IN	I-SBAR	O	unchanged	they	NC
they	PRP	I-NP	O	although	were	NC
were	VBD	I-VP	O	they	under	NC
under	IN	I-PP	O	were	review	NC
review	NN	I-NP	O	under	.	NC
.	.	O	O	review	--	NC
--	:	I-NP	O	.	Wellington	NC
Wellington	NNP	I-NP	LOC	--	newsroom	C
newsroom	NN	I-NP	O	Wellington	64	NC
64	CD	I-NP	O	newsroom	4	NC
4	CD	I-NP	O	64	4734	NC
4734	CD	I-NP	O	4	746	NC
746	CD	I-NP	O	4734	Power	NC
Power	NNP	I-NP	ORG	746	NZ	C
NZ	NNP	I-NP	ORG	Power	ODV	C
ODV	NNP	I-NP	ORG	NZ	up	C
up	RB	I-ADVP	O	ODV	8	NC
8	CD	I-NP	O	up	pct	NC
pct	NN	I-NP	O	8	at	NC
at	IN	I-PP	O	pct	NZ$	NC
NZ$	$	I-NP	MISC	at	524	C
524	CD	I-NP	O	NZ$	million	NC
million	CD	I-NP	O	524	.	NC
.	.	O	O	million	WELLINGTON	NC
WELLINGTON	NNP	I-NP	LOC	.	1996-08-22	C
1996-08-22	CD	I-NP	O	WELLINGTON	Power	NC
Power	NN	I-NP	ORG	1996-08-22	New	C
New	NNP	I-NP	ORG	Power	Zealand	C
Zealand	NNP	I-NP	ORG	New	said	C
said	VBD	I-VP	O	Zealand	on	NC
on	IN	I-PP	O	said	Thursday	NC
Thursday	NNP	I-NP	O	on	that	C
that	IN	I-SBAR	O	Thursday	the	NC
the	DT	I-NP	O	that	Optimised	NC
Optimised	NNP	I-NP	O	the	Deprival	C
Deprival	NNP	I-NP	O	Optimised	Value	C
Value	NNP	I-NP	O	Deprival	(	C
(	(	O	O	Value	ODV	NC
ODV	NN	I-NP	O	(	)	C
)	)	O	O	ODV	of	NC
of	IN	I-PP	O	)	its	NC
its	PRP$	I-NP	O	of	network	NC
network	NN	I-NP	O	its	at	NC
at	IN	I-PP	O	network	March	NC
March	NNP	I-NP	O	at	31	C
31	CD	I-NP	O	March	,	NC
,	,	I-NP	O	31	1996	NC
1996	CD	I-NP	O	,	has	NC
has	VBZ	I-VP	O	1996	been	NC
been	VBN	I-VP	O	has	set	NC
set	VBN	I-VP	O	been	at	NC
at	IN	I-PP	O	set	$	NC
$	$	I-NP	O	at	524.2	NC
524.2	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	524.2	,	NC
,	,	O	O	million	an	NC
an	DT	I-NP	O	,	increase	NC
increase	NN	I-NP	O	an	of	NC
of	IN	I-PP	O	increase	eight	NC
eight	CD	I-NP	O	of	percent	NC
percent	NN	I-NP	O	eight	on	NC
on	IN	I-PP	O	percent	its	NC
its	PRP$	I-NP	O	on	$	NC
$	$	I-NP	O	its	486.5	NC
486.5	CD	I-NP	O	$	million	NC
million	CD	I-NP	O	486.5	valuation	NC
valuation	NN	I-NP	O	million	a	NC
a	DT	B-NP	O	valuation	year	NC
year	NN	I-NP	O	a	earlier	NC
earlier	RBR	I-ADVP	O	year	.	NC
.	.	O	O	earlier	The	NC
The	DT	I-NP	O	.	company	C
company	NN	I-NP	O	The	said	NC
said	VBD	I-VP	O	company	the	NC
the	DT	I-NP	O	said	increase	NC
increase	NN	I-NP	O	the	reflected	NC
reflected	VBD	I-VP	O	increase	the	NC
the	DT	I-NP	O	reflected	value	NC
value	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	value	extensions	NC
extensions	NNS	I-NP	O	of	to	NC
to	TO	I-PP	O	extensions	the	NC
the	DT	I-NP	O	to	network	NC
network	NN	I-NP	O	the	to	NC
to	TO	I-VP	O	network	meet	NC
meet	VB	I-VP	O	to	economic	NC
economic	JJ	I-NP	O	meet	growth	NC
growth	NN	I-NP	O	economic	in	NC
in	IN	I-PP	O	growth	its	NC
its	PRP$	I-NP	O	in	supply	NC
supply	NN	I-NP	O	its	area	NC
area	NN	I-NP	O	supply	and	NC
and	CC	O	O	area	an	NC
an	DT	I-NP	O	and	increase	NC
increase	NN	I-NP	O	an	in	NC
in	IN	I-PP	O	increase	the	NC
the	DT	I-NP	O	in	estimated	NC
estimated	VBN	I-NP	O	the	lifespan	NC
lifespan	NN	I-NP	O	estimated	of	NC
of	IN	I-PP	O	lifespan	the	NC
the	DT	I-NP	O	of	network	NC
network	NN	I-NP	O	the	.	NC
.	.	O	O	network	It	NC
It	PRP	I-NP	O	.	said	C
said	VBD	I-VP	O	It	the	NC
the	DT	I-NP	O	said	increase	NC
increase	NN	I-NP	O	the	was	NC
was	VBD	I-VP	O	increase	consistent	NC
consistent	JJ	I-ADJP	O	was	with	NC
with	IN	I-PP	O	consistent	the	NC
the	DT	I-NP	O	with	approach	NC
approach	NN	I-NP	O	the	followed	NC
followed	VBN	I-VP	O	approach	by	NC
by	IN	I-PP	O	followed	other	NC
other	JJ	I-NP	O	by	power	NC
power	NN	I-NP	O	other	companies	NC
companies	NNS	I-NP	O	power	and	NC
and	CC	O	O	companies	reflected	NC
reflected	VBD	I-VP	O	and	the	NC
the	DT	I-NP	O	reflected	company	NC
company	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	company	new	NC
new	JJ	I-NP	O	's	levels	NC
levels	NNS	I-NP	O	new	of	NC
of	IN	I-PP	O	levels	preventative	NC
preventative	JJ	I-NP	O	of	maintenance	NC
maintenance	NN	I-NP	O	preventative	and	NC
and	CC	O	O	maintenance	equipment	NC
equipment	NN	I-NP	O	and	upgrading	NC
upgrading	NN	I-NP	O	equipment	.	NC
.	.	O	O	upgrading	The	NC
The	DT	I-NP	O	.	revaluation	C
revaluation	NN	I-NP	O	The	was	NC
was	VBD	I-VP	O	revaluation	undertaken	NC
undertaken	VBN	I-VP	O	was	to	NC
to	TO	I-VP	O	undertaken	meet	NC
meet	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	meet	disclosure	NC
disclosure	NN	I-NP	O	the	requirements	NC
requirements	NNS	I-NP	O	disclosure	of	NC
of	IN	I-PP	O	requirements	the	NC
the	DT	I-NP	O	of	Ministry	NC
Ministry	NNP	I-NP	ORG	the	of	C
of	IN	I-PP	ORG	Ministry	Commerce	NC
Commerce	NNP	I-NP	ORG	of	.	C
.	.	O	O	Commerce	--	NC
--	:	I-NP	O	.	Wellington	NC
Wellington	NNP	I-NP	LOC	--	newsroom	C
newsroom	NN	I-NP	O	Wellington	64	NC
64	CD	I-NP	O	newsroom	4	NC
4	CD	I-NP	O	64	4734	NC
4734	CD	I-NP	O	4	746	NC
746	CD	I-NP	O	4734	Thais	NC
Thais	NNS	I-NP	O	746	hunt	C
hunt	VBP	I-VP	O	Thais	for	NC
for	IN	I-PP	O	hunt	Australian	NC
Australian	JJ	I-NP	MISC	for	jail	C
jail	NN	I-NP	O	Australian	breaker	NC
breaker	NN	I-NP	O	jail	.	NC
.	.	O	O	breaker	BANGKOK	NC
BANGKOK	NNP	I-NP	LOC	.	Thailand	C
Thailand	NNP	I-NP	LOC	BANGKOK	has	C
has	VBZ	I-VP	O	Thailand	launched	NC
launched	VBN	I-VP	O	has	a	NC
a	DT	I-NP	O	launched	manhunt	NC
manhunt	NN	I-NP	O	a	for	NC
for	IN	I-PP	O	manhunt	an	NC
an	DT	I-NP	O	for	Australian	NC
Australian	NNP	I-NP	MISC	an	who	C
who	WP	B-NP	O	Australian	escaped	NC
escaped	VBD	I-VP	O	who	from	NC
from	IN	I-PP	O	escaped	a	NC
a	DT	I-NP	O	from	high	NC
high	JJ	I-NP	O	a	security	NC
security	NN	I-NP	O	high	prison	NC
prison	NN	I-NP	O	security	in	NC
in	IN	I-PP	O	prison	Bangkok	NC
Bangkok	NNP	I-NP	LOC	in	while	C
while	IN	I-SBAR	O	Bangkok	awaiting	NC
awaiting	VBG	I-VP	O	while	trial	NC
trial	NN	I-NP	O	awaiting	on	NC
on	IN	I-PP	O	trial	drug	NC
drug	NN	I-NP	O	on	possession	NC
possession	NN	I-NP	O	drug	charges	NC
charges	NNS	I-NP	O	possession	,	NC
,	,	O	O	charges	officials	NC
officials	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	officials	on	NC
on	IN	I-PP	O	said	Thursday	NC
Thursday	NNP	I-NP	O	on	.	C
.	.	O	O	Thursday	Daniel	NC
Daniel	NNP	I-NP	PER	.	Westlake	C
Westlake	NNP	I-NP	PER	Daniel	,	C
,	,	O	O	Westlake	46	NC
46	CD	I-NP	O	,	,	NC
,	,	O	O	46	from	NC
from	IN	I-PP	O	,	Victoria	NC
Victoria	NNP	I-NP	LOC	from	,	C
,	,	O	O	Victoria	made	NC
made	VBD	I-VP	O	,	the	NC
the	DT	I-NP	O	made	first	NC
first	JJ	I-NP	O	the	sucessful	NC
sucessful	JJ	I-NP	O	first	escape	NC
escape	NN	I-NP	O	sucessful	from	NC
from	IN	I-PP	O	escape	Klongprem	NC
Klongprem	NNP	I-NP	LOC	from	prison	C
prison	NN	I-NP	O	Klongprem	in	NC
in	IN	I-PP	O	prison	the	NC
the	DT	I-NP	O	in	northern	NC
northern	JJ	I-NP	O	the	outskirts	NC
outskirts	NNS	I-NP	O	northern	of	NC
of	IN	I-PP	O	outskirts	the	NC
the	DT	I-NP	O	of	capital	NC
capital	NN	I-NP	O	the	on	NC
on	IN	I-PP	O	capital	Sunday	NC
Sunday	NNP	I-NP	O	on	night	C
night	NN	I-NP	O	Sunday	.	NC
.	.	O	O	night	He	NC
He	PRP	I-NP	O	.	was	C
was	VBD	I-VP	O	He	believed	NC
believed	VBN	I-VP	O	was	by	NC
by	IN	I-PP	O	believed	prison	NC
prison	NN	I-NP	O	by	officials	NC
officials	NNS	I-NP	O	prison	to	NC
to	TO	I-VP	O	officials	still	NC
still	RB	I-VP	O	to	be	NC
be	VB	I-VP	O	still	in	NC
in	IN	I-PP	O	be	Thailand	NC
Thailand	NNP	I-NP	LOC	in	.	C
.	.	O	O	Thailand	""""	NC
""""	""""	O	O	.	We	NC
We	PRP	I-NP	O	""""	have	C
have	VBP	I-VP	O	We	ordered	NC
ordered	VBN	I-VP	O	have	a	NC
a	DT	I-NP	O	ordered	massive	NC
massive	JJ	I-NP	O	a	hunt	NC
hunt	NN	I-NP	O	massive	for	NC
for	IN	I-PP	O	hunt	him	NC
him	PRP	I-NP	O	for	and	NC
and	CC	O	O	him	I	NC
I	PRP	I-NP	O	and	am	C
am	VBP	I-VP	O	I	quite	NC
quite	RB	I-ADJP	O	am	confident	NC
confident	JJ	I-ADJP	O	quite	we	NC
we	PRP	I-NP	O	confident	will	NC
will	MD	I-VP	O	we	get	NC
get	VB	I-VP	O	will	him	NC
him	PRP	I-NP	O	get	soon	NC
soon	RB	I-ADVP	O	him	,	NC
,	,	O	O	soon	""""	NC
""""	""""	O	O	,	Vivit	NC
Vivit	NNP	I-NP	PER	""""	Chatuparisut	C
Chatuparisut	NNP	I-NP	PER	Vivit	,	C
,	,	O	O	Chatuparisut	deputy	NC
deputy	JJ	I-NP	O	,	director	NC
director	NN	I-NP	O	deputy	general	NC
general	JJ	I-NP	O	director	of	NC
of	IN	I-PP	O	general	the	NC
the	DT	I-NP	O	of	Correction	NC
Correction	NN	I-NP	ORG	the	Department	C
Department	NNP	I-NP	ORG	Correction	,	C
,	,	O	O	Department	told	NC
told	VBD	I-VP	O	,	Reuters	NC
Reuters	NNP	I-NP	ORG	told	.	C
.	.	O	O	Reuters	Westlake	NC
Westlake	JJ	I-ADJP	PER	.	,	C
,	,	O	O	Westlake	arrested	NC
arrested	VBN	I-VP	O	,	in	NC
in	IN	I-PP	O	arrested	December	NC
December	NNP	I-NP	O	in	1993	C
1993	CD	I-NP	O	December	and	NC
and	CC	O	O	1993	charged	NC
charged	VBN	I-VP	O	and	with	NC
with	IN	I-PP	O	charged	heroin	NC
heroin	NN	I-NP	O	with	trafficking	NC
trafficking	NN	I-NP	O	heroin	,	NC
,	,	O	O	trafficking	sawed	NC
sawed	VBD	I-VP	O	,	the	NC
the	DT	I-NP	O	sawed	iron	NC
iron	NN	I-NP	O	the	grill	NC
grill	NN	I-NP	O	iron	off	NC
off	IN	I-PP	O	grill	his	NC
his	PRP$	I-NP	O	off	cell	NC
cell	NN	I-NP	O	his	window	NC
window	NN	I-NP	O	cell	and	NC
and	CC	O	O	window	climbed	NC
climbed	VBD	I-VP	O	and	down	NC
down	IN	I-PP	O	climbed	the	NC
the	DT	I-NP	O	down	prison	NC
prison	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	prison	five-metre	NC
five-metre	NN	I-NP	O	's	(	NC
(	(	O	O	five-metre	15-foot	NC
15-foot	CD	I-NP	O	(	)	NC
)	)	O	O	15-foot	wall	NC
wall	NN	I-NP	O	)	on	NC
on	IN	I-PP	O	wall	a	NC
a	DT	I-NP	O	on	rope	NC
rope	NN	I-NP	O	a	made	NC
made	VBN	I-VP	O	rope	from	NC
from	IN	I-PP	O	made	bed	NC
bed	NN	I-NP	O	from	sheets	NC
sheets	NNS	I-NP	O	bed	,	NC
,	,	O	O	sheets	Vivit	NC
Vivit	NNP	I-NP	O	,	said	C
said	VBD	I-VP	O	Vivit	.	NC
.	.	O	O	said	The	NC
The	DT	I-NP	O	.	corrections	C
corrections	NNS	I-NP	O	The	department	NC
department	NN	I-NP	O	corrections	was	NC
was	VBD	I-VP	O	department	probing	NC
probing	VBG	I-VP	O	was	the	NC
