token	pos	chunk	NER	previous	following	capitals
10	CD	I-NP	O	22	0	NC
0	CD	I-NP	O	10	12	NC
12	CD	I-NP	O	0	599	NC
599	CD	I-NP	O	12	730	NC
730	CD	I-NP	O	599	20	NC
20	CD	I-NP	O	730	Oldham	NC
Oldham	NNP	I-NP	ORG	20	22	C
22	CD	I-NP	O	Oldham	9	NC
9	CD	I-NP	O	22	1	NC
1	CD	I-NP	O	9	12	NC
12	CD	I-NP	O	1	473	NC
473	CD	I-NP	O	12	681	NC
681	CD	I-NP	O	473	19	NC
19	CD	I-NP	O	681	Castleford	NC
Castleford	NNP	I-NP	ORG	19	22	C
22	CD	I-NP	O	Castleford	9	NC
9	CD	I-NP	O	22	0	NC
0	CD	I-NP	O	9	13	NC
13	CD	I-NP	O	0	548	NC
548	CD	I-NP	O	13	599	NC
599	CD	I-NP	O	548	18	NC
18	CD	I-NP	O	599	Leeds	NC
Leeds	NNS	I-NP	ORG	18	22	C
22	CD	I-NP	O	Leeds	6	NC
6	CD	I-NP	O	22	0	NC
0	CD	I-NP	O	6	16	NC
16	CD	I-NP	O	0	555	NC
555	CD	I-NP	O	16	745	NC
745	CD	I-NP	O	555	12	NC
12	CD	I-NP	O	745	Paris	NC
Paris	NNP	I-NP	ORG	12	22	C
22	CD	I-NP	O	Paris	3	NC
3	CD	I-NP	O	22	1	NC
1	CD	I-NP	O	3	18	NC
18	CD	I-NP	O	1	398	NC
398	CD	I-NP	O	18	795	NC
795	CD	I-NP	O	398	7	NC
7	CD	I-NP	O	795	Workington	NC
Workington	NN	I-NP	ORG	7	22	C
22	CD	I-NP	O	Workington	2	NC
2	CD	I-NP	O	22	1	NC
1	CD	I-NP	O	2	19	NC
19	CD	I-NP	O	1	325	NC
325	CD	I-NP	O	19	1021	NC
1021	CD	I-NP	O	325	5	NC
5	CD	I-NP	O	1021	SOCCER	NC
SOCCER	NN	I-NP	O	5	-	C
-	:	O	O	SOCCER	ENGLISH	NC
ENGLISH	NNP	I-NP	MISC	-	AND	C
AND	CC	I-NP	O	ENGLISH	SCOTTISH	C
SCOTTISH	JJ	I-NP	MISC	AND	LEAGUE	C
LEAGUE	NN	I-NP	O	SCOTTISH	FIXTURES	C
FIXTURES	NNS	I-NP	O	LEAGUE	-	C
-	:	O	O	FIXTURES	AUG	NC
AUG	NNP	I-NP	O	-	30-SEPT	C
30-SEPT	NNP	I-NP	O	AUG	1	NC
1	CD	I-NP	O	30-SEPT	.	NC
.	.	O	O	1	LONDON	NC
LONDON	NNP	I-NP	LOC	.	1996-08-26	C
1996-08-26	CD	I-NP	O	LONDON	English	NC
English	NNP	I-NP	MISC	1996-08-26	and	C
and	CC	I-NP	O	English	Scottish	NC
Scottish	NNP	I-NP	MISC	and	league	C
league	NN	I-NP	O	Scottish	soccer	NC
soccer	NN	I-NP	O	league	fixtures	NC
fixtures	NNS	I-NP	O	soccer	for	NC
for	IN	I-PP	O	fixtures	August	NC
August	NNP	I-NP	O	for	30	C
30	CD	I-NP	O	August	to	NC
to	TO	I-PP	O	30	September	NC
September	NNP	I-NP	O	to	1	C
1	CD	I-NP	O	September	:	NC
:	:	O	O	1	Friday	NC
Friday	NNP	I-NP	O	:	,	C
,	,	I-NP	O	Friday	August	NC
August	NNP	I-NP	O	,	30	C
30	CD	I-NP	O	August	:	NC
:	:	O	O	30	English	NC
English	JJ	I-NP	MISC	:	division	C
division	NN	I-NP	O	English	one	NC
one	CD	B-NP	O	division	-	NC
-	:	O	O	one	West	NC
West	NNP	I-NP	ORG	-	Bromwich	C
Bromwich	NNP	I-NP	ORG	West	v	C
v	FW	I-NP	O	Bromwich	Sheffield	NC
Sheffield	NNP	I-NP	ORG	v	United	C
United	NNP	I-NP	ORG	Sheffield	.	C
.	.	O	O	United	English	NC
English	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	English	three	NC
three	CD	B-NP	O	division	-	NC
-	:	O	O	three	Swansea	NC
Swansea	NNP	I-NP	ORG	-	v	C
v	FW	I-NP	O	Swansea	Lincoln	NC
Lincoln	NNP	I-NP	ORG	v	.	C
.	.	O	O	Lincoln	Saturday	NC
Saturday	NNP	I-NP	O	.	,	C
,	,	O	O	Saturday	August	NC
August	NNP	I-NP	O	,	31	C
31	CD	I-NP	O	August	:	NC
:	:	O	O	31	English	NC
English	JJ	I-NP	MISC	:	division	C
division	NN	I-NP	O	English	one	NC
one	CD	B-NP	O	division	-	NC
-	:	O	O	one	Birmingham	NC
Birmingham	NNP	I-NP	ORG	-	v	C
v	NNP	O	O	Birmingham	Barnsley	NC
Barnsley	NNP	I-NP	ORG	v	,	C
,	,	O	O	Barnsley	Bradford	NC
Bradford	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Bradford	Tranmere	NC
Tranmere	NN	I-NP	ORG	v	,	C
,	,	O	O	Tranmere	Grimsby	NC
Grimsby	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Grimsby	Portsmouth	NC
Portsmouth	NNP	I-NP	ORG	v	,	C
,	,	O	O	Portsmouth	Huddersfield	NC
Huddersfield	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Huddersfield	Crystal	NC
Crystal	NNP	I-NP	ORG	v	Palace	C
Palace	NNP	I-NP	ORG	Crystal	,	C
,	,	O	O	Palace	Manchester	NC
Manchester	NNP	I-NP	ORG	,	City	C
City	NNP	I-NP	ORG	Manchester	v	C
v	FW	I-NP	O	City	Charlton	NC
Charlton	NNP	I-NP	ORG	v	,	C
,	,	O	O	Charlton	Norwich	NC
Norwich	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Norwich	Wolverhampton	NC
Wolverhampton	NNP	I-NP	ORG	v	,	C
,	,	O	O	Wolverhampton	Oldham	NC
Oldham	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Oldham	Ipswich	NC
Ipswich	NNP	I-NP	ORG	v	,	C
,	,	O	O	Ipswich	Port	NC
Port	NNP	I-NP	ORG	,	Vale	C
Vale	NNP	I-NP	ORG	Port	v	C
v	FW	I-NP	O	Vale	Oxford	NC
Oxford	NNP	I-NP	ORG	v	,	C
,	,	O	O	Oxford	Reading	NC
Reading	NN	I-NP	ORG	,	v	C
v	SYM	I-VP	O	Reading	Stoke	NC
Stoke	NNP	I-NP	ORG	v	,	C
,	,	O	O	Stoke	Southend	NC
Southend	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Southend	Swindon	NC
Swindon	FW	I-NP	ORG	v	.	C
.	.	O	O	Swindon	English	NC
English	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	English	two	NC
two	CD	B-NP	O	division	-	NC
-	:	O	O	two	Blackpool	NC
Blackpool	NNP	I-NP	ORG	-	v	C
v	NNP	O	O	Blackpool	Wycombe	NC
Wycombe	NNP	I-NP	ORG	v	,	C
,	,	O	O	Wycombe	Bournemouth	NC
Bournemouth	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Bournemouth	Peterborough	NC
Peterborough	NNP	I-NP	ORG	v	,	C
,	,	O	O	Peterborough	Bristol	NC
Bristol	NNP	I-NP	ORG	,	Rovers	C
Rovers	NNPS	I-NP	ORG	Bristol	v	C
v	FW	I-NP	O	Rovers	Stockport	NC
Stockport	NNP	I-NP	ORG	v	,	C
,	,	O	O	Stockport	Bury	NC
Bury	VB	I-VP	ORG	,	v	C
v	FW	I-NP	O	Bury	Bristol	NC
Bristol	NNP	I-NP	ORG	v	City	C
City	NNP	I-NP	ORG	Bristol	,	C
,	,	O	O	City	Crewe	NC
Crewe	JJ	I-NP	ORG	,	v	C
v	FW	I-NP	O	Crewe	Watford	NC
Watford	NNP	I-NP	ORG	v	,	C
,	,	O	O	Watford	Gillingham	NC
Gillingham	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Gillingham	Chesterfield	NC
Chesterfield	NNP	I-NP	ORG	v	,	C
,	,	O	O	Chesterfield	Luton	NC
Luton	JJ	I-NP	ORG	,	v	C
v	FW	I-NP	O	Luton	Rotherham	NC
Rotherham	NNP	I-NP	ORG	v	,	C
,	,	O	O	Rotherham	Millwall	NC
Millwall	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Millwall	Burnley	NC
Burnley	NNP	I-NP	ORG	v	,	C
,	,	O	O	Burnley	Notts	NC
Notts	NNP	I-NP	ORG	,	County	C
County	NNP	I-NP	ORG	Notts	v	C
v	FW	I-NP	O	County	York	NC
York	NNP	I-NP	ORG	v	,	C
,	,	O	O	York	Plymouth	NC
Plymouth	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Plymouth	Preston	NC
Preston	NNP	I-NP	ORG	v	,	C
,	,	O	O	Preston	Shrewsbury	NC
Shrewsbury	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Shrewsbury	Brentford	NC
Brentford	NNP	I-NP	ORG	v	,	C
,	,	O	O	Brentford	Walsall	NC
Walsall	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Walsall	Wrexham	NC
Wrexham	NNP	I-NP	ORG	v	.	C
.	.	O	O	Wrexham	English	NC
English	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	English	three	NC
three	CD	B-NP	O	division	-	NC
-	:	O	O	three	Brighton	NC
Brighton	NNP	I-NP	ORG	-	v	C
v	NNP	O	O	Brighton	Scunthorpe	NC
Scunthorpe	NNP	I-NP	ORG	v	,	C
,	,	O	O	Scunthorpe	Cambridge	NC
Cambridge	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Cambridge	Cardiff	NC
Cardiff	NNP	I-NP	ORG	v	,	C
,	,	O	O	Cardiff	Colchester	NC
Colchester	NN	I-NP	ORG	,	v	C
v	SYM	I-VP	O	Colchester	Hereford	NC
Hereford	NNP	I-NP	ORG	v	,	C
,	,	O	O	Hereford	Doncaster	NC
Doncaster	NN	I-NP	ORG	,	v	C
v	FW	I-NP	O	Doncaster	Darlington	NC
Darlington	NNP	I-NP	ORG	v	,	C
,	,	O	O	Darlington	Fulham	NC
Fulham	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Fulham	Carlisle	NC
Carlisle	NNP	I-NP	ORG	v	,	C
,	,	O	O	Carlisle	Hull	NC
Hull	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Hull	Barnet	NC
Barnet	NNP	I-NP	ORG	v	,	C
,	,	O	O	Barnet	Leyton	NC
Leyton	NNP	I-NP	ORG	,	Orient	C
Orient	NNP	I-NP	ORG	Leyton	v	C
v	FW	I-NP	O	Orient	Hartlepool	NC
Hartlepool	NNP	I-NP	ORG	v	,	C
,	,	O	O	Hartlepool	Mansfield	NC
Mansfield	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Mansfield	Rochdale	NC
Rochdale	NNP	I-NP	ORG	v	,	C
,	,	O	O	Rochdale	Scarborough	NC
Scarborough	NNP	I-NP	ORG	,	v	C
v	NNP	O	O	Scarborough	Northampton	NC
Northampton	NNP	I-NP	ORG	v	,	C
,	,	O	O	Northampton	Torquay	NC
Torquay	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Torquay	Exeter	NC
Exeter	NNP	I-NP	ORG	v	,	C
,	,	O	O	Exeter	Wigan	NC
Wigan	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Wigan	Chester	NC
Chester	NNP	I-NP	ORG	v	.	C
.	.	O	O	Chester	Scottish	NC
Scottish	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	Scottish	one	NC
one	CD	B-NP	O	division	-	NC
-	:	O	O	one	East	NC
East	NNP	I-NP	ORG	-	Fife	C
Fife	NNP	I-NP	ORG	East	v	C
v	FW	I-NP	O	Fife	Clydebank	NC
Clydebank	NNP	I-NP	ORG	v	,	C
,	,	O	O	Clydebank	Greenock	NC
Greenock	NN	I-NP	ORG	,	Morton	C
Morton	NNP	I-NP	ORG	Greenock	v	C
v	FW	I-NP	O	Morton	Falkir	NC
Falkir	NNP	I-NP	ORG	v	,	C
,	,	O	O	Falkir	Partick	NC
Partick	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Partick	St	NC
St	NNP	I-NP	ORG	v	Mirren	C
Mirren	NNP	I-NP	ORG	St	,	C
,	,	O	O	Mirren	St	NC
St	NNP	I-NP	ORG	,	Johnstone	C
Johnstone	NNP	I-NP	ORG	St	v	C
v	SYM	O	O	Johnstone	Airdrieonians	NC
Airdrieonians	UH	I-INTJ	ORG	v	,	C
,	,	O	O	Airdrieonians	Stirling	NC
Stirling	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Stirling	Dundee	NC
Dundee	NNP	I-NP	ORG	v	.	C
.	.	O	O	Dundee	Scottish	NC
Scottish	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	Scottish	two	NC
two	CD	B-NP	O	division	-	NC
-	:	O	O	two	Ayr	NC
Ayr	JJ	I-NP	ORG	-	v	C
v	NNP	O	O	Ayr	Berwick	NC
Berwick	NNP	I-NP	ORG	v	,	C
,	,	O	O	Berwick	Clyde	NC
Clyde	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Clyde	Queen	NC
Queen	NNP	I-NP	ORG	v	of	C
of	IN	I-PP	ORG	Queen	the	NC
the	DT	I-NP	ORG	of	South	NC
South	NNP	I-NP	ORG	the	,	C
,	,	O	O	South	Dumbarton	NC
Dumbarton	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Dumbarton	Brechin	NC
Brechin	NNP	I-NP	ORG	v	,	C
,	,	O	O	Brechin	Livingston	NC
Livingston	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Livingston	Hamilton	NC
Hamilton	NNP	I-NP	ORG	v	,	C
,	,	O	O	Hamilton	Stenhousemuir	NC
Stenhousemuir	NNP	I-NP	ORG	,	v	C
v	IN	I-NP	O	Stenhousemuir	Stranraer	NC
Stranraer	NNP	I-NP	ORG	v	.	C
.	.	O	O	Stranraer	Scottish	NC
Scottish	JJ	I-NP	MISC	.	division	C
division	NN	I-NP	O	Scottish	three	NC
three	CD	B-NP	O	division	-	NC
-	:	O	O	three	Albion	NC
Albion	NNP	I-NP	ORG	-	v	C
v	NNP	O	O	Albion	Cowdenbeath	NC
Cowdenbeath	NNP	I-NP	ORG	v	,	C
,	,	O	O	Cowdenbeath	Arbroath	NC
Arbroath	NNP	I-NP	ORG	,	v	C
v	SYM	O	O	Arbroath	East	NC
East	NNP	I-NP	ORG	v	Stirling	C
Stirling	NNP	I-NP	ORG	East	,	C
,	,	O	O	Stirling	Inverness	NC
Inverness	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Inverness	Alloa	NC
Alloa	NNP	I-NP	ORG	v	,	C
,	,	O	O	Alloa	Montrose	NC
Montrose	NNP	I-NP	ORG	,	v	C
v	FW	I-NP	O	Montrose	Ross	NC
Ross	NNP	I-NP	ORG	v	County	C
County	NNP	I-NP	ORG	Ross	,	C
,	,	O	O	County	Queen	NC
Queen	NNP	I-NP	ORG	,	's	C
's	POS	B-NP	ORG	Queen	Park	NC
Park	NNP	I-NP	ORG	's	v	C
v	FW	I-NP	O	Park	Forfar	NC
Forfar	NNP	I-NP	ORG	v	.	C
.	.	O	O	Forfar	Sunday	NC
Sunday	NNP	I-NP	O	.	,	C
,	,	O	O	Sunday	September	NC
September	NNP	I-NP	O	,	1	C
1	CD	I-NP	O	September	:	NC
:	:	O	O	1	English	NC
English	JJ	I-NP	MISC	:	division	C
division	NN	I-NP	O	English	one	NC
one	CD	B-NP	O	division	-	NC
-	:	O	O	one	Queens	NC
Queens	NNP	I-NP	ORG	-	Park	C
Park	NNP	I-NP	ORG	Queens	Rangers	C
Rangers	NNPS	I-NP	ORG	Park	v	C
v	FW	I-NP	O	Rangers	Bolton	NC
Bolton	NNP	I-NP	ORG	v	.	C
.	.	O	O	Bolton	SOCCER	NC
SOCCER	NN	I-NP	O	.	-	C
-	:	O	O	SOCCER	COSTA	NC
COSTA	NNP	I-NP	LOC	-	RICA	C
RICA	NNP	I-NP	LOC	COSTA	AND	C
AND	CC	I-NP	O	RICA	CHILE	C
CHILE	NNP	I-NP	LOC	AND	DRAW	C
DRAW	NN	I-NP	O	CHILE	1-1	C
1-1	NNP	I-NP	O	DRAW	IN	NC
IN	IN	I-PP	O	1-1	FRIENDLY	C
FRIENDLY	NNP	I-NP	O	IN	.	C
.	.	O	O	FRIENDLY	LIBERIA	NC
LIBERIA	NNP	I-NP	LOC	.	,	C
,	,	O	O	LIBERIA	Costa	NC
Costa	NNP	I-NP	LOC	,	Rica	C
Rica	NNP	I-NP	LOC	Costa	1996-08-26	C
1996-08-26	CD	I-NP	O	Rica	Costa	NC
Costa	NNP	I-NP	LOC	1996-08-26	Rica	C
Rica	NNP	I-NP	LOC	Costa	and	C
and	CC	I-NP	O	Rica	Chile	NC
Chile	NNP	I-NP	LOC	and	drew	C
drew	VBD	I-VP	O	Chile	1-1	NC
1-1	JJ	I-NP	O	drew	(	NC
(	(	O	O	1-1	halftime	NC
halftime	NN	I-NP	O	(	1-0	NC
1-0	CD	I-NP	O	halftime	)	NC
)	)	O	O	1-0	in	NC
in	IN	I-PP	O	)	a	NC
a	DT	I-NP	O	in	friendly	NC
friendly	JJ	I-NP	O	a	soccer	NC
soccer	NN	I-NP	O	friendly	international	NC
international	JJ	I-NP	O	soccer	on	NC
on	IN	I-PP	O	international	Sunday	NC
Sunday	NNP	I-NP	O	on	.	C
.	.	O	O	Sunday	Scorers	NC
Scorers	NNS	I-NP	O	.	:	C
:	:	O	O	Scorers	Costa	NC
Costa	NNP	I-NP	LOC	:	Rica	C
Rica	NNP	I-NP	LOC	Costa	-	C
-	:	O	O	Rica	Ronaldo	NC
Ronaldo	NNP	I-NP	PER	-	Gonzalez	C
Gonzalez	NNP	I-NP	PER	Ronaldo	(	C
(	(	O	O	Gonzalez	10th	NC
10th	JJ	I-NP	O	(	minute	NC
minute	NN	I-NP	O	10th	,	NC
,	,	O	O	minute	penalty	NC
penalty	NN	I-NP	O	,	Chile	NC
Chile	NNP	I-NP	LOC	penalty	-	C
-	:	O	O	Chile	Marcelo	NC
Marcelo	NNP	I-NP	PER	-	Salas	C
Salas	NNPS	I-NP	PER	Marcelo	(	C
(	(	O	O	Salas	80th	NC
80th	CD	I-NP	O	(	)	NC
)	)	O	O	80th	Attendance	NC
Attendance	NNP	I-NP	O	)	:	C
:	:	O	O	Attendance	8,000	NC
8,000	CD	I-NP	O	:	SOCCER	NC
SOCCER	NN	I-NP	O	8,000	-	C
-	:	O	O	SOCCER	SEYCHELLES	NC
SEYCHELLES	NNP	I-NP	LOC	-	FAIL	C
FAIL	NNP	I-NP	O	SEYCHELLES	IN	C
IN	IN	I-PP	O	FAIL	BID	C
BID	NN	I-NP	O	IN	FOR	C
FOR	IN	I-PP	O	BID	HISTORIC	C
HISTORIC	NNP	I-NP	O	FOR	VICTORY	C
VICTORY	NN	I-NP	O	HISTORIC	.	C
.	.	O	O	VICTORY	Mark	NC
Mark	NNP	I-NP	PER	.	Gleeson	C
Gleeson	NNP	I-NP	PER	Mark	JOHANNESBURG	C
JOHANNESBURG	NN	I-NP	LOC	Gleeson	1996-08-26	C
1996-08-26	CD	I-NP	O	JOHANNESBURG	The	NC
The	DT	I-NP	O	1996-08-26	tiny	C
tiny	JJ	I-NP	O	The	islands	NC
islands	NNS	I-NP	O	tiny	of	NC
of	IN	I-PP	O	islands	the	NC
the	DT	I-NP	O	of	Seychelles	NC
Seychelles	NNP	I-NP	LOC	the	failed	C
failed	VBD	I-VP	O	Seychelles	to	NC
to	TO	I-VP	O	failed	make	NC
make	VB	I-VP	O	to	soccer	NC
soccer	NN	I-NP	O	make	history	NC
history	NN	I-NP	O	soccer	at	NC
at	IN	I-PP	O	history	the	NC
the	DT	I-NP	O	at	weekend	NC
weekend	NN	I-NP	O	the	when	NC
when	WRB	I-ADVP	O	weekend	they	NC
they	PRP	I-NP	O	when	bowed	NC
bowed	VBD	I-VP	O	they	out	NC
out	IN	I-PP	O	bowed	of	NC
of	IN	B-PP	O	out	the	NC
the	DT	I-NP	O	of	preliminary	NC
preliminary	JJ	I-NP	O	the	rounds	NC
rounds	NNS	I-NP	O	preliminary	of	NC
of	IN	I-PP	O	rounds	the	NC
the	DT	I-NP	O	of	African	NC
African	NNP	I-NP	MISC	the	Nations	C
Nations	NNPS	I-NP	MISC	African	Cup	C
Cup	NNP	I-NP	MISC	Nations	.	C
.	.	O	O	Cup	Trailing	NC
Trailing	VBG	I-VP	O	.	fellow	C
fellow	NN	I-NP	O	Trailing	Indian	NC
Indian	NNP	B-NP	LOC	fellow	Ocean	C
Ocean	NNP	I-NP	LOC	Indian	islanders	C
islanders	NNS	I-NP	O	Ocean	Mauritius	NC
Mauritius	NNP	I-NP	LOC	islanders	1-0	C
1-0	CD	I-NP	O	Mauritius	from	NC
from	IN	I-PP	O	1-0	the	NC
the	DT	I-NP	O	from	first	NC
first	JJ	I-NP	O	the	leg	NC
leg	NN	I-NP	O	first	,	NC
,	,	O	O	leg	they	NC
they	PRP	I-NP	O	,	were	NC
were	VBD	I-VP	O	they	held	NC
held	VBN	I-VP	O	were	to	NC
to	TO	I-PP	O	held	a	NC
a	DT	I-NP	O	to	1-1	NC
1-1	JJ	I-NP	O	a	draw	NC
draw	NN	I-NP	O	1-1	at	NC
at	IN	I-PP	O	draw	home	NC
home	NN	I-NP	O	at	on	NC
on	IN	I-PP	O	home	Saturday	NC
Saturday	NNP	I-NP	O	on	despite	C
despite	IN	I-PP	O	Saturday	playing	NC
playing	VBG	I-VP	O	despite	against	NC
against	IN	I-PP	O	playing	10	NC
10	CD	I-NP	O	against	men	NC
men	NNS	I-NP	O	10	for	NC
for	IN	I-PP	O	men	most	NC
most	JJS	I-NP	O	for	of	NC
of	IN	I-PP	O	most	the	NC
the	DT	I-NP	O	of	match	NC
match	NN	I-NP	O	the	.	NC
.	.	O	O	match	The	NC
The	DT	I-NP	O	.	2-1	C
2-1	CD	I-NP	O	The	aggregate	NC
aggregate	JJ	I-NP	O	2-1	took	NC
took	VBD	I-VP	O	aggregate	Mauritius	NC
Mauritius	NNP	I-NP	LOC	took	into	C
into	IN	I-PP	O	Mauritius	the	NC
the	DT	I-NP	O	into	group	NC
group	NN	I-NP	O	the	phase	NC
phase	NN	I-NP	O	group	of	NC
of	IN	I-PP	O	phase	the	NC
the	DT	I-NP	O	of	qualifiers	NC
qualifiers	NNS	I-NP	O	the	for	NC
for	IN	I-PP	O	qualifiers	the	NC
the	DT	I-NP	O	for	1998	NC
1998	CD	I-NP	O	the	finals	NC
finals	NNS	I-NP	O	1998	,	NC
,	,	O	O	finals	and	NC
and	CC	O	O	,	kept	NC
kept	VB	I-VP	O	and	up	NC
up	RP	I-PRT	O	kept	the	NC
the	DT	I-NP	O	up	Seychelles	NC
Seychelles	NNPS	I-NP	LOC	the	'	C
'	POS	B-NP	O	Seychelles	record	NC
record	NN	I-NP	O	'	of	NC
of	IN	I-PP	O	record	never	NC
never	RB	I-VP	O	of	having	NC
having	VBG	I-VP	O	never	won	NC
won	VBN	I-VP	O	having	an	NC
an	DT	I-NP	O	won	official	NC
official	JJ	I-NP	O	an	match	NC
match	NN	I-NP	O	official	in	NC
in	IN	I-PP	O	match	their	NC
their	PRP$	I-NP	O	in	10	NC
10	CD	I-NP	O	their	years	NC
years	NNS	I-NP	O	10	of	NC
of	IN	I-PP	O	years	FIFA	NC
FIFA	NNP	I-NP	ORG	of	membership	C
membership	NN	I-NP	O	FIFA	.	NC
.	.	O	O	membership	The	NC
The	DT	I-NP	O	.	Seychelles	C
Seychelles	NNP	I-NP	LOC	The	must	C
must	MD	I-VP	O	Seychelles	have	NC
have	VB	I-VP	O	must	thought	NC
thought	VBN	I-VP	O	have	they	NC
they	PRP	I-NP	O	thought	were	NC
were	VBD	I-VP	O	they	on	NC
on	IN	I-PP	O	were	course	NC
course	NN	I-NP	O	on	for	NC
for	IN	I-PP	O	course	a	NC
a	DT	I-NP	O	for	historic	NC
historic	JJ	I-NP	O	a	breakthrough	NC
breakthrough	NN	I-NP	O	historic	when	NC
when	WRB	I-ADVP	O	breakthrough	Mauritian	NC
Mauritian	NNP	I-NP	MISC	when	midfielder	C
midfielder	FW	I-NP	O	Mauritian	Andre	NC
Andre	NNP	I-NP	PER	midfielder	Caboche	C
Caboche	NNP	I-NP	PER	Andre	was	C
was	VBD	I-VP	O	Caboche	sent	NC
sent	VBN	I-VP	O	was	off	NC
off	RP	I-PRT	O	sent	for	NC
for	IN	I-PP	O	off	a	NC
a	DT	I-NP	O	for	crude	NC
crude	JJ	I-NP	O	a	tackle	NC
tackle	NN	I-NP	O	crude	in	NC
in	IN	I-PP	O	tackle	the	NC
the	DT	I-NP	O	in	19th	NC
19th	JJ	I-NP	O	the	minute	NC
minute	NN	I-NP	O	19th	.	NC
.	.	O	O	minute	But	NC
But	CC	O	O	.	the	C
the	DT	I-NP	O	But	visitors	NC
visitors	NNS	I-NP	O	the	responded	NC
responded	VBN	I-VP	O	visitors	to	NC
to	TO	I-PP	O	responded	the	NC
the	DT	I-NP	O	to	setback	NC
setback	NN	I-NP	O	the	immediately	NC
immediately	RB	I-ADVP	O	setback	--	NC
--	:	O	O	immediately	veteran	NC
veteran	JJ	I-NP	O	--	striker	NC
striker	NN	I-NP	O	veteran	Ashley	NC
Ashley	NNP	I-NP	PER	striker	Mocude	C
Mocude	NNP	I-NP	PER	Ashley	scoring	C
scoring	VBG	I-VP	O	Mocude	a	NC
a	DT	I-NP	O	scoring	minute	NC
minute	NN	I-NP	O	a	later	NC
later	RBR	I-ADVP	O	minute	to	NC
to	TO	I-VP	O	later	give	NC
give	VB	I-VP	O	to	them	NC
them	PRP	I-NP	O	give	a	NC
a	DT	B-NP	O	them	two-goal	NC
two-goal	JJ	I-NP	O	a	aggregate	NC
aggregate	JJ	I-NP	O	two-goal	lead	NC
lead	NN	I-NP	O	aggregate	.	NC
.	.	O	O	lead	Although	NC
Although	IN	I-SBAR	O	.	Danny	C
Danny	NNP	I-NP	PER	Although	Rose	C
Rose	NNP	I-NP	PER	Danny	's	C
's	POS	B-NP	O	Rose	50th-minute	NC
50th-minute	JJ	I-NP	O	's	equaliser	NC
equaliser	NN	I-NP	O	50th-minute	gave	NC
gave	VBD	I-VP	O	equaliser	the	NC
the	DT	I-NP	O	gave	Seychellois	NC
Seychellois	NNP	I-NP	MISC	the	renewed	C
renewed	VBD	I-VP	O	Seychellois	hope	NC
hope	NN	I-NP	O	renewed	they	NC
they	PRP	B-NP	O	hope	could	NC
could	MD	I-VP	O	they	not	NC
not	RB	I-VP	O	could	find	NC
find	VB	I-VP	O	not	the	NC
the	DT	I-NP	O	find	net	NC
net	JJ	I-NP	O	the	again	NC
again	RB	I-ADVP	O	net	and	NC
and	CC	O	O	again	were	NC
were	VBD	I-VP	O	and	eliminated	NC
eliminated	VBN	I-VP	O	were	.	NC
.	.	O	O	eliminated	Mauritius	NC
Mauritius	NNS	I-NP	LOC	.	now	C
now	RB	I-ADVP	O	Mauritius	play	NC
play	VB	I-VP	O	now	in	NC
in	IN	I-PP	O	play	group	NC
group	NN	I-NP	O	in	seven	NC
seven	CD	I-NP	O	group	of	NC
of	IN	I-PP	O	seven	the	NC
the	DT	I-NP	O	of	qualifiers	NC
qualifiers	NNS	I-NP	O	the	against	NC
against	IN	I-PP	O	qualifiers	Malawi	NC
Malawi	NNP	I-NP	LOC	against	,	C
,	,	O	O	Malawi	Mozambique	NC
Mozambique	NNP	I-NP	LOC	,	and	C
and	CC	O	O	Mozambique	favourites	NC
favourites	VBZ	I-VP	O	and	Zambia	NC
Zambia	NNP	I-NP	LOC	favourites	.	C
.	.	O	O	Zambia	Namibia	NC
Namibia	NNP	I-NP	LOC	.	,	C
,	,	O	O	Namibia	who	NC
